Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.014167039522018653,0.014167039522018653
EnergyhubEU,2025-2030,0.00552956462209761,0.01969658005288046
EnergyhubEU,2030-2035,42440.86151952289,42440.881185577935
EnergyhubEU,2035-2040,11701.490344987946,54142.3715262218
EnergyhubEU,2040-2045,13060.59533289486,67202.96686591601
EnergyhubEU,2045-2050,5.7535695082313715e-06,67202.96686619247
EnergyhubEU,2050-2055,4.2541313387981093e-07,67202.96686604328
EnergyhubEU,2055-2060,4.1482055659919186e-07,67202.96685566223
EnergyhubNorth,2020-2025,0.012777913525911618,0.012777913525911618
EnergyhubNorth,2025-2030,0.0026708999995590853,0.015448789434220777
EnergyhubNorth,2030-2035,0.04228683692449962,0.05773560226751148
EnergyhubNorth,2035-2040,3440.8627495675387,3440.9204841787137
EnergyhubNorth,2040-2045,57486.93305065168,60927.853577551796
EnergyhubNorth,2045-2050,4.192940622316574e-05,60927.85362133096
EnergyhubNorth,2050-2055,4.6571192218153514e-07,60927.85361099676
EnergyhubNorth,2055-2060,4.6176860779976736e-07,60927.85361384075
EnergyhubCentral,2020-2025,0.017229408325951504,0.017229408325951504
EnergyhubCentral,2025-2030,0.005334715135611067,0.022564099370316962
EnergyhubCentral,2030-2035,53133.359543545965,53133.38191058994
EnergyhubCentral,2035-2040,0.0006186472736966494,53133.3825297593
EnergyhubCentral,2040-2045,10382.83301216178,63516.21552253898
EnergyhubCentral,2045-2050,7.240528106758377e-06,63516.21550393481
EnergyhubCentral,2050-2055,4.220870142729214e-07,63516.2155422784
EnergyhubCentral,2055-2060,3.8759436535104984e-07,63516.21553281955
