Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.03339253049674562,0.03339253049674562
EnergyhubEU,2025-2030,1.3636439697029422e-06,0.033393868012845634
EnergyhubEU,2030-2035,11937.881452110803,11937.914845964997
EnergyhubEU,2035-2040,2432.959527646099,14370.87437359141
EnergyhubEU,2040-2045,14616.081398976119,28986.955772487956
EnergyhubEU,2045-2050,0.022374441247495866,28986.978147457336
EnergyhubEU,2050-2055,4.902089848620477e-06,28986.978152176736
EnergyhubEU,2055-2060,1.7744630059132951e-06,28986.978153363154
EnergyhubNorth,2020-2025,0.031658397798520414,0.031658397798520414
EnergyhubNorth,2025-2030,1.625311340523055e-06,0.031659996981988514
EnergyhubNorth,2030-2035,0.12642188892838896,0.15808185978253597
EnergyhubNorth,2035-2040,8.729095198542964e-05,0.15816912460666385
EnergyhubNorth,2040-2045,13189.891319185079,13190.049488268654
EnergyhubNorth,2045-2050,15562.172897999866,28752.22238696814
EnergyhubNorth,2050-2055,7.3472002157694305e-06,28752.222395988883
EnergyhubNorth,2055-2060,2.187523350180739e-06,28752.22239565962
EnergyhubCentral,2020-2025,0.03485219180397006,0.03485219180397006
EnergyhubCentral,2025-2030,1.4517177973990161e-06,0.03485361739390115
EnergyhubCentral,2030-2035,1706.2478890419295,1706.2827365255991
EnergyhubCentral,2035-2040,0.00013932996039941895,1706.2828819391568
EnergyhubCentral,2040-2045,15606.512486544934,17312.795368323517
EnergyhubCentral,2045-2050,757.5991467638274,18070.394520305952
EnergyhubCentral,2050-2055,5.208670355025232e-06,18070.39451835098
EnergyhubCentral,2055-2060,1.8368462972554576e-06,18070.394522153125
