Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.5310894901673945,0.5310894901673945
EnergyhubEU,2025-2030,1.7198544871826305e-05,0.5311060432075181
EnergyhubEU,2030-2035,16217.267397521944,16217.798502945938
EnergyhubEU,2035-2040,0.03217608808514227,16217.83067840125
EnergyhubEU,2040-2045,19137.34231406393,35355.172991876825
EnergyhubEU,2045-2050,0.0011872673044818897,35355.17416838049
EnergyhubEU,2050-2055,6.148079039752815e-05,35355.174255577884
EnergyhubEU,2055-2060,2.8485981348488537e-05,35355.17426703211
EnergyhubNorth,2020-2025,0.5023498341790434,0.5023498341790434
EnergyhubNorth,2025-2030,1.9922568485885573e-05,0.5023691112431948
EnergyhubNorth,2030-2035,2.06621201054778,2.5685804762850895
EnergyhubNorth,2035-2040,0.03239819044369212,2.6009780212261235
EnergyhubNorth,2040-2045,15675.172254721117,15677.77323208492
EnergyhubNorth,2045-2050,16042.33224109805,31720.105470510738
EnergyhubNorth,2050-2055,0.00010291528928685954,31720.10559162987
EnergyhubNorth,2055-2060,3.7638818006027146e-05,31720.105611869596
EnergyhubCentral,2020-2025,0.5546567730082512,0.5546567730082512
EnergyhubCentral,2025-2030,1.802497111815736e-05,0.5546741524740849
EnergyhubCentral,2030-2035,4919.913087087878,4920.467760591428
EnergyhubCentral,2035-2040,51.162802171191125,4971.6305621184965
EnergyhubCentral,2040-2045,17240.19559835342,22211.82615982136
EnergyhubCentral,2045-2050,1325.755576635889,23537.5817456286
EnergyhubCentral,2050-2055,6.248343334432026e-05,23537.581800699943
EnergyhubCentral,2055-2060,3.0073874785318766e-05,23537.581827048474
