Node,to_Node,distance
Borssele,Energyhub EU,385.74370669449036
Hollandsee Kust,Energyhub EU,312.1243102362497
Helgoländer Bucht,Energyhub EU,127.86726950656278
Nordsøen,Energyhub EU,159.92510770315303
Moray Firth,Nordvest A,1113.0924726089033
Firth of Forth,Nordvest A,1266.2386391722964
Dogger Bank,Nordvest A,1333.4114578694503
Hornsea,Nordvest A,1451.5234516181808
Outer Dowsing,Nordvest A,1523.1451620051512
Norfolk,Nordvest A,1559.3821705999758
East Anglia,Nordvest A,1661.4767694673817
Borssele,Nordvest A,1635.2278734087008
Hollandsee Kust,Nordvest A,1569.5030592157034
Helgoländer Bucht,Nordvest A,1335.4318216413371
Nordsøen,Nordvest A,1118.8436277732178
Energyhub EU,Nordvest A,1263.62106227676
Moray Firth,Nordvest C,817.4245480433273
Firth of Forth,Nordvest C,961.5549769989809
Dogger Bank,Nordvest C,1029.9573578222169
Hornsea,Nordvest C,1147.9011303595234
Outer Dowsing,Nordvest C,1218.0675936374296
Norfolk,Nordvest C,1257.5682689985313
East Anglia,Nordvest C,1359.720399052663
Borssele,Nordvest C,1337.3935174060857
Hollandsee Kust,Nordvest C,1274.23748976198
Helgoländer Bucht,Nordvest C,1055.8337829402842
Nordsøen,Nordvest C,837.2576123533522
Energyhub EU,Nordvest C,973.8275162398328
Nordvest A,Nordvest C,307.1687081412461
Moray Firth,Vestavind A,568.9604271393597
Firth of Forth,Vestavind A,712.0114201714707
Dogger Bank,Vestavind A,804.6161602745834
Hornsea,Vestavind A,921.0905319533402
Outer Dowsing,Vestavind A,986.4011386610991
Norfolk,Vestavind A,1034.742926298965
East Anglia,Vestavind A,1136.3758317897584
Borssele,Vestavind A,1122.8619533882913
Hollandsee Kust,Vestavind A,1065.4934825231664
Helgoländer Bucht,Vestavind A,879.4874515314458
Nordsøen,Vestavind A,664.9101612092463
Energyhub EU,Vestavind A,780.874852970065
Nordvest A,Vestavind A,554.3122503719866
Nordvest C,Vestavind A,250.40729121428654
Moray Firth,Sønnavind A,624.3931135530364
Firth of Forth,Sønnavind A,592.1403144655163
Dogger Bank,Sønnavind A,435.31553228435007
Hornsea,Sønnavind A,541.9923330997469
Outer Dowsing,Sønnavind A,625.8993654640594
Norfolk,Sønnavind A,626.1528057105098
East Anglia,Sønnavind A,723.3682877133871
Borssele,Sønnavind A,678.0387063634901
Hollandsee Kust,Sønnavind A,605.1792614130624
Helgoländer Bucht,Sønnavind A,356.8035083838485
Nordsøen,Sønnavind A,139.7899701722664
Energyhub EU,Sønnavind A,293.0620365538057
Nordvest A,Sønnavind A,979.215600262113
Nordvest C,Sønnavind A,699.9370694570684
Vestavind A,Sønnavind A,540.0050712216307
Moray Firth,Sørvest C,433.76879272664405
Firth of Forth,Sørvest C,374.0606904147344
Dogger Bank,Sørvest C,264.8159774190135
Hornsea,Sørvest C,382.6069508441742
Outer Dowsing,Sørvest C,458.88272358684736
Norfolk,Sørvest C,488.81167517281733
East Anglia,Sørvest C,590.9352570477408
Borssele,Sørvest C,570.0319175395674
Hollandsee Kust,Sørvest C,511.5033142883517
Helgoländer Bucht,Sørvest C,366.7908864945278
Nordsøen,Sørvest C,211.37298878797085
Energyhub EU,Sørvest C,245.96761194494107
Nordvest A,Sørvest C,1070.5957361877663
Nordvest C,Sørvest C,769.1751403426911
Vestavind A,Sørvest C,553.9994586677178
Sønnavind A,Sørvest C,219.04509657235005
Moray Firth,Nordvest B,922.4477144496595
Firth of Forth,Nordvest B,1072.7415475009986
Dogger Bank,Nordvest B,1144.7380879778032
Hornsea,Nordvest B,1262.712250480437
Outer Dowsing,Nordvest B,1332.9913332631754
Norfolk,Nordvest B,1372.1213606315014
East Anglia,Nordvest B,1474.274927228886
Borssele,Nordvest B,1451.1380584380522
Hollandsee Kust,Nordvest B,1387.334511943433
Helgoländer Bucht,Nordvest B,1164.1213304949176
Nordsøen,Nordvest B,945.8709205796747
Energyhub EU,Nordvest B,1085.225280144529
Nordvest A,Nordvest B,193.65502622469222
Nordvest C,Nordvest B,114.92582081313688
Vestavind A,Nordvest B,360.743213371183
Sønnavind A,Nordvest B,807.457636833477
Sørvest C,Nordvest B,883.553047521741
Moray Firth,Vestavind F,454.1581215658917
Firth of Forth,Vestavind F,510.77678415059404
Dogger Bank,Vestavind F,516.2865523388261
Hornsea,Vestavind F,634.3717993722995
Outer Dowsing,Vestavind F,706.4950746278179
Norfolk,Vestavind F,743.4785628881328
East Anglia,Vestavind F,845.6297498088169
Borssele,Vestavind F,825.2213878594779
Hollandsee Kust,Vestavind F,764.8608647015643
Helgoländer Bucht,Vestavind F,578.8500962226834
Nordsøen,Vestavind F,369.2345047905839
Energyhub EU,Vestavind F,477.17141823260164
Nordvest A,Vestavind F,817.186524797989
Nordvest C,Vestavind F,514.0924341487507
Vestavind A,Vestavind F,303.78848112347794
Sønnavind A,Vestavind F,261.2295969575735
Sørvest C,Vestavind F,255.49481728907398
Nordvest B,Vestavind F,628.7052373063141
Moray Firth,Sørvest E,469.04206546238515
Firth of Forth,Sørvest E,433.8646429226332
Dogger Bank,Sørvest E,330.400628191141
Hornsea,Sørvest E,447.14696009067956
Outer Dowsing,Sørvest E,525.4403441675147
Norfolk,Sørvest E,549.4512456433108
East Anglia,Sørvest E,651.2082981373788
Borssele,Sørvest E,624.3833248796077
Hollandsee Kust,Sørvest E,561.5680025373532
Helgoländer Bucht,Sørvest E,382.8024777615399
Nordsøen,Sørvest E,193.43459956790014
Energyhub EU,Sørvest E,273.7027423236173
Nordvest A,Sørvest E,1011.50153584332
Nordvest C,Sørvest E,713.1375086138127
Vestavind A,Sørvest E,508.52326350140345
Sønnavind A,Sørvest E,160.2063768705408
Sørvest C,Sørvest E,70.47396365594498
Nordvest B,Sørvest E,826.7594963150025
Vestavind F,Sørvest E,204.9631687940686
Moray Firth,Sørvest A,390.1764938651308
Firth of Forth,Sørvest A,382.50041512467976
Dogger Bank,Sørvest A,352.10580906935496
Hornsea,Sørvest A,470.0336469592847
Outer Dowsing,Sørvest A,541.5667058782176
Norfolk,Sørvest A,580.6241293731263
East Anglia,Sørvest A,682.6812980608013
Borssele,Sørvest A,666.4735440833817
Hollandsee Kust,Sørvest A,609.9474297076831
Helgoländer Bucht,Sørvest A,459.7645388301827
Nordsøen,Sørvest A,279.5713783383206
Energyhub EU,Sørvest A,343.03758037897353
Nordvest A,Sørvest A,981.8792200986983
Nordvest C,Sørvest A,677.8701332751615
Vestavind A,Sørvest A,456.39503263037784
Sønnavind A,Sørvest A,234.28132902213278
Sørvest C,Sørvest A,99.87603649046227
Nordvest B,Sørvest A,792.6796644282703
Vestavind F,Sørvest A,164.93205543863462
Sørvest E,Sørvest A,86.57384103628483
Moray Firth,Vestavind B,495.9309367184172
Firth of Forth,Vestavind B,621.6803230359046
Dogger Bank,Vestavind B,701.1248978000278
Hornsea,Vestavind B,817.7808948335824
Outer Dowsing,Vestavind B,883.8090536255236
Norfolk,Vestavind B,931.1771544094843
East Anglia,Vestavind B,1032.8643810063802
Borssele,Vestavind B,1019.2046033441843
Hollandsee Kust,Vestavind B,962.1204668550728
Helgoländer Bucht,Vestavind B,781.4945811447957
Nordsøen,Vestavind B,569.381888725665
Energyhub EU,Vestavind B,679.930160865313
Nordvest A,Vestavind B,649.1363950861784
Nordvest C,Vestavind B,342.19200298546554
Vestavind A,Vestavind B,103.69047144579866
Sønnavind A,Vestavind B,450.1688316078974
Sørvest C,Vestavind B,450.6244739723454
Nordvest B,Vestavind B,455.77213363309124
Vestavind F,Vestavind B,203.10316163879824
Sørvest E,Vestavind B,406.7464226848947
Sørvest A,Vestavind B,352.75802346455885
Moray Firth,Vestavind C,465.02228863659104
Firth of Forth,Vestavind C,571.5399735998724
Dogger Bank,Vestavind C,632.638037300884
Hornsea,Vestavind C,749.7678499549812
Outer Dowsing,Vestavind C,817.2868646155963
Norfolk,Vestavind C,862.335260908559
East Anglia,Vestavind C,964.1926242732649
Borssele,Vestavind C,949.1169951039948
Hollandsee Kust,Vestavind C,891.4382182158346
Helgoländer Bucht,Vestavind C,711.3195324750862
Nordsøen,Vestavind C,500.51707495473494
Energyhub EU,Vestavind C,608.8741277360606
Nordvest A,Vestavind C,709.8199565699674
Nordvest C,Vestavind C,402.84904451331937
Vestavind A,Vestavind C,174.0576880752091
Sønnavind A,Vestavind C,385.08021598340906
Sørvest C,Vestavind C,379.95168620313217
Nordvest B,Vestavind C,517.5120464070304
Vestavind F,Vestavind C,132.49959373865929
Sørvest E,Vestavind C,335.5983361010925
Sørvest A,Vestavind C,282.7024288000052
Vestavind B,Vestavind C,71.16659064004172
Moray Firth,Vestavind D,488.49568669682435
Firth of Forth,Vestavind D,585.1905354611404
Dogger Bank,Vestavind D,628.5110185399917
Hornsea,Vestavind D,746.2475895595537
Outer Dowsing,Vestavind D,815.9144281133083
Norfolk,Vestavind D,857.1870119015413
East Anglia,Vestavind D,959.260156300276
Borssele,Vestavind D,941.0792908185332
Hollandsee Kust,Vestavind D,881.5061223714794
Helgoländer Bucht,Vestavind D,692.502314277487
Nordsøen,Vestavind D,479.26480749107003
Energyhub EU,Vestavind D,593.5573807953882
Nordvest A,Vestavind D,707.8281855852351
Nordvest C,Vestavind D,402.1532087393053
Vestavind A,Vestavind D,187.46599915260964
Sønnavind A,Vestavind D,359.5842017371221
Sørvest C,Vestavind D,371.0474918755828
Nordvest B,Vestavind D,517.0770382663749
Vestavind F,Vestavind D,117.01313249304874
Sørvest E,Vestavind D,321.95448454369216
Sørvest A,Vestavind D,276.5865692714563
Vestavind B,Vestavind D,90.68359597258286
Vestavind C,Vestavind D,33.54821670539103
Moray Firth,Sørvest F,498.8055515851711
Firth of Forth,Sørvest F,431.51526727789576
Dogger Bank,Sørvest F,273.7820116954589
Hornsea,Sørvest F,387.40442946616946
Outer Dowsing,Sørvest F,468.50810299066075
Norfolk,Sørvest F,484.5450940683236
East Anglia,Sørvest F,585.6182233291505
Borssele,Sørvest F,554.9167255233596
Hollandsee Kust,Sørvest F,490.4759308489046
Helgoländer Bucht,Sørvest F,314.18614161279663
Nordsøen,Sørvest F,146.33870705395682
Energyhub EU,Sørvest F,201.3689991940244
Nordvest A,Sørvest F,1080.3118100020295
Nordvest C,Sørvest F,783.761567931206
Vestavind A,Sørvest F,581.3690229009508
Sønnavind A,Sørvest F,171.60775376900787
Sørvest C,Sørvest F,65.04504130305723
Nordvest B,Sørvest F,896.9498240153015
Vestavind F,Sørvest F,277.7354164777177
Sørvest E,Sørvest F,72.85888818688554
Sørvest A,Sørvest F,145.86106720117633
Vestavind B,Sørvest F,479.5885321133069
Vestavind C,Sørvest F,408.43426450511845
Vestavind D,Sørvest F,394.6856490054789
Moray Firth,Sørvest B,392.3056927634207
Firth of Forth,Sørvest B,350.65859285384204
Dogger Bank,Sørvest B,289.13357720896596
Hornsea,Sørvest B,407.12611234452396
Outer Dowsing,Sørvest B,479.36697901976873
Norfolk,Sørvest B,517.5763875996644
East Anglia,Sørvest B,619.6267583822901
Borssele,Sørvest B,604.131361037478
Hollandsee Kust,Sørvest B,548.7572835856151
Helgoländer Bucht,Sørvest B,414.37087751074387
Nordsøen,Sørvest B,255.07722589770944
Energyhub EU,Sørvest B,292.61806197594484
Nordvest A,Sørvest B,1044.5538966329966
Nordvest C,Sørvest B,740.824559822014
Vestavind A,Sørvest B,518.826139992458
Sønnavind A,Sørvest B,243.66613054051913
Sørvest C,Sørvest B,47.78876853058077
Nordvest B,Sørvest B,855.6066785042059
Vestavind F,Sørvest B,227.3849614022482
Sørvest E,Sørvest B,83.66875964802058
Sørvest A,Sørvest B,63.0579987685134
Vestavind B,Sørvest B,415.142153404986
Vestavind C,Sørvest B,345.39462945376283
Vestavind D,Sørvest B,339.6445354055887
Sørvest F,Sørvest B,109.73924844681225
Moray Firth,Nordavind B,2061.2342164044626
Firth of Forth,Nordavind B,2210.3809637110558
Dogger Bank,Nordavind B,2243.9465196751144
Hornsea,Nordavind B,2361.0693613528724
Outer Dowsing,Nordavind B,2438.2585014877723
Norfolk,Nordavind B,2460.532842239675
East Anglia,Nordavind B,2560.9989469821876
Borssele,Nordavind B,2521.4767666078505
Hollandsee Kust,Nordavind B,2449.0285768311946
Helgoländer Bucht,Nordavind B,2181.676249726423
Nordsøen,Nordavind B,1979.9543638443615
Energyhub EU,Nordavind B,2136.9046186508713
Nordvest A,Nordavind B,948.1426514440808
Nordvest C,Nordavind B,1249.0624672140261
Vestavind A,Nordavind B,1499.2861396983878
Sønnavind A,Nordavind B,1843.8642302501703
Sørvest C,Nordavind B,1979.4062226109622
Nordvest B,Nordavind B,1139.7758196357845
Vestavind F,Nordavind B,1736.7533164623976
Sørvest E,Nordavind B,1913.927104944365
Sørvest A,Nordavind B,1900.3111424644671
Vestavind B,Nordavind B,1589.222899454785
Vestavind C,Nordavind B,1644.3299070744483
Vestavind D,Nordavind B,1636.9604009303366
Sørvest F,Nordavind B,1976.1853593162816
Sørvest B,Nordavind B,1960.881295312681
Moray Firth,Nordavind A,2161.1873662613034
Firth of Forth,Nordavind A,2300.400126303673
Dogger Bank,Nordavind A,2312.4588098248305
Hornsea,Nordavind A,2428.3048455162316
Outer Dowsing,Nordavind A,2507.596924141157
Norfolk,Nordavind A,2523.460237840663
East Anglia,Nordavind A,2622.592143220399
Borssele,Nordavind A,2578.068075851654
Hollandsee Kust,Nordavind A,2503.692737248838
Helgoländer Bucht,Nordavind A,2228.168639480051
Nordsøen,Nordavind A,2033.5015574409522
Energyhub EU,Nordavind A,2192.3440139003474
Nordvest A,Nordavind A,1052.7369662818253
Nordvest C,Nordavind A,1344.130046425325
Vestavind A,Nordavind A,1594.0793584090509
Sønnavind A,Nordavind A,1900.5041101527247
Sørvest C,Nordavind A,2049.471470702159
Nordvest B,Nordavind A,1239.469099560948
Vestavind F,Nordavind A,1814.028963398608
Sørvest E,Nordavind A,1982.1640990684032
Sørvest A,Nordavind A,1975.3193323303146
Vestavind B,Nordavind A,1679.0695966955575
Vestavind C,Nordavind A,1730.0557987974632
Vestavind D,Nordavind A,1719.868580425857
Sørvest F,Nordavind A,2041.2623072911201
Sørvest B,Nordavind A,2034.3572161954633
Nordavind B,Nordavind A,168.95052314255435
Moray Firth,Nordavind D,1790.8343355459424
Firth of Forth,Nordavind D,1952.5948939763207
Dogger Bank,Nordavind D,2017.5966509834423
Hornsea,Nordavind D,2135.678647301405
Outer Dowsing,Nordavind D,2209.063281055991
Norfolk,Nordavind D,2240.985524759727
East Anglia,Nordavind D,2342.758917594097
Borssele,Nordavind D,2311.3419886898423
Hollandsee Kust,Nordavind D,2242.5396043310875
Helgoländer Bucht,Nordavind D,1991.1267598324198
Nordsøen,Nordavind D,1780.3862615016392
Energyhub EU,Nordavind D,1932.2746681883261
Nordvest A,Nordavind D,688.8060018668052
Nordvest C,Nordavind D,995.9708606846044
Vestavind A,Nordavind D,1241.8277539897463
Sønnavind A,Nordavind D,1641.2241221802224
Sørvest C,Nordavind D,1753.3581804833684
Nordvest B,Nordavind D,882.115326921721
Vestavind F,Nordavind D,1502.5857457898271
Sørvest E,Nordavind D,1691.5560228988309
Sørvest A,Nordavind D,1667.5172635718188
Vestavind B,Nordavind D,1337.863540926585
Vestavind C,Nordavind D,1398.4350075747031
Vestavind D,Nordavind D,1395.5087547861513
Sørvest F,Nordavind D,1758.0365503430844
Sørvest B,Nordavind D,1729.7461068278744
Nordavind B,Nordavind D,317.11391376617775
Nordavind A,Nordavind D,474.351732482631
Moray Firth,Nordavind C,1843.0631626733104
Firth of Forth,Nordavind C,2004.13967977118
Dogger Bank,Nordavind C,2066.676660495808
Hornsea,Nordavind C,2184.722012273509
Outer Dowsing,Nordavind C,2258.475087602275
Norfolk,Nordavind C,2289.5315609663917
East Anglia,Nordavind C,2391.221765807305
Borssele,Nordavind C,2359.010626862023
Hollandsee Kust,Nordavind C,2289.8130626075676
Helgoländer Bucht,Nordavind C,2036.5706480484787
Nordsøen,Nordavind C,1826.6470518096532
Energyhub EU,Nordavind C,1979.1830588474197
Nordvest A,Nordavind C,739.5718460229211
Nordvest C,Nordavind C,1046.665934256889
Vestavind A,Nordavind C,1293.0748879383955
Sønnavind A,Nordavind C,1687.6921920460616
Sørvest C,Nordavind C,1802.2723200406256
Nordvest B,Nordavind C,933.0542322564379
Vestavind F,Nordavind C,1552.0823501716034
Sørvest E,Nordavind C,1740.0810320225437
Sørvest A,Nordavind C,1716.9983447444881
Vestavind B,Nordavind C,1388.7078414919172
Vestavind C,Nordavind C,1448.8781994401588
Vestavind D,Nordavind C,1445.5736690379288
Sørvest F,Nordavind C,1806.1958269543143
Sørvest B,Nordavind C,1779.1141533042007
Nordavind B,Nordavind C,270.52523294493096
Nordavind A,Nordavind C,432.084878829573
Nordavind D,Nordavind C,52.774021740441405
Moray Firth,Vestavind E,414.2332462877426
Firth of Forth,Vestavind E,469.54278387525164
Dogger Bank,Vestavind E,488.0068082715457
Hornsea,Vestavind E,605.7352113892289
Outer Dowsing,Vestavind E,675.7732899271858
Norfolk,Vestavind E,716.8676811762235
East Anglia,Vestavind E,818.9031137838698
Borssele,Vestavind E,802.1346578716204
Hollandsee Kust,Vestavind E,744.1787714206379
Helgoländer Bucht,Vestavind E,572.2671529606891
Nordsøen,Vestavind E,369.10073506439824
Energyhub EU,Vestavind E,464.85217841674563
Nordvest A,Vestavind E,847.4639394667813
Nordvest C,Vestavind E,542.4421312386976
Vestavind A,Vestavind E,321.31486669425703
Sønnavind A,Vestavind E,273.65474384442075
Sørvest C,Vestavind E,232.6935339478771
Nordvest B,Vestavind E,657.3413547755302
Vestavind F,Vestavind E,41.71947422313067
Sørvest E,Vestavind E,191.237612618074
Sørvest A,Vestavind E,136.2717068318273
Vestavind B,Vestavind E,218.05654177733194
Vestavind C,Vestavind E,147.26022397538424
Vestavind D,Vestavind E,140.51367037350008
Sørvest F,Vestavind E,263.56088406487356
Sørvest B,Vestavind E,199.29587637931525
Nordavind B,Vestavind E,1771.7557389685676
Nordavind A,Vestavind E,1850.804162607997
Nordavind D,Vestavind E,1534.3494615560398
Nordavind C,Vestavind E,1584.1572890607647
Moray Firth,Sørvest D,457.0976286854695
Firth of Forth,Sørvest D,366.7306141416979
Dogger Bank,Sørvest D,206.2268043271023
Hornsea,Sørvest D,322.92853738248255
Outer Dowsing,Sørvest D,401.3856841678925
Norfolk,Sørvest D,426.764819250132
East Anglia,Sørvest D,528.7920091520554
Borssele,Sørvest D,506.6607535717044
Hollandsee Kust,Sørvest D,448.230397244311
Helgoländer Bucht,Sørvest D,319.4972613509346
Nordsøen,Sørvest D,199.28318610556704
Energyhub EU,Sørvest D,193.92137272877565
Nordvest A,Sørvest D,1132.7383862776435
Nordvest C,Sørvest D,832.0072016125165
Vestavind A,Sørvest D,617.3315338366887
Sønnavind A,Sørvest D,246.39552239936532
Sørvest C,Sørvest D,63.418076683203495
Nordvest B,Sørvest D,946.2603159734563
Vestavind F,Sørvest D,318.6832242642345
Sørvest E,Sørvest D,124.25021771747151
Sørvest A,Sørvest D,162.0970107867454
Vestavind B,Sørvest D,513.9018314360609
Vestavind C,Sørvest D,443.2992757361741
Vestavind D,Sørvest D,434.4319467484764
Sørvest F,Sørvest D,74.86815592933463
Sørvest B,Sørvest D,103.25514574283879
Nordavind B,Sørvest D,2038.1428203884475
Nordavind A,Sørvest D,2106.237169408457
Nordavind D,Sørvest D,1814.5051677035817
Nordavind C,Sørvest D,1863.2290808330022
Vestavind E,Sørvest D,296.0534674874936
