Node,to_Node,distance
Denmark,Portugal,2318.7276279392304
Estonia,Portugal,3273.4986440533307
Spain,Portugal,471.4455191590178
Finland,Portugal,3638.45686079231
France,Portugal,1226.979841601214
Great Brit.,Portugal,1610.0704958554516
Greece,Portugal,2663.8460072351627
Croatia,Portugal,2213.2342862030837
Hungary,Portugal,2403.3498454073233
Ireland,Portugal,1569.2904830301434
Italy,Portugal,1735.416485342731
Lithuania,Portugal,3044.6680455010423
Luxemb.,Portugal,1656.0632146855305
Latvia,Portugal,3198.569576862761
Macedonia,Portugal,2612.4514249402587
Netherlands,Portugal,1813.913332607298
NO1,Portugal,2720.4058369051318
NO2,Portugal,2508.455754429812
NO3,Portugal,2990.0936705258014
NO4,Portugal,3640.0335599991604
NO5,Portugal,2638.2907521815996
Poland,Portugal,2606.983675944845
Austria,Romania,836.4748872591606
Bosnia H,Romania,616.054808269559
Belgium,Romania,1622.5558613034423
Bulgaria,Romania,376.8751877160927
Switzerland,Romania,1318.2930056024989
Czech R,Romania,868.02563096114
Germany,Romania,1223.568711042274
Denmark,Romania,1602.5678675820934
Estonia,Romania,1455.5829657160903
Spain,Romania,2417.5062304416992
Finland,Romania,2041.2510143263419
France,Romania,1758.3527498410408
Great Brit.,Romania,2074.043356181383
Greece,Romania,825.0348473273178
Croatia,Romania,656.1439332752683
Hungary,Romania,493.93757289048295
Ireland,Romania,2552.658776788734
Italy,Romania,1134.5282663084329
Lithuania,Romania,1059.1017309179113
Luxemb.,Romania,1493.672284987098
Latvia,Romania,1235.7288035566748
Macedonia,Romania,571.5886925830553
Netherlands,Romania,1598.5124466131065
NO1,Romania,1864.0502334679545
NO2,Romania,1904.7231236554746
NO3,Romania,2147.993044331867
NO4,Romania,2573.290470626775
NO5,Romania,2076.858427499978
Poland,Romania,814.5740522035202
Portugal,Romania,2869.1749870166072
Austria,Serbia,611.2665306304949
Bosnia H,Serbia,232.5120179704296
Belgium,Serbia,1430.034689999146
Bulgaria,Serbia,418.928436141749
Switzerland,Serbia,1034.9180563506195
Czech R,Serbia,766.7496369666941
Germany,Serbia,1088.6447877270264
Denmark,Serbia,1580.687259299504
Estonia,Serbia,1682.7064387982382
Spain,Serbia,2054.7847560898326
Finland,Serbia,2267.5667092102008
France,Serbia,1469.9163348199793
Great Brit.,Serbia,1900.3398022069903
Greece,Serbia,589.1974007637945
Croatia,Serbia,350.8506454033631
Hungary,Serbia,342.80041681957675
Ireland,Serbia,2370.3466102711322
Italy,Serbia,786.7883874956744
Lithuania,Serbia,1280.7780009280825
Luxemb.,Serbia,1283.7900167508342
Latvia,Serbia,1475.1613301015889
Macedonia,Serbia,316.2615373975224
Netherlands,Serbia,1447.5121786298753
NO1,Serbia,1920.6761437469029
NO2,Serbia,1913.2389994165646
NO3,Serbia,2234.6998375843627
NO4,Serbia,2733.5343873558973
NO5,Serbia,2100.4504794963927
Poland,Serbia,902.1005982417528
Portugal,Serbia,2515.06509887346
Romania,Serbia,400.10908108560767
Austria,Sweden,1724.361724553386
Bosnia H,Sweden,2113.5230986403053
Belgium,Sweden,1513.5227746932796
Bulgaria,Sweden,2358.5316782094246
Switzerland,Sweden,1858.0177079565528
Czech R,Sweden,1450.499345246173
Germany,Sweden,1352.8654101042475
Denmark,Sweden,820.8482770837846
Estonia,Sweden,697.82718923643
Spain,Sweden,2857.2893628692946
Finland,Sweden,592.1070426249477
France,Sweden,1993.7071265644543
Great Brit.,Sweden,1521.3918007646707
Greece,Sweden,2704.0498654318
Croatia,Sweden,1937.4315860323702
Hungary,Sweden,1789.4944295147282
Ireland,Sweden,1789.4812500183216
Italy,Sweden,2091.235434286719
Lithuania,Sweden,976.9167286066211
Luxemb.,Sweden,1577.886478482583
Latvia,Sweden,877.2565148992375
Macedonia,Sweden,2428.4391598562975
Netherlands,Sweden,1338.5281529071929
NO1,Sweden,389.9187368979467
NO2,Sweden,611.2890352062566
NO3,Sweden,261.6776401449723
NO4,Sweden,638.5456016763848
NO5,Sweden,545.5306461659736
Poland,Sweden,1213.8003627695775
Portugal,Sweden,3110.0898743372923
Romania,Sweden,1988.2768325880372
Serbia,Sweden,2115.1718272772405
Austria,Slovenia,159.07725339121194
Bosnia H,Slovenia,334.9852904606105
Belgium,Slovenia,928.5609456618649
Bulgaria,Slovenia,934.6804674673704
Switzerland,Slovenia,522.6661499305201
Czech R,Slovenia,430.8721775157687
Germany,Slovenia,644.8698435572873
Denmark,Slovenia,1208.8555305075902
Estonia,Slovenia,1611.7311927347548
Spain,Slovenia,1628.058667885663
Finland,Slovenia,2160.74933831588
France,Slovenia,961.8669480120419
Great Brit.,Slovenia,1400.9301072693909
Greece,Slovenia,983.3419782360347
Croatia,Slovenia,165.34637154566136
Hungary,Slovenia,335.1566132134688
Ireland,Slovenia,1864.3355593890092
Italy,Slovenia,356.33006183375517
Lithuania,Slovenia,1244.8396852829485
Luxemb.,Slovenia,777.3590281936818
Latvia,Slovenia,1441.296918168885
Macedonia,Slovenia,764.2802689615847
Netherlands,Slovenia,969.3874094655204
NO1,Slovenia,1613.1780868729672
NO2,Slovenia,1554.384708476511
NO3,Slovenia,1947.1127365161315
NO4,Slovenia,2518.6794824237363
NO5,Slovenia,1749.2698075800424
Poland,Slovenia,768.8126384754631
Portugal,Slovenia,2070.39052781658
Romania,Slovenia,806.4061207470545
Serbia,Slovenia,515.9566603065509
Sweden,Slovenia,1880.890773224292
Austria,Slovakia,398.59669788011826
Bosnia H,Slovakia,536.9601558416044
Belgium,Slovakia,1107.69626664443
Bulgaria,Slovakia,823.9466315403705
Switzerland,Slovakia,880.73497119698
Czech R,Slovakia,342.3949164656583
Germany,Slovakia,698.1669100068963
Denmark,Slovakia,1099.11938074087
Estonia,Slovakia,1213.6876159564172
Spain,Slovakia,2058.9065216225213
Finland,Slovakia,1788.2634486863174
France,Slovakia,1305.516859126956
Great Brit.,Slovakia,1550.2790212479058
Greece,Slovakia,1101.2243408336585
Croatia,Slovakia,406.22945987217264
Hungary,Slovakia,195.81088370840826
Ireland,Slovakia,2029.1071358886818
Italy,Slovakia,814.6066340512443
Lithuania,Slovakia,823.1373381554384
Luxemb.,Slovakia,988.9534020832072
Latvia,Slovakia,1022.2384268518331
Macedonia,Slovakia,827.5064596424289
Netherlands,Slovakia,1072.9201747152624
NO1,Slovakia,1412.9937015060202
NO2,Slovakia,1419.8121115108281
NO3,Slovakia,1723.5089708541436
NO4,Slovakia,2226.12646187312
NO5,Slovakia,1602.3404068476345
Poland,Slovakia,394.3831925885083
Portugal,Slovakia,2484.5765704650426
Romania,Slovakia,527.8085218583332
Serbia,Slovakia,512.073030460319
Sweden,Slovakia,1604.1415255305205
Slovenia,Slovakia,461.8283846166558
Austria,Moray Firth,1701.1012434469321
Bosnia H,Moray Firth,2169.4442346390606
Belgium,Moray Firth,989.8212445138257
Bulgaria,Moray Firth,2663.948207388592
Switzerland,Moray Firth,1505.7054548784945
Czech R,Moray Firth,1528.754207045793
Germany,Moray Firth,1205.1917907234451
Denmark,Moray Firth,788.9857154124618
Estonia,Moray Firth,1671.7413410584622
Spain,Moray Firth,2064.1491548980375
Finland,Moray Firth,1746.898222764364
France,Moray Firth,1364.8871720454426
Great Brit.,Moray Firth,641.9820740273129
Greece,Moray Firth,2823.613261659034
Croatia,Moray Firth,1978.0477842375813
Hungary,Moray Firth,1957.6654421293185
Ireland,Moray Firth,674.6078429490166
Italy,Moray Firth,1850.5455259984074
Lithuania,Moray Firth,1716.0093643126336
Luxemb.,Moray Firth,1139.2475710302729
Latvia,Moray Firth,1744.1460902677009
Macedonia,Moray Firth,2586.1974855685867
Netherlands,Moray Firth,885.7063474707766
NO1,Moray Firth,830.8012441308596
NO2,Moray Firth,621.5966399573998
NO3,Moray Firth,939.4063021549997
NO4,Moray Firth,1523.2299747472723
NO5,Moray Firth,610.1296075452542
Poland,Moray Firth,1595.4474690825753
Portugal,Moray Firth,2185.0750847636214
Romania,Moray Firth,2367.4190016018524
Serbia,Moray Firth,2289.537152466357
Sweden,Moray Firth,1154.8148313851468
Slovenia,Moray Firth,1842.261150231862
Slovakia,Moray Firth,1847.3649823382063
Austria,Firth of Forth,1532.285489578993
Bosnia H,Firth of Forth,1998.6347385121544
Belgium,Firth of Forth,787.7113437729988
Bulgaria,Firth of Forth,2517.0158803122677
Switzerland,Firth of Forth,1305.1336328049313
Czech R,Firth of Forth,1381.4622704068022
Germany,Firth of Forth,1042.758312414394
Denmark,Firth of Forth,714.6336592719811
Estonia,Firth of Forth,1678.6042450809093
Spain,Firth of Forth,1856.7386719859335
Finland,Firth of Forth,1824.3091794117117
France,Firth of Forth,1149.6342687015147
Great Brit.,Firth of Forth,427.5524972110534
Greece,Firth of Forth,2650.676200939994
Croatia,Firth of Forth,1809.5400032210352
Hungary,Firth of Forth,1806.76262603407
Ireland,Firth of Forth,552.5302009489812
Italy,Firth of Forth,1653.7132331606015
Lithuania,Firth of Forth,1671.5463371599287
Luxemb.,Firth of Forth,940.5049697939724
Latvia,Firth of Forth,1723.942541065065
Macedonia,Firth of Forth,2420.8677476235566
Netherlands,Firth of Forth,699.8545580081919
NO1,Firth of Forth,875.7728856638491
NO2,Firth of Forth,648.0381791098864
NO3,Firth of Forth,1051.1581513171711
NO4,Firth of Forth,1670.661548510719
NO5,Firth of Forth,699.2995536331952
Poland,Firth of Forth,1493.4780536209225
Portugal,Firth of Forth,1996.0344715046256
Romania,Firth of Forth,2236.875026357624
Serbia,Firth of Forth,2131.3988212798627
Sweden,Firth of Forth,1237.0713246317714
Slovenia,Firth of Forth,1667.3484853673667
Slovakia,Firth of Forth,1711.1011509792822
Moray Firth,Firth of Forth,215.66724000697232
Austria,Dogger Bank,1199.764530231642
Bosnia H,Dogger Bank,1666.9078865304352
Belgium,Dogger Bank,494.64988236565785
Bulgaria,Dogger Bank,2184.210408561922
Switzerland,Dogger Bank,1003.117037743973
Czech R,Dogger Bank,1049.530276680957
Germany,Dogger Bank,709.1281907070452
Denmark,Dogger Bank,469.84490763993506
Estonia,Dogger Bank,1488.5102828891902
Spain,Dogger Bank,1724.6769849861203
Finland,Dogger Bank,1733.9008656883948
France,Dogger Bank,925.0760065052
Great Brit.,Dogger Bank,347.6073008695472
Greece,Dogger Bank,2319.8926196335324
Croatia,Dogger Bank,1477.094954631648
Hungary,Dogger Bank,1473.6624639751296
Ireland,Dogger Bank,734.1438635739589
Italy,Dogger Bank,1343.7471173746103
Lithuania,Dogger Bank,1417.8435456124505
Luxemb.,Dogger Bank,636.6753451510842
Latvia,Dogger Bank,1497.8593318508315
Macedonia,Dogger Bank,2087.9594590616566
Netherlands,Dogger Bank,376.48033409216583
NO1,Dogger Bank,788.6016640975788
NO2,Dogger Bank,570.4950826346087
NO3,Dogger Bank,1053.73022354538
NO4,Dogger Bank,1708.324688185069
NO5,Dogger Bank,707.7818665962321
Poland,Dogger Bank,1186.2334312115113
Portugal,Dogger Bank,1938.4097562512823
Romania,Dogger Bank,1909.0123772338063
Serbia,Dogger Bank,1797.77155863097
Sweden,Dogger Bank,1177.8420214662392
Slovenia,Dogger Bank,1336.9567475120075
Slovakia,Dogger Bank,1382.0056022877977
Moray Firth,Dogger Bank,509.37069453063407
Firth of Forth,Dogger Bank,333.6324098443313
Austria,Hornsea,1158.010819998788
Bosnia H,Hornsea,1620.8213452014152
Belgium,Hornsea,402.8671614236098
Bulgaria,Hornsea,2159.4829490432094
Switzerland,Hornsea,919.3420309859046
Czech R,Hornsea,1033.1326839552662
Germany,Hornsea,681.6237405068941
Denmark,Hornsea,551.3964475122417
Estonia,Hornsea,1572.4692057834984
Spain,Hornsea,1604.4255101727704
Finland,Hornsea,1840.7407614556364
France,Hornsea,811.0575065957041
Great Brit.,Hornsea,250.81670164375177
Greece,Hornsea,2270.2170446107293
Croatia,Hornsea,1434.1875990038563
Hungary,Hornsea,1448.9401801442211
Ireland,Hornsea,686.9763934403626
Italy,Hornsea,1266.5158308970413
Lithuania,Hornsea,1476.249891816263
Luxemb.,Hornsea,553.5882658547177
Latvia,Hornsea,1568.4893127572673
Macedonia,Hornsea,2046.3247224176394
Netherlands,Hornsea,318.35317465380206
NO1,Hornsea,901.6194229066832
NO2,Hornsea,687.2635655297026
NO3,Hornsea,1172.8867456669752
NO4,Hornsea,1828.0337915874352
NO5,Hornsea,827.9323881214985
Poland,Hornsea,1209.1686838120252
Portugal,Hornsea,1821.2500159975484
Romania,Hornsea,1899.8230536874394
Serbia,Hornsea,1764.1329360350871
Sweden,Hornsea,1291.4638039357583
Slovenia,Hornsea,1287.4572053634395
Slovakia,Hornsea,1372.1089921638734
Moray Firth,Hornsea,586.9579982994298
Firth of Forth,Hornsea,387.59577963956497
