Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.013307816013795663,0.013307816013795663
EnergyhubEU,2025-2030,0.0025451227445192053,0.015852911671553914
EnergyhubEU,2030-2035,40567.75475099938,40567.77061020648
EnergyhubEU,2035-2040,11597.615166804238,52165.385767484986
EnergyhubEU,2040-2045,15097.661846621515,67263.04763558347
EnergyhubEU,2045-2050,1.7472138609472874e-06,67263.04763628812
EnergyhubEU,2050-2055,4.944061956486334e-07,67263.04763310123
EnergyhubEU,2055-2060,4.857654605109704e-07,67263.04761581973
EnergyhubNorth,2020-2025,0.011910706821660053,0.011910706821660053
EnergyhubNorth,2025-2030,0.0016184212253108486,0.013529100960195741
EnergyhubNorth,2030-2035,0.0346997899840429,0.04822886385747271
EnergyhubNorth,2035-2040,883.0030227273783,883.0512515501559
EnergyhubNorth,2040-2045,58806.079493840865,59689.12979025808
EnergyhubNorth,2045-2050,1238.7205731698705,60927.85068370015
EnergyhubNorth,2050-2055,6.410880145267342e-07,60927.85072979836
EnergyhubNorth,2055-2060,6.159302504052636e-07,60927.85060781249
EnergyhubCentral,2020-2025,0.014717230225505777,0.014717230225505777
EnergyhubCentral,2025-2030,0.0030236961600405344,0.017740899298775526
EnergyhubCentral,2030-2035,45017.65897013061,45017.67683937099
EnergyhubCentral,2035-2040,5356.538157601589,50374.21484804991
EnergyhubCentral,2040-2045,11793.895446954106,62168.11031137388
EnergyhubCentral,2045-2050,1.9122357324430924e-06,62168.11032295682
EnergyhubCentral,2050-2055,5.208576483687699e-07,62168.1103110446
EnergyhubCentral,2055-2060,4.5776834796306104e-07,62168.11059998716
