Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.0743973083440144,0.0743973083440144
EnergyhubEU,2025-2030,0.0101355315215867,0.08453259536230527
EnergyhubEU,2030-2035,41936.64756360568,41936.73208900255
EnergyhubEU,2035-2040,8965.805476033585,50902.53756163012
EnergyhubEU,2040-2045,15402.437537947497,66304.97509601446
EnergyhubEU,2045-2050,5.987013061957809e-05,66304.97515252949
EnergyhubEU,2050-2055,3.2398943695842773e-06,66304.97516464602
EnergyhubEU,2055-2060,3.2403287155291468e-06,66304.97516363337
EnergyhubNorth,2020-2025,0.06827545486480284,0.06827545486480284
EnergyhubNorth,2025-2030,0.005866238725468173,0.074141449086987
EnergyhubNorth,2030-2035,0.24786910307770713,0.32201030766148797
EnergyhubNorth,2035-2040,1540.7498043173582,1541.071814381184
EnergyhubNorth,2040-2045,59386.89787394863,60927.969679554735
EnergyhubNorth,2045-2050,0.0013024344861677015,60927.97097616966
EnergyhubNorth,2050-2055,3.89559934518519e-06,60927.970983342086
EnergyhubNorth,2055-2060,3.798693364237195e-06,60927.9709798643
EnergyhubCentral,2020-2025,0.07943688981439084,0.07943688981439084
EnergyhubCentral,2025-2030,0.01122656970869159,0.09066321501968702
EnergyhubCentral,2030-2035,46659.93703911756,46660.0277051368
EnergyhubCentral,2035-2040,3552.7797436730766,50212.80744916069
EnergyhubCentral,2040-2045,13115.558742505638,63328.36619351972
EnergyhubCentral,2045-2050,7.810428445199616e-05,63328.366268935715
EnergyhubCentral,2050-2055,3.350767804943104e-06,63328.3662727081
EnergyhubCentral,2055-2060,3.097635361466546e-06,63328.36627249402
