Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.035670633415327425,0.035670633415327425
EnergyhubEU,2025-2030,1.3584030409323787e-06,0.03567193265598034
EnergyhubEU,2030-2035,20735.77263054025,20735.80830158442
EnergyhubEU,2035-2040,0.00019863338416343607,20735.80850092897
EnergyhubEU,2040-2045,19691.979007247148,40427.787507937755
EnergyhubEU,2045-2050,0.09400673704454096,40427.8815150665
EnergyhubEU,2050-2055,4.425310998448923e-06,40427.88151854004
EnergyhubEU,2055-2060,2.2328422764895504e-06,40427.88152071743
EnergyhubNorth,2020-2025,0.03308094419110961,0.03308094419110961
EnergyhubNorth,2025-2030,1.4156590879215987e-06,0.03308230068785732
EnergyhubNorth,2030-2035,0.19438317831998728,0.22746541984548482
EnergyhubNorth,2035-2040,0.040146700458160614,0.2676120611411567
EnergyhubNorth,2040-2045,26374.929281322933,26375.196895272144
EnergyhubNorth,2045-2050,14977.562119387063,41352.75901121587
EnergyhubNorth,2050-2055,1.171473611090381e-05,41352.7590317469
EnergyhubNorth,2055-2060,3.064816210578785e-06,41352.75903030689
EnergyhubCentral,2020-2025,0.037381188859457036,0.037381188859457036
EnergyhubCentral,2025-2030,1.3325922013604652e-06,0.03738246228928611
EnergyhubCentral,2030-2035,17712.8770685406,17712.91445031873
EnergyhubCentral,2035-2040,4702.214101596242,22415.12855211126
EnergyhubCentral,2040-2045,12663.123964991024,35078.252516513996
EnergyhubCentral,2045-2050,2559.594683976568,37637.84720145627
EnergyhubCentral,2050-2055,5.263193809707935e-06,37637.84720616795
EnergyhubCentral,2055-2060,2.3965504795038216e-06,37637.84720798874
