Between node,And node,Period,Pipeline capacity built [kg],Pipeline total capacity [kg],Discounted cost of (newly) built pipeline [EUR],Expected hydrogen transmission [tons]
Netherlands,Belgium,2030-2035,906340.1022955873,906340.1387021567,0.0,98809.07370502678
Netherlands,Belgium,2035-2040,148022.44319301215,1054362.5818951689,0.0,88533.8619274327
Netherlands,Belgium,2040-2045,519524.24677924346,1573886.8286744123,0.0,97801.91216147091
Netherlands,Belgium,2045-2050,44869.56314026378,1618756.391814676,0.0,75034.79616871662
Netherlands,Belgium,2050-2055,0.0,1618756.391814676,0.0,132349.31126843466
Netherlands,Belgium,2055-2060,101065.4179676224,1719821.8097822985,0.0,142597.22359803718
NO2,Belgium,2020-2025,0.004454616839179026,0.004454616839179026,0.0,0.01173780503017084
NO2,Belgium,2025-2030,0.03515866693747839,0.03961328377665742,0.0,0.08444703576503172
NO2,Belgium,2030-2035,1004641.6845471507,1004641.7241604346,0.0,3580439.136790346
NO2,Belgium,2035-2040,187157.2977883605,1191799.021948795,0.0,3360268.4693514123
NO2,Belgium,2040-2045,705971.9170368845,1897770.9389856795,0.0,4905495.48384289
NO2,Belgium,2045-2050,0.0,1897770.9389856795,0.0,4171005.856461116
NO2,Belgium,2050-2055,71348.42754674586,1969119.3665324254,0.0,4848316.838723009
NO2,Belgium,2055-2060,0.0,1969119.3665324254,0.0,4867837.774069312
Greece,Bulgaria,2020-2025,0.11120784411798132,0.11120784411798132,603.6239077392404,0.3076249416099291
Greece,Bulgaria,2025-2030,1714.5573830770086,1714.6685908629447,7291830.088951371,0.16178076682122414
Greece,Bulgaria,2030-2035,9043.28513373011,10757.953724526025,28756102.57323346,91499.30292767813
Greece,Bulgaria,2035-2040,2530.2939966181198,13288.24772143043,5918497.497508616,111943.38396604752
Greece,Bulgaria,2040-2045,2.4634067317097404e-05,13288.247745077335,0.04139229938837323,3048.3082578607896
Greece,Bulgaria,2045-2050,3.3326420405271724e-05,13288.247778934176,0.038796104468499126,11544.662622701744
