Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.009005828024842543,0.009005828024842543
EnergyhubEU,2025-2030,0.0009633921952129884,0.009969208401714849
EnergyhubEU,2030-2035,26904.88304186199,26904.893018164526
EnergyhubEU,2035-2040,18492.137733932126,45397.03075715456
EnergyhubEU,2040-2045,17342.31918736605,62739.349943709545
EnergyhubEU,2045-2050,6.694780293773564e-06,62739.349946267204
EnergyhubEU,2050-2055,4.1301712714585376e-07,62739.34995185602
EnergyhubEU,2055-2060,3.893162269527817e-07,62739.34994766273
EnergyhubNorth,2020-2025,0.008313932653893878,0.008313932653893878
EnergyhubNorth,2025-2030,0.0005817097272032438,0.008895630562752216
EnergyhubNorth,2030-2035,0.026519159848890125,0.035414778593320914
EnergyhubNorth,2035-2040,520.0226325605237,520.0580473269675
EnergyhubNorth,2040-2045,56745.843461531294,57265.90097638006
EnergyhubNorth,2045-2050,3661.9415985045657,60927.84285109271
EnergyhubNorth,2050-2055,5.262092743447008e-07,60927.842903175
EnergyhubNorth,2055-2060,4.3067282333393284e-07,60927.842895914626
EnergyhubCentral,2020-2025,0.009505309861589983,0.009505309861589983
EnergyhubCentral,2025-2030,0.0010006696729406754,0.010505967716201893
EnergyhubCentral,2030-2035,44324.47035392053,44324.4806834017
EnergyhubCentral,2035-2040,3269.263390226613,47593.74433033748
EnergyhubCentral,2040-2045,13838.84310946865,61432.58720082382
EnergyhubCentral,2045-2050,8.686800682966538e-06,61432.58731048559
EnergyhubCentral,2050-2055,4.456549520966226e-07,61432.58717023521
EnergyhubCentral,2055-2060,3.7288052033272425e-07,61432.58712398181
