Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.007837419280759624,0.007837419280759624
EnergyhubEU,2025-2030,0.0008726984897869421,0.00871010112573586
EnergyhubEU,2030-2035,42094.35088125309,42094.35963469768
EnergyhubEU,2035-2040,8292.68725720346,50387.04689556949
EnergyhubEU,2040-2045,16196.35224351325,66583.39913451318
EnergyhubEU,2045-2050,6.452595142711988e-06,66583.39914055394
EnergyhubEU,2050-2055,3.4510757671563007e-07,66583.39914577431
EnergyhubEU,2055-2060,3.441148530552009e-07,66583.39914276713
EnergyhubNorth,2020-2025,0.00718727910102506,0.00718727910102506
EnergyhubNorth,2025-2030,0.0005602359806147316,0.007747498436814489
EnergyhubNorth,2030-2035,0.03176028684620915,0.03950776863822495
EnergyhubNorth,2035-2040,1813.2953145695599,1813.334822317383
EnergyhubNorth,2040-2045,59114.51736535641,60927.85236045132
EnergyhubNorth,2045-2050,6.412516353208756e-05,60927.85241071164
EnergyhubNorth,2050-2055,3.896010013929002e-07,60927.8523885156
EnergyhubNorth,2055-2060,3.8689636659311206e-07,60927.852483224124
EnergyhubCentral,2020-2025,0.008340358668484186,0.008340358668484186
EnergyhubCentral,2025-2030,0.0009773537965251662,0.009317695820199461
EnergyhubCentral,2030-2035,49088.17152081314,49088.18075741504
EnergyhubCentral,2035-2040,3200.1239435810753,52288.304719179076
EnergyhubCentral,2040-2045,11793.264870641815,64081.569570823034
EnergyhubCentral,2045-2050,9.864793350687271e-06,64081.56959244566
EnergyhubCentral,2050-2055,3.4448694222500743e-07,64081.569581713615
EnergyhubCentral,2055-2060,3.2449386537850324e-07,64081.56959548138
