Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.024835576440416077,0.024835576440416077
EnergyhubEU,2025-2030,1.2168115242011394e-06,0.024836765479633528
EnergyhubEU,2030-2035,11510.351689128496,11510.376525775564
EnergyhubEU,2035-2040,595.2346520077133,12105.611177848275
EnergyhubEU,2040-2045,15079.169935328395,27184.78111297458
EnergyhubEU,2045-2050,0.0009035834317684297,27184.782015434695
EnergyhubEU,2050-2055,3.913714436918493e-06,27184.782024913355
EnergyhubEU,2055-2060,2.0140183739631003e-06,27184.782021827636
EnergyhubNorth,2020-2025,0.017267015313633772,0.017267015313633772
EnergyhubNorth,2025-2030,1.3111457957206125e-06,0.017268298687119894
EnergyhubNorth,2030-2035,0.04105110831407336,0.05831937922889874
EnergyhubNorth,2035-2040,1.377296207195158e-05,0.05833312441865991
EnergyhubNorth,2040-2045,431.9135238448008,431.97185694171355
EnergyhubNorth,2045-2050,0.047978326951320135,432.01982349161415
EnergyhubNorth,2050-2055,3.0351751814293625e-06,432.01984575089494
EnergyhubNorth,2055-2060,2.0509875991659676e-06,432.01984027128236
EnergyhubCentral,2020-2025,0.02253847526631633,0.02253847526631633
EnergyhubCentral,2025-2030,1.2235729015137552e-06,0.022539671066914076
EnergyhubCentral,2030-2035,0.1784134125341901,0.2009530558287672
EnergyhubCentral,2035-2040,0.049156968768354806,0.2501099968248463
EnergyhubCentral,2040-2045,15151.76518249144,15152.015292439519
EnergyhubCentral,2045-2050,1157.3391951424219,16309.35448910686
EnergyhubCentral,2050-2055,3.353419591761912e-06,16309.354490953532
EnergyhubCentral,2055-2060,1.9805827451745215e-06,16309.354492689297
