Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.058022061190299984,0.058022061190299984
EnergyhubEU,2025-2030,1.8959904715135133e-06,0.05802385237070327
EnergyhubEU,2030-2035,17718.635742958166,17718.693760869526
EnergyhubEU,2035-2040,0.003969934283867923,17718.69773144233
EnergyhubEU,2040-2045,19544.284275874732,37262.982009878644
EnergyhubEU,2045-2050,4.773924129016035e-05,37262.98204411625
EnergyhubEU,2050-2055,6.247649989103088e-06,37262.98206455669
EnergyhubEU,2055-2060,3.0789651641667502e-06,37262.982063355346
EnergyhubNorth,2020-2025,0.054341217425149,0.054341217425149
EnergyhubNorth,2025-2030,2.0950448711808937e-06,0.0543432076599685
EnergyhubNorth,2030-2035,0.26200708076635154,0.3163501836165507
EnergyhubNorth,2035-2040,0.051596905881016834,0.36794698468686043
EnergyhubNorth,2040-2045,20426.26428328201,20426.632231062194
EnergyhubNorth,2045-2050,13760.028663501653,34186.66089516804
EnergyhubNorth,2050-2055,1.471966677383957e-05,34186.660909721875
EnergyhubNorth,2055-2060,4.3340276164098095e-06,34186.66091366674
EnergyhubCentral,2020-2025,0.06054953912362373,0.06054953912362373
EnergyhubCentral,2025-2030,1.951418354952437e-06,0.06055138573181415
EnergyhubCentral,2030-2035,10107.015377316435,10107.075928023667
EnergyhubCentral,2035-2040,2474.0607799456784,12581.136706600473
EnergyhubCentral,2040-2045,15642.085354161205,28223.22205983101
EnergyhubCentral,2045-2050,4797.284370409654,33020.506432795206
EnergyhubCentral,2050-2055,6.443596423286769e-06,33020.506433718896
EnergyhubCentral,2055-2060,3.3230533817145665e-06,33020.50643924584
