Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.0,0.0
EnergyhubEU,2025-2030,0.0,0.0
EnergyhubEU,2030-2035,0.0,0.0
EnergyhubEU,2035-2040,0.0,0.0
EnergyhubEU,2040-2045,0.0,0.0
EnergyhubEU,2045-2050,0.0,0.0
EnergyhubEU,2050-2055,0.0,0.0
EnergyhubEU,2055-2060,0.0,0.0
EnergyhubNorth,2020-2025,0.0,0.0
EnergyhubNorth,2025-2030,0.0,0.0
EnergyhubNorth,2030-2035,0.0,0.0
EnergyhubNorth,2035-2040,0.0,0.0
EnergyhubNorth,2040-2045,0.0,0.0
EnergyhubNorth,2045-2050,0.0,0.0
EnergyhubNorth,2050-2055,0.0,0.0
EnergyhubNorth,2055-2060,0.0,0.0
EnergyhubCentral,2020-2025,0.0,0.0
EnergyhubCentral,2025-2030,0.0,0.0
EnergyhubCentral,2030-2035,0.0,0.0
EnergyhubCentral,2035-2040,0.0,0.0
EnergyhubCentral,2040-2045,0.0,0.0
EnergyhubCentral,2045-2050,0.0,0.0
EnergyhubCentral,2050-2055,0.0,0.0
EnergyhubCentral,2055-2060,0.0,0.0
