Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.010307090712064646,0.010307090712064646
EnergyhubEU,2025-2030,0.0016962422748707825,0.012003309824810812
EnergyhubEU,2030-2035,24179.80545718501,24179.817516715957
EnergyhubEU,2035-2040,19068.880010309505,43248.69751563217
EnergyhubEU,2040-2045,17915.34687362211,61164.04439322458
EnergyhubEU,2045-2050,9.999874524279182e-06,61164.04437086219
EnergyhubEU,2050-2055,4.804535986866644e-07,61164.044379652005
EnergyhubEU,2055-2060,4.4230487941557506e-07,61164.04439894526
EnergyhubNorth,2020-2025,0.009385680443305372,0.009385680443305372
EnergyhubNorth,2025-2030,0.0010087174963363036,0.010394374777533407
EnergyhubNorth,2030-2035,0.024924395841710734,0.03531874745711904
EnergyhubNorth,2035-2040,255.71435542239803,255.74967414986494
EnergyhubNorth,2040-2045,52646.00477872223,52901.75604100462
EnergyhubNorth,2045-2050,8026.086139217107,60927.8418761216
EnergyhubNorth,2050-2055,5.426113692353539e-07,60927.841784474374
EnergyhubNorth,2055-2060,5.972344771821387e-07,60927.841880145956
EnergyhubCentral,2020-2025,0.0109957725946693,0.0109957725946693
EnergyhubCentral,2025-2030,0.001805299214946668,0.012801048647510414
EnergyhubCentral,2030-2035,39577.54711630441,39577.5597912747
EnergyhubCentral,2035-2040,9452.468952024372,49030.02874744384
EnergyhubCentral,2040-2045,11899.173884896834,60929.20261896065
EnergyhubCentral,2045-2050,1.785946294934983e-05,60929.20266264333
EnergyhubCentral,2050-2055,4.937594210879123e-07,60929.202652065636
EnergyhubCentral,2055-2060,4.068702565050417e-07,60929.20265705254
