Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.09458205959758621,0.09458205959758621
EnergyhubEU,2025-2030,2.7491339090037853e-05,0.09460910576834723
EnergyhubEU,2030-2035,24387.132934184334,24387.227542778215
EnergyhubEU,2035-2040,21332.714120541466,45719.94166287153
EnergyhubEU,2040-2045,20454.54179311373,66174.48345621322
EnergyhubEU,2045-2050,2.2548757811963763e-05,66174.48346952608
EnergyhubEU,2050-2055,4.5773793338424885e-06,66174.4834817009
EnergyhubEU,2055-2060,4.479386296217826e-06,66174.48348649369
EnergyhubNorth,2020-2025,0.09006924184635172,0.09006924184635172
EnergyhubNorth,2025-2030,6.989044077941338e-06,0.09007578572181203
EnergyhubNorth,2030-2035,0.2818294455542919,0.3719047861076788
EnergyhubNorth,2035-2040,370.70055746622126,371.0724618071886
EnergyhubNorth,2040-2045,59559.0539526242,59930.12640950873
EnergyhubNorth,2045-2050,997.8530886083798,60927.97948466254
EnergyhubNorth,2050-2055,5.8256644599146074e-06,60927.97950353571
EnergyhubNorth,2055-2060,5.555292593242987e-06,60927.97951070318
EnergyhubCentral,2020-2025,0.09941637943934245,0.09941637943934245
EnergyhubCentral,2025-2030,6.564085766169915e-06,0.09942249835703951
EnergyhubCentral,2030-2035,39174.75273171133,39174.85214443518
EnergyhubCentral,2035-2040,5501.750554222131,44676.60269630845
EnergyhubCentral,2040-2045,17555.41780874867,62232.02049207483
EnergyhubCentral,2045-2050,3.3943654238009474e-05,62232.02055660767
EnergyhubCentral,2050-2055,4.622986665388844e-06,62232.0205225193
EnergyhubCentral,2055-2060,4.184718170216707e-06,62232.02053872553
