Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.010625706091888277,0.010625706091888277
EnergyhubEU,2025-2030,3.5420929000143764e-07,0.0106260483691086
EnergyhubEU,2030-2035,21822.77281446025,21822.783453509444
EnergyhubEU,2035-2040,2039.9173850062357,23862.700838424178
EnergyhubEU,2040-2045,9861.342512522288,33724.04335430566
EnergyhubEU,2045-2050,7.4664349205770436e-06,33724.04335042453
EnergyhubEU,2050-2055,7.162831350992699e-07,33724.043359670126
EnergyhubEU,2055-2060,5.811798624002912e-07,33724.04335866053
EnergyhubNorth,2020-2025,0.014581082817329241,0.014581082817329241
EnergyhubNorth,2025-2030,2.701527780082261e-07,0.014581341038038627
EnergyhubNorth,2030-2035,0.04289957953497741,0.05748090864095253
EnergyhubNorth,2035-2040,3759.4977265621797,3759.55520719763
EnergyhubNorth,2040-2045,16276.641714793155,20036.196918198453
EnergyhubNorth,2045-2050,28448.495296876983,48484.692203705185
EnergyhubNorth,2050-2055,8.0199854247139e-07,48484.692207315435
EnergyhubNorth,2055-2060,5.539559711363871e-07,48484.69220579273
EnergyhubCentral,2020-2025,0.011633317809376879,0.011633317809376879
EnergyhubCentral,2025-2030,3.457877466684291e-07,0.011633651665058028
EnergyhubCentral,2030-2035,11887.767748774679,11887.779369937472
EnergyhubCentral,2035-2040,5386.670285672309,17274.44965320612
EnergyhubCentral,2040-2045,33646.12384749426,50920.573423488335
EnergyhubCentral,2045-2050,876.9786891472179,51797.55211271551
EnergyhubCentral,2050-2055,8.415463200717178e-07,51797.552114654434
EnergyhubCentral,2055-2060,5.859551813634474e-07,51797.55211396012
