Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.1719688268637834,0.1719688268637834
EnergyhubEU,2025-2030,2.399063938373963e-05,0.17199264907319445
EnergyhubEU,2030-2035,26059.010182540034,26059.18217500977
EnergyhubEU,2035-2040,6172.681421608718,32231.863596597654
EnergyhubEU,2040-2045,11839.202920035352,44071.06651639317
EnergyhubEU,2045-2050,8.5723398659568e-06,44071.06652488319
EnergyhubEU,2050-2055,1.186855521732443e-05,44071.06653400751
EnergyhubEU,2055-2060,5.402296540490919e-06,44071.066541428314
EnergyhubNorth,2020-2025,567.1477076833925,567.1477076833925
EnergyhubNorth,2025-2030,4.965518430859712e-06,567.147712480481
EnergyhubNorth,2030-2035,17.582679321598036,584.7303916336496
EnergyhubNorth,2035-2040,0.02478357411936912,584.7551750393391
EnergyhubNorth,2040-2045,18754.98547519321,19339.74065024493
EnergyhubNorth,2045-2050,3.4549370865271873e-05,19339.74068355052
EnergyhubNorth,2050-2055,5.174321955464824e-05,19339.74074432942
EnergyhubNorth,2055-2060,7.362443630329849e-06,19339.740743453884
EnergyhubCentral,2020-2025,0.2153133543484767,0.2153133543484767
EnergyhubCentral,2025-2030,1.2171408224989115e-05,0.2153253573269387
EnergyhubCentral,2030-2035,19063.74938075129,19063.96470594597
EnergyhubCentral,2035-2040,11892.394918892742,30956.359624801167
EnergyhubCentral,2040-2045,0.20313762759730492,30956.56276244613
EnergyhubCentral,2045-2050,9.768004244881499e-06,30956.562771744822
EnergyhubCentral,2050-2055,1.1405094243861621e-05,30956.5627807035
EnergyhubCentral,2055-2060,5.45976801996468e-06,30956.562788397256
