Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.010702093994449765,0.010702093994449765
EnergyhubEU,2025-2030,1.8611652620093504e-05,0.010720642945056487
EnergyhubEU,2030-2035,5972.0620725057715,5972.072792920207
EnergyhubEU,2035-2040,184.6773050784813,6156.750098118562
EnergyhubEU,2040-2045,8868.464662450453,15025.214760294892
EnergyhubEU,2045-2050,1544.4682543129452,16569.68301548545
EnergyhubEU,2050-2055,4.483301860685615e-07,16569.683013907023
EnergyhubEU,2055-2060,4.5629762830295886e-07,16569.683015368588
EnergyhubNorth,2020-2025,0.020969951161989242,0.020969951161989242
EnergyhubNorth,2025-2030,3.4108719046492435e-06,0.020973299331854895
EnergyhubNorth,2030-2035,3770.939768981727,3770.9607421845512
EnergyhubNorth,2035-2040,301.23134568031986,4072.1920877306134
EnergyhubNorth,2040-2045,9838.073153015092,13910.265240568126
EnergyhubNorth,2045-2050,4828.320403643809,18738.58564390266
EnergyhubNorth,2050-2055,7.393073305262138e-07,18738.58564316686
EnergyhubNorth,2055-2060,6.519774731233422e-07,18738.585645572868
EnergyhubCentral,2020-2025,0.011380770955759957,0.011380770955759957
EnergyhubCentral,2025-2030,1.0655515745871241e-05,0.011391363769531182
EnergyhubCentral,2030-2035,124.99358750309491,125.00497399550974
EnergyhubCentral,2035-2040,2.6787025601373282e-05,125.00500552850333
EnergyhubCentral,2040-2045,5066.162268922416,5191.167274483775
EnergyhubCentral,2045-2050,63.62770982492965,5254.79498231991
EnergyhubCentral,2050-2055,5.152173593389817e-07,5254.79498484225
EnergyhubCentral,2055-2060,4.831111346866718e-07,5254.794985204817
