Node,Period,New capacity [MW],Total capacity [MW],New capacity [kg/h],Total capacity [kg/h],Expected annual power usage [MWh],Expected annual hydrogen production [kg],Expected marginal price of hydrogen [EUR/kg]
Austria,2020-2025,7.905350642545813e-05,7.905350642545813e-05,0.0014373364804628752,0.0014373364804628752,0.24202637390282908,4.400479525505983,0.0
Austria,2025-2030,6.41159186646221e-05,0.00014316393496246254,0.0012212555936118494,0.002726932094523096,0.6475387659706819,12.334071732774895,0.0
Austria,2030-2035,0.0001157949888754411,0.0002589534337112584,0.0022056188357226876,0.004932446356404922,1.0797403238828878,20.566482359674055,3.6630981256894968
Austria,2035-2040,9.308551008421786e-06,0.00026825649459150477,0.0001959694949141429,0.0056475051492948375,0.8027909401571511,16.900861898045285,2.2759917998674264
Austria,2040-2045,0.0008314001972053564,0.0010205990677258007,0.017503162046428555,0.02148629616264844,2.4917598557186604,52.458102225656006,1.2679635564483072
Austria,2045-2050,0.00011144927191945761,0.0010679324209673666,0.0023463004614622655,0.022482787809839297,3.632407469434592,76.47173619862298,1.5372717738180577
Austria,2050-2055,1.0217656295647748e-05,0.0009623550885234773,0.0002151085535925842,0.02026010712681005,3.325533997951854,70.01124206214429,1.069692438254185
Austria,2055-2060,6.827448387304652e-07,0.0009537292822872054,1.437357555222032e-05,0.02007851120604643,3.1565027739026155,66.45268997689716,1.414155160088793
BosniaH,2020-2025,7.71758083390794e-05,7.71758083390794e-05,0.0014031965152559891,0.0014031965152559891,0.22598208760196928,4.108765229126714,0.0
BosniaH,2025-2030,7.209214816149109e-05,0.00014926246637311016,0.0013731837745045922,0.0028430945975830508,0.6734099422690314,12.826856043219646,0.0
BosniaH,2030-2035,0.0001487613529834626,0.0002980183292299888,0.002833549580637383,0.0056765396043807394,1.2387484489569442,23.595208551560845,0.0
BosniaH,2035-2040,8.69628281691121e-07,0.0002988824673847922,1.830796382507623e-05,0.006292262471258784,1.0386878607081527,21.86711285701374,0.0
BosniaH,2040-2045,0.001333840325017955,0.0015555428664458743,0.028080848947746425,0.03274827087254473,4.931383863205787,103.81860764643763,0.0
BosniaH,2045-2050,0.0003599655379124505,0.0018434162562265238,0.007578221850788432,0.03880876328897945,7.15278040197976,150.58485056799495,0.0
BosniaH,2050-2055,3.985043358520548e-06,0.001698639946565689,8.389564965306418e-05,0.0357608409803303,6.935059656966403,146.00125593613478,0.0
BosniaH,2055-2060,3.296307064090647e-06,0.0017010666252195732,6.939593819138204e-05,0.035811928951991014,6.732053802107439,141.72744846541977,0.0
Belgium,2020-2025,7.711987486313683e-05,7.711987486313683e-05,0.0014021795429661242,0.0014021795429661242,0.22368985594651472,4.067088289936631,0.0
