Period,Discounted electrolyzer cost [EUR],Discounted pipeline cost [EUR],Discounted storage cost [EUR],Total discounted cost [EUR],Hydrogen sold [kg],Non-discounted price for NPV = 0 [EUR]
2020-2025,6544.903370422001,30603.522500560215,0,37148.42587098222,0
2025-2030,142784040.69945222,12208166.762674484,0,154992207.4621267,13.174392201224814
2030-2035,84447034714.28616,374558812.4592679,0,84821593526.74544,14.533623157857187
2035-2040,93318485552.31833,1263150338.413516,0,94581635890.73184,18.220014625591087
2040-2045,241133209495.2975,1353235558.6043174,0,242486445053.9018,21.49082147064678
2045-2050,259022442710.37595,2412095951.2314906,0,261434538661.60742,27.31906973138138
2050-2055,313644624747.986,3166568091.654437,0,316811192839.64044,30.73665939829575
2055-2060,318532029141.1398,3342268214.7860737,0,321874297355.92584,39.85556238082459
