Between node,And node,Period,Pipeline capacity built [kg],Pipeline total capacity [kg],Discounted cost of (newly) built pipeline [EUR],Expected hydrogen transmission [tons]
Poland,Germany,2050-2055,418353.17647283315,1915377.7658804758,0.0,12341008.560238866
Poland,Germany,2055-2060,7522.140766305849,1922899.9066467816,0.0,12460870.185406107
Sweden,Germany,2020-2025,0.0002577516491959475,0.0002577516491959475,0.0,0.0006854778774851694
Sweden,Germany,2025-2030,0.003193183896913976,0.0034509355461099234,0.0,0.0065893543561164085
Sweden,Germany,2030-2035,72106.5217884523,72106.52523938785,0.0,0.0
Sweden,Germany,2035-2040,12241.162771854855,84347.6880112427,0.0,0.0
Sweden,Germany,2040-2045,153699.33729600708,238047.02530724977,0.0,0.0
Sweden,Germany,2045-2050,40429.731961798214,278476.757269048,0.0,0.0
Sweden,Germany,2050-2055,61168.18474070798,339644.942009756,0.0,0.0
Sweden,Germany,2055-2060,3874.405549209332,343519.3475589653,0.0,0.0
GreatBrit.,Denmark,2020-2025,0.0020631850424793763,0.0020631850424793763,0.0,0.0005836380637218792
GreatBrit.,Denmark,2025-2030,685.5373313256944,685.5393945107369,0.0,0.0
GreatBrit.,Denmark,2030-2035,131607.58064645666,132293.1200409674,0.0,32406.03599594413
GreatBrit.,Denmark,2035-2040,16609.85526794364,148902.97530891103,0.0,55854.79565010513
GreatBrit.,Denmark,2040-2045,246595.92650936436,395498.9018182754,0.0,152266.1354855371
GreatBrit.,Denmark,2045-2050,32685.455363497545,428184.35718177294,0.0,95490.52436001504
GreatBrit.,Denmark,2050-2055,307588.51667414,735772.8738559129,0.0,22021.78496388455
GreatBrit.,Denmark,2055-2060,1.1641532182693481e-10,735772.8738559129,0.0,9643.587925173937
Netherlands,Denmark,2020-2025,0.002554990984170648,0.002554990984170648,0.0,0.0002954893949297629
Netherlands,Denmark,2025-2030,0.007954622777900176,0.010509613762070824,0.0,0.0011069951011410228
Netherlands,Denmark,2030-2035,113598.27836689292,113598.28887650667,0.0,0.0
Netherlands,Denmark,2035-2040,52285.00958137814,165883.2984578848,0.0,0.0
Netherlands,Denmark,2040-2045,265390.49164774106,431273.79010562587,0.0,0.0
Netherlands,Denmark,2045-2050,13162.823427414522,444436.6135330404,0.0,0.0
Netherlands,Denmark,2050-2055,226451.18976068555,670887.8032937259,0.0,0.0
Netherlands,Denmark,2055-2060,0.0,670887.8032937259,0.0,0.0
NO2,Denmark,2020-2025,0.002416188849828395,0.002416188849828395,0.0,0.0016992983936899046
NO2,Denmark,2025-2030,0.009053324431793214,0.011469513281621609,0.0,0.005762181572128607
NO2,Denmark,2030-2035,109304.56742976383,109304.57889927711,0.0,0.0012408765851043965
NO2,Denmark,2035-2040,3521.9610215325374,112826.53992080965,0.0,0.016088983671681687
