Node,Period,New capacity [MW],Total capacity [MW],New capacity [kg/h],Total capacity [kg/h],Expected annual power usage [MWh],Expected annual hydrogen production [kg],Expected marginal price of hydrogen [EUR/kg]
Hungary,2020-2025,5.842723413510011e-06,5.842723413510011e-06,0.00010623133479109112,0.00010623133479109112,0.019291942393530995,0.3507625889732908,0.0
Hungary,2025-2030,7.871076972828667e-06,1.3713282063008294e-05,0.000149925275672927,0.0002612053726287294,0.07005124944162101,1.3343095131737337,0.0
Hungary,2030-2035,10583.281884054913,10583.281896028313,201586.32160104596,201586.32182911073,88310536.95781615,1682105465.863165,2.8716758460006284
Hungary,2035-2040,1.1172668859062476e-07,10583.28189676599,2.3521408124342057e-06,222805.9346687577,88324069.06437701,1859454085.5658317,2.1708866419507693
Hungary,2040-2045,28845.472220139527,39428.75410872288,607273.0993713585,830079.0338678502,341006946.1923105,7179093604.048642,1.4505785665902184
Hungary,2045-2050,4209.72168230203,43638.47578189548,88625.71962741116,918704.7533030629,381709069.7531793,8035980415.856406,1.260191467447385
Hungary,2050-2055,26694.96739104958,59750.16129169212,561999.3134957807,1257898.1324566763,521411770.04097795,10977089895.599535,1.0508288225320264
Hungary,2055-2060,9.46553990709882e-07,59750.16129251038,1.9927452435997518e-05,1257898.1324739028,522543730.2146734,11000920636.098387,1.0611616818535188
Ireland,2020-2025,5.998481570050161e-06,5.998481570050161e-06,0.0001090633012736393,0.0001090633012736393,0.02015034001456887,0.36636981844670674,0.0
Ireland,2025-2030,8.802404857292784e-06,1.4800368103858898e-05,0.00016766485442462446,0.00028191177340683617,0.07633319468505959,1.4539656130487542,0.0
Ireland,2030-2035,13172.334732176438,13172.334746111872,250901.61394621787,250901.6142116547,111845389.2505358,2130388366.6768725,2.8716758421581097
Ireland,2035-2040,1871.208788171291,15043.543534106278,39393.86922465876,316706.17966539535,127718377.32508592,2688807943.6860194,2.1708866394176782
Ireland,2040-2045,31814.681156990177,46858.224683581386,669782.7611997932,986488.9407069766,402018957.10779476,8463556991.743048,1.4505785658100727
Ireland,2045-2050,2559.7252973606714,49417.94997200721,53888.953628645715,1040377.8941475203,430109857.56490505,9054944369.787474,1.2601914671417596
Ireland,2050-2055,29898.38318200593,66143.99843072637,629439.645936967,1392505.2301205553,574620365.6120863,12097270854.991291,1.0508288223648083
Ireland,2055-2060,9.905159987469316e-08,64272.7896368328,2.0852968394672245e-06,1353111.3607754274,561722137.2891337,11825729206.087025,1.0611616816787077
Italy,2020-2025,5.497496821978733e-06,5.497496821978733e-06,9.99544876723406e-05,9.99544876723406e-05,0.016331811228469963,0.2969420223358175,0.0
Italy,2025-2030,3.835034912531084e-06,9.33201341125175e-06,7.304828404821112e-05,0.00017775263640479525,0.03746495300599147,0.7136181524950758,3.0227460802888673
Italy,2030-2035,1.9182269381033027e-05,2.8513764469343707e-05,0.00036537655963872435,0.0005431193232255944,0.1383744593732473,2.6357039880618536,2.87167584823466
Italy,2035-2040,9.689986346633702e-06,3.820323249422269e-05,0.00020399971256070953,0.000804278578825741,0.20037441594936367,4.218408756828709,2.1708866437030134
Italy,2040-2045,5.1720581430611346e-05,8.442592825088931e-05,0.0010888543459076075,0.0017773879631766173,0.38895460241375635,8.188517945552766,1.450578567060817
Italy,2045-2050,1.6778443899636786e-07,8.0758677879296e-05,3.5323039788709026e-06,0.0017001826921957054,0.33851489026668863,7.126629268772392,1.26019146787668
Italy,2050-2055,3.7561720462196204e-05,9.91381291436432e-05,0.0007907730623620254,0.0020871185082872255,0.5658732153225623,11.913120322580259,1.0508288227708824
Italy,2055-2060,1.7861948711536057e-06,9.123433758445652e-05,3.760410255060223e-05,0.0019207228965148744,0.5869668848632694,12.35719757606883,1.0611616821141079
Lithuania,2020-2025,5.520363943231835e-06,5.520363943231835e-06,0.00010037025351330611,0.00010037025351330611,0.016222251824207275,0.294950033167405,0.0
Lithuania,2025-2030,3.9660607770662925e-06,9.48590639624788e-06,7.554401480126272e-05,0.0001806839313571025,0.03916857441197708,0.7460680840376588,0.0
Lithuania,2030-2035,1.8761289268128526e-05,2.824667734168976e-05,0.0003573578908214957,0.0005380319493655193,0.14330514618536622,2.7296218321022137,2.9036316187771947
Lithuania,2035-2040,2.6229545068255683e-05,5.447570408790891e-05,0.0005522009488053829,0.0011468569281665034,0.2769013034515532,5.829501125295858,2.1955980284476
Lithuania,2040-2045,3.5372215895889524e-05,8.4327167261166e-05,0.000744678229387148,0.0017753087844456,0.41831219682718274,8.806572564782794,1.4701060555320677
Lithuania,2045-2050,0.00013079075578255867,0.00021115186249977548,0.002753489595422288,0.004445302368416326,1.0264605906778244,21.609696645848935,1.2754269369931135
Lithuania,2050-2055,8.127228181185239e-07,0.0001932032959601498,1.7109954065653135e-05,0.004067437809687365,1.2715503154364838,26.769480324978606,1.062596653876767
Lithuania,2055-2060,6.674603957263377e-08,0.00016704049716949326,1.4051797804765005e-06,0.0035166420456735426,1.1469098782029645,24.14547112006241,1.0759052978947752
Luxemb.,2020-2025,5.741105468345549e-06,5.741105468345549e-06,0.00010438373578810089,0.00010438373578810089,0.01868822490802448,0.33978590741862685,0.0
Luxemb.,2025-2030,5.635325526740361e-06,1.13759126712828e-05,0.00010733953384267354,0.00021668405088157714,0.05356806249153356,1.020344047457782,0.0
Luxemb.,2030-2035,3.218191412997707e-05,4.3557308475498295e-05,0.0006129888405709919,0.0008296630185809199,0.24418540807257322,4.651150629953776,2.8716758170360333
Luxemb.,2035-2040,3.039600579229563e-06,4.6596390737225086e-05,6.399159114167502e-05,0.0009809766470994755,0.24816239512703922,5.224471476358721,2.170886619343607
Luxemb.,2040-2045,4.689778143498073e-05,8.775280753455092e-05,0.000987321714420647,0.0018474275270431773,0.4255198557977223,8.958312753636259,1.4505785584091226
Luxemb.,2045-2050,1.6199109273821621e-07,8.227947325976229e-05,3.4103387944887627e-06,0.0017321994370476273,0.3573603305414574,7.5233753798201555,1.2601914621677894
Luxemb.,2050-2055,3.9327329516445486e-05,8.942488916012192e-05,0.0008279437792935892,0.0018826292454762511,0.5189710477635328,10.925706268705953,1.050828819144112
Luxemb.,2055-2060,1.4224312716346436e-07,8.652753164184443e-05,2.994592150809776e-06,0.0018216322450914618,0.5422024853573383,11.414789165417648,1.0611616784345854
Latvia,2020-2025,5.554174116813303e-06,5.554174116813303e-06,0.00010098498394206007,0.00010098498394206007,0.016496737485818626,0.29994068156033865,0.0
Latvia,2025-2030,4.161151422659074e-06,9.714807216286846e-06,7.926002709826807e-05,0.0001850439469768923,0.040819461244994915,0.7775135475237127,0.0
Latvia,2030-2035,2.1386250462609628e-05,3.110053935596337e-05,0.0004073571516687548,0.0005923912258278737,0.1599382494521066,3.0464428467067926,2.9007166814036074
Latvia,2035-2040,1.0187782282410758e-05,4.128780331396626e-05,0.00021447962699812123,0.0008692169118729741,0.21038530976586214,4.429164416123413,2.1934273593173015
Latvia,2040-2045,3.6219995884087185e-05,7.195323672724461e-05,0.0007625262291386777,0.0015148049837314657,0.3390856325943137,7.138644896722393,1.4683875484352154
Latvia,2045-2050,1.5196868941275926e-05,8.298895388773829e-05,0.00031993408297423004,0.0017471358713208062,0.36875966113326814,7.7633612870161715,1.2742631680132406
Latvia,2050-2055,7.998701496587877e-05,0.0001415897185814033,0.0016839371571763953,0.0029808361806611225,0.9032537858642303,19.01586917608906,1.061611616782577
Latvia,2055-2060,1.2631047163742674e-07,0.00013152824661428434,2.6591678239458264e-06,0.00276901571819546,0.8955446520018105,18.853571621090747,1.0745381832769776
Macedonia,2020-2025,5.5424897668145994e-06,5.5424897668145994e-06,0.00010077254121481091,0.00010077254121481091,0.01688977586389649,0.3070868338890271,0.0
Macedonia,2025-2030,2.3996769040100443e-06,7.941648346752647e-06,4.5708131504953225e-05,0.00015126949231909805,0.024891620814286634,0.47412611074831684,0.0
Macedonia,2030-2035,2.662241227928429e-05,3.456354230287251e-05,0.0005070935672244626,0.0006583531867213812,0.16500943666980042,3.1430368889485796,0.0
Macedonia,2035-2040,2.467202551192457e-06,3.703022653367131e-05,5.194110634089383e-05,0.0007795837164983433,0.17545146378530488,3.69371502705905,0.0
Macedonia,2040-2045,4.1156998576150435e-05,7.26443466882836e-05,0.0008664631279189566,0.00152935466712176,0.2940115578040323,6.18971700640068,0.0
Macedonia,2045-2050,1.0659551818730275e-07,7.035126545789997e-05,2.2441161723642687e-06,0.0014810792727978942,0.3072667721688659,6.468774150923492,0.0
Macedonia,2050-2055,1.7061635295718065e-05,6.079048828485345e-05,0.0003591923220151172,0.001279799753365336,0.2749718987035747,5.788882077969993,0.0
