Node,Period,New capacity [MW],Total capacity [MW],New capacity [kg/h],Total capacity [kg/h],Expected annual power usage [MWh],Expected annual hydrogen production [kg],Expected marginal price of hydrogen [EUR/kg]
Austria,2020-2025,7.440659701593492e-05,7.440659701593492e-05,0.0013528472184715441,0.0013528472184715441,0.2178400499516355,3.960728180938827,0.0
Austria,2025-2030,5.6588937104842564e-05,0.00013098800315063767,0.0010778845162827155,0.0024950095838216697,0.5184922095515337,9.87604208669588,0.0
Austria,2030-2035,0.0001820791550337646,0.0003130596272131634,0.0034681743815955166,0.005963040518345969,1.1991542780111046,22.841033866878185,3.7199534781954124
Austria,2035-2040,8.556980014445692e-07,0.0003139077942448507,1.801469476725409e-05,0.006608585141996857,0.8546689555895304,17.993030643990114,2.7939484472048792
Austria,2040-2045,0.0007923905078329426,0.0010318860568180033,0.01668190542806195,0.021723916985642175,2.8538203351210103,60.08042810781074,1.494430589800853
Austria,2045-2050,8.426742244703538e-07,0.0009761397939626336,1.7740509988849555e-05,0.02055031145184492,2.973040352107587,62.59032320226499,1.5052833858992687
Austria,2050-2055,0.00045306625633940767,0.0012471268952642806,0.009538236975566479,0.026255303058195383,3.840620855274339,80.85517590051239,1.1233082033080617
Austria,2055-2060,1.120375113644314e-05,0.0012574749484399064,0.00023586844497775034,0.02647315680926119,4.142687915004743,87.21448242115248,1.473196735537321
BosniaH,2020-2025,7.311185507773846e-05,7.311185507773846e-05,0.0013293064559588813,0.0013293064559588813,0.21197131219915494,3.854023858166453,0.0
BosniaH,2025-2030,8.314247361409001e-05,0.00015624679772154756,0.001583666164077905,0.00297612948041043,0.6774066915561515,12.902984601069553,0.0
BosniaH,2030-2035,0.00017643457956295156,0.00033267384631427476,0.0033606586583419342,0.006336644691700472,1.2635524903090762,24.067666482077644,0.0
BosniaH,2035-2040,7.915096846092369e-05,0.0004118172838055151,0.0016663361781247095,0.008669837553800318,1.292768704523582,27.216183253128044,0.0
BosniaH,2040-2045,0.001129916364359366,0.0014686161448828647,0.02378771293388139,0.03091823462911294,5.18758188888066,109.21225029222443,0.0
BosniaH,2045-2050,5.700118489925799e-07,0.001386043683111315,1.2000249452475368e-05,0.02917986701286979,5.449001793003867,114.71582722113403,0.0
BosniaH,2050-2055,0.0003212958265635588,0.0015309049300987626,0.006764122664495975,0.032229577475763424,5.653161419641154,119.01392462402428,0.0
