Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.008085981322351648,0.008085981322351648
EnergyhubEU,2025-2030,2.6385470510835107e-07,0.008086231808233861
EnergyhubEU,2030-2035,14836.595853578707,14836.60394280707
EnergyhubEU,2035-2040,727.3398853272797,15563.94382861932
EnergyhubEU,2040-2045,20821.734490257666,36385.67831571619
EnergyhubEU,2045-2050,0.002519131518906864,36385.680841978974
EnergyhubEU,2050-2055,1.0817043654334427e-06,36385.68084860531
EnergyhubEU,2055-2060,4.5581771926248153e-07,36385.68084549035
EnergyhubNorth,2020-2025,0.007652972600276871,0.007652972600276871
EnergyhubNorth,2025-2030,3.1272235747893766e-07,0.007653271953814361
EnergyhubNorth,2030-2035,0.04174789028900476,0.04940114887401993
EnergyhubNorth,2035-2040,7.56389184247579e-05,0.04947677442357842
EnergyhubNorth,2040-2045,26974.06994515266,26974.119422336
EnergyhubNorth,2045-2050,11034.314810468182,38008.4342349436
EnergyhubNorth,2050-2055,1.7744150709906774e-06,38008.43423388858
EnergyhubNorth,2055-2060,6.229284515733842e-07,38008.43423372201
EnergyhubCentral,2020-2025,0.008424063138868785,0.008424063138868785
EnergyhubCentral,2025-2030,2.794316795388711e-07,0.00842432920172751
EnergyhubCentral,2030-2035,1418.0598792065305,1418.0683083822803
EnergyhubCentral,2035-2040,6.254989017181534e-06,1418.0683098223237
EnergyhubCentral,2040-2045,8747.896872287432,10165.96518502353
EnergyhubCentral,2045-2050,8715.206764002678,18881.171957754785
EnergyhubCentral,2050-2055,8.893817659165946e-07,18881.171949157833
EnergyhubCentral,2055-2060,4.760233494127281e-07,18881.171954470694
