Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.011245852483651161,0.011245852483651161
EnergyhubEU,2025-2030,0.0008479831171741752,0.012093797499303328
EnergyhubEU,2030-2035,36313.80072567127,36313.81292118321
EnergyhubEU,2035-2040,15219.879554738178,51533.69247490685
EnergyhubEU,2040-2045,17865.496982292185,69399.18948119189
EnergyhubEU,2045-2050,1.5802948201205482e-06,69399.18947834248
EnergyhubEU,2050-2055,4.5095778124642296e-07,69399.18947934367
EnergyhubEU,2055-2060,4.804279598947529e-07,69399.18948872491
EnergyhubNorth,2020-2025,0.01045454402818141,0.01045454402818141
EnergyhubNorth,2025-2030,0.00042414275395652413,0.01087864868055576
EnergyhubNorth,2030-2035,0.040120792728064236,0.050999403307156896
EnergyhubNorth,2035-2040,1975.5612345473621,1975.612243386698
EnergyhubNorth,2040-2045,58952.25031561744,60927.86325461162
EnergyhubNorth,2045-2050,1.0932408589328192e-05,60927.863192164616
EnergyhubNorth,2050-2055,5.258435512468595e-07,60927.86322444533
EnergyhubNorth,2055-2060,5.253511150663368e-07,60927.86315568282
EnergyhubCentral,2020-2025,0.011997354092757834,0.011997354092757834
EnergyhubCentral,2025-2030,0.0009299802876713387,0.012927296278916043
EnergyhubCentral,2030-2035,44438.485136490795,44438.49861222002
EnergyhubCentral,2035-2040,2786.451243640941,47224.94983959146
EnergyhubCentral,2040-2045,17669.62908330656,64894.57896615504
EnergyhubCentral,2045-2050,3.5544489099649413e-06,64894.57898874292
EnergyhubCentral,2050-2055,4.955066124941092e-07,64894.5789317999
EnergyhubCentral,2055-2060,4.6015718486874337e-07,64894.57894285132
