Period,genInstalledCap_MW
,Liginiteexisting,Lignite,LigniteCCSadv,Coalexisting,Coal,CoalCCSadv,Gasexisting,GasOCGT,GasCCGT,GasCCSadv,Oilexisting,Bioexisting,Bio10cofiring,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,Bio10cofiringCCS,LigniteCCSsup,CoalCCS,GasCCS,Waste
Initial,61315.0,0.0,0.0,71229.0,0.0,0.0,222718.99999999997,0.0,0.0,0.0,16049.0,34841.0,0.0,117634.0,243.0,937.0,98787.0,66582.0,0.0,190579.875,23904.559999999998,30.0,153954.0,0.0,0.0,0.0,0.0,10282.0
2020-2025,61315.0,29459.46867036539,0.0,71229.0,0.02936113089233719,0.0,222718.99999999997,0.016019844633677366,436.20119706455523,0.0,16049.0,34841.0,7345.065556996576,117634.00155289545,243.0001655956157,937.001731614945,98787.0001309643,86937.15380852952,0.00301336853080061,236593.5078791931,23904.5735023595,30.00545823111682,220803.7553015586,0.0,0.0,0.0,0.0,11271.849754428187
2025-2030,37732.307692307695,29459.468765489117,0.0,43833.23076923077,0.032662118127468186,0.0,152048.5480769231,21843.936508927367,165183.69714851133,0.0,8916.111111111117,24886.428571428572,7345.073866649607,84024.28911020358,243.00016463129464,1376.4075036416755,98888.84911433289,91438.02755518007,0.003620376086625461,551746.7604353136,23904.573509465343,30.006358137669167,340402.36067664705,0.0,0.0,0.0,0.0,11271.849783152331
2030-2035,25351.39423076923,29459.469117611996,0.0,29450.451923076922,0.03310461664612203,0.0,94227.26923076923,29369.790209421946,197027.0912814908,0.0,5349.666666666669,19909.14285714286,7345.0742492429235,67219.43338930303,243.00153452175982,1386.4077521885426,99308.61475331553,104731.5018435964,0.0078863765829347,968072.1911945452,163601.34423601863,3544.650506207377,550098.6506186903,0.0,0.0,0.0,0.0,11271.849781589815
2035-2040,17687.01923076923,29459.469145915493,0.0,20546.826923076926,0.03322573557132206,0.0,21415.288461538465,54025.5536033927,222697.234067758,0.0,3863.6481481481514,14931.857142857141,7345.0743584399215,200274.87027262928,243.001557972147,1661.398571994242,101319.0103946633,108295.8466292149,26462.69459808705,1113463.7412815262,222837.94224946064,30833.783154567038,713888.067342143,0.0,0.0,0.0,0.0,11271.849780025277
2040-2045,12263.0,29459.469167528165,0.0,14245.799999999997,0.033344181795383836,0.0,17817.519999999993,54025.55641826362,228741.86133263892,0.0,2407.35,9954.57142857143,7345.074472343253,199325.39845094792,2351.9995104516574,1661.39957380701,104468.31079795107,112402.78437247782,162238.49419415172,1418210.3605413334,232596.31222395683,40178.11965203901,1096168.5278717885,0.0,0.0,0.0,0.0,10282.001092469347
2045-2050,3065.7500000000023,29459.469203639652,0.0,3561.4500000000035,0.033612755403990655,0.0,0.0,54025.55664075035,229881.45289196935,0.0,802.4500000000007,4977.2857142857165,7345.074599320127,200202.15983301605,2351.9995160250282,1661.399593717354,104479.45480622382,114428.74543118173,163688.53502481,1539330.211072377,229615.88821007978,41483.59622439377,1695592.2487296662,0.0,0.0,0.0,0.0,10282.001071143917
2050-2055,0.0,29459.469262528088,0.0,0.0,0.03413515356560064,0.0,0.0,65602.87467939947,230825.76137266622,0.0,0.0,0.0,7345.074792069011,203155.8798334199,2351.999536586123,1661.3995353417674,104977.49368201183,114858.54139657856,351149.081296646,1690096.506541504,230291.3046028001,76113.67205064239,1846542.977005432,0.0,0.0,0.0,0.0,10282.001085869322
2055-2060,0.0,29459.469585253803,0.0,0.0,0.03530206835891028,0.0,0.0,46580.31883131187,72149.90864328852,0.0,0.0,0.0,7345.075627535494,203155.88085240542,2351.9995377370524,1661.3990897542524,105301.24873164673,114858.54136599407,351149.08163053636,1626338.3958433047,222701.45320332958,76113.64615167645,1849400.357498284,0.0,0.0,0.0,0.0,10556.202858729099
""
Period,genExpectedAnnualProduction_GWh
,Liginiteexisting,Lignite,LigniteCCSadv,Coalexisting,Coal,CoalCCSadv,Gasexisting,GasOCGT,GasCCGT,GasCCSadv,Oilexisting,Bioexisting,Bio10cofiring,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,Bio10cofiringCCS,LigniteCCSsup,CoalCCS,GasCCS,Waste
2020-2025,357875.03018512344,206238.4606797559,0.0,331687.9956468891,0.14294104362438903,0.0,188582.72865584886,0.01072289956459525,1357.7442632317834,0.0,104.64725473866427,868.2742751019115,49619.70297188211,721267.3486000026,702.4644159958025,6566.505972232629,245435.293957733,327955.20147258195,0.0037991810700425703,492983.1523183869,97660.64577765173,128.50182791994345,299701.554143576,0.0,0.0,0.0,0.0,93776.89960058384
2025-2030,235195.9946694823,202633.05812259633,0.0,205968.47351245856,0.1565348910421705,0.0,106832.27695656188,609.0716138742622,624035.942379911,0.0,47.96846697820669,1092.7554048292902,47979.972301534246,525072.7056516991,702.4643780687899,9535.384709961087,259835.93862678646,336266.92395587504,0.005760711947610735,1363249.4787428163,106409.1138498076,106.66810084250055,431026.02714026347,0.0,0.0,0.0,0.0,92841.99145466545
2030-2035,127721.46406690073,186125.56791141757,0.0,118662.56659771496,0.13055560333301403,0.0,72881.33793593843,7505.35107283225,534116.32453517,0.0,272.34202187810325,10422.090616209209,39998.49504700284,345514.93872908043,702.4642843135828,9162.829340009423,249472.85302904854,335993.47753493616,0.011049720292711259,2104697.2846412547,671889.5135010467,16263.871625707903,655281.1091087622,0.0,0.0,0.0,0.0,85288.24547768389
2035-2040,6723.854151857882,38856.485827426346,0.0,10362.06227383957,0.027884972020530613,0.0,13618.678416765215,11028.08332800326,667075.2082476773,0.0,74.36996927531945,23872.70269653912,13732.3536607442,1138843.6810219735,702.4641605886798,11211.239842743544,242524.80524761995,349042.1099099853,58220.8517336021,2181008.014461809,839057.9093589127,138076.11640989783,874586.9789989686,0.0,0.0,0.0,0.0,62837.73258113024
2040-2045,2.4468344160262716,88.81128917407784,0.0,471.1754881478409,0.005492111221444976,0.0,2656.954837332921,2091.7774162585624,150017.13749907093,0.0,15.695239111180713,21306.38845081966,298.68135986359204,915074.9211453133,6792.176371408507,9977.289979881341,240218.16571249306,342993.74765562464,489382.7607159822,2985082.027087205,808168.8094638876,160874.20041091944,1207802.0439467966,0.0,0.0,0.0,0.0,30335.647216501948
2045-2050,0.36365431630756595,59.460976228160604,0.0,81.25024726489183,0.004153681434551046,0.0,0.0,958.9023390702787,120196.31227523743,0.0,0.0013936085767557763,12348.35316696896,59.252384050870404,918632.1434284921,6798.937528842157,10099.214243598943,221182.10636394072,368413.6636729314,493059.28606558335,3029047.756855496,688651.4740470588,135209.47215781917,2035314.2960280394,0.0,0.0,0.0,0.0,33749.515370720466
2050-2055,0.0,7.422663299294557,0.0,0.0,0.004523296425304997,0.0,0.0,1325.8226403163417,75623.81631534631,0.0,0.0,0.0,1.2972383991981884,793487.9752573159,6782.110847626325,8522.002520843693,220779.34697343584,370357.47613368934,471138.26020400843,3272772.4200876453,625381.7020626807,214656.61899790823,1996049.365690125,0.0,0.0,0.0,0.0,16490.029990434003
2055-2060,0.0,239.79392494674173,0.0,0.0,0.008089685157534844,0.0,0.0,1097.5913589895254,23439.97916959223,0.0,0.0,0.0,667.9462767351691,948870.7836193027,6798.842307505822,9530.577091481719,242939.00100980638,351449.367421768,452203.2631337619,2896662.6625783914,682908.4112020083,262489.79910910875,2175112.5956160086,0.0,0.0,0.0,0.0,32600.268276307033
""
Period,storPWInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,58564.000097230324,0.024275798160812535
2025-2030,58564.00030232229,0.06651335069971026
2030-2035,68767.64023992381,29862.65695022953
2035-2040,71899.05424682809,86805.6624709438
2040-2045,71899.05528692597,222296.5301696338
2045-2050,71965.3430638163,540185.3835707881
2050-2055,71976.21999185042,504253.1123374949
2055-2060,72161.56307840401,635616.5957130478
""
Period,storENInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,2601010.7956762523,0.04855159632162507
2025-2030,2601010.795694787,0.13302670139942052
2030-2035,2604039.466103705,59725.31390045906
2035-2040,2612850.058343113,173611.3249418876
2040-2045,2616557.1600699946,444593.0603392676
2045-2050,2616557.1610318357,1080370.7671415762
2050-2055,2617051.5431095427,1008506.2246749898
2055-2060,2617487.3381330324,1271233.1914260956
""
Period,storExpectedAnnualDischarge_GWh
,HydroPumpStorage,Li-Ion_BESS
2020-2025,45517.00951091271,0.06818679725785605
2025-2030,49920.50920028452,0.11504932718727061
2030-2035,94942.57999518611,21431.296075732895
2035-2040,105064.26066200019,58161.280775651474
2040-2045,113046.20720342646,136521.4398299811
2045-2050,128808.27615122599,370471.67482671194
2050-2055,125109.11901796598,353351.1581701648
2055-2060,132145.44031724802,452538.7680710233
