Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.012067535771626954,0.012067535771626954
EnergyhubEU,2025-2030,8.621516962443144e-06,0.012076041012425933
EnergyhubEU,2030-2035,3153.514671078524,3153.526745224533
EnergyhubEU,2035-2040,4.253099053529795e-05,3153.5267888360695
EnergyhubEU,2040-2045,6294.880186345126,9448.406973247043
EnergyhubEU,2045-2050,898.0966755884592,10346.503644275936
EnergyhubEU,2050-2055,8.005464776191778e-07,10346.503653481615
EnergyhubEU,2055-2060,4.344768120624511e-07,10346.50364951415
EnergyhubNorth,2020-2025,0.011457896287995704,0.011457896287995704
EnergyhubNorth,2025-2030,2.4771483138248718e-05,0.011482551495183055
EnergyhubNorth,2030-2035,682.7245739951337,682.7360601051543
EnergyhubNorth,2035-2040,1.0217592792497996e-05,682.7360665326827
EnergyhubNorth,2040-2045,4003.264185148759,4686.000251429339
EnergyhubNorth,2045-2050,1859.470148703927,6545.470387278535
EnergyhubNorth,2050-2055,1.1143574500296147e-06,6545.470405086898
EnergyhubNorth,2055-2060,4.810665594378008e-07,6545.470402013676
EnergyhubCentral,2020-2025,0.012771595590141505,0.012771595590141505
EnergyhubCentral,2025-2030,8.395785051388997e-06,0.012779875098904197
EnergyhubCentral,2030-2035,0.33425810302840636,0.34703786185115904
EnergyhubCentral,2035-2040,1.3841839857308919e-05,0.34705158741454106
EnergyhubCentral,2040-2045,8190.393508519147,8190.740554195501
EnergyhubCentral,2045-2050,107.79992672465434,8298.540479849797
EnergyhubCentral,2050-2055,8.904339343391857e-07,8298.540486272756
EnergyhubCentral,2055-2060,4.491299896958954e-07,8298.540478141444
