Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.007012391219504714,0.007012391219504714
EnergyhubEU,2025-2030,5.585753595080683e-05,0.007068193508453769
EnergyhubEU,2030-2035,0.2511328513052945,0.2582009895667445
EnergyhubEU,2035-2040,6.407431327699702e-06,0.25820734175118176
EnergyhubEU,2040-2045,4687.7909700960945,4688.0491788701975
EnergyhubEU,2045-2050,9.972990814706443e-08,4688.0491771183115
EnergyhubEU,2050-2055,4.0324661057074276e-07,4688.049176856198
EnergyhubEU,2055-2060,3.103038428258957e-07,4688.049177933128
EnergyhubNorth,2020-2025,0.006480206214660395,0.006480206214660395
EnergyhubNorth,2025-2030,1.3460779490262756e-07,0.0064802855754233155
EnergyhubNorth,2030-2035,1230.8288538170145,1230.835333920845
EnergyhubNorth,2035-2040,264.30486054992014,1495.140194391356
EnergyhubNorth,2040-2045,26365.92556956589,27861.065730369588
EnergyhubNorth,2045-2050,9161.880035761422,37022.94575800195
EnergyhubNorth,2050-2055,5.456974055573982e-07,37022.94575310992
EnergyhubNorth,2055-2060,2.935565691429932e-07,37022.94576370367
EnergyhubCentral,2020-2025,0.007162825959088318,0.007162825959088318
EnergyhubCentral,2025-2030,7.716661265899941e-06,0.007170487373393049
EnergyhubCentral,2030-2035,2199.9605440143932,2199.9677169649776
EnergyhubCentral,2035-2040,4.2989157662748096e-05,2199.967757380145
EnergyhubCentral,2040-2045,13855.050102611698,16055.017860178325
EnergyhubCentral,2045-2050,2.084063596954176e-05,16055.017879317458
EnergyhubCentral,2050-2055,3.7984436257319555e-07,16055.017879437051
EnergyhubCentral,2055-2060,3.0557009270484843e-07,16055.01788254067
