BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
Switzerland,Austria,2020-2025,0.0,20000,1200.0,1200.0,0.0,1994.8572425346977,59.84571727604095
Switzerland,Austria,2025-2030,0.0,20000.0,1200.0,1200.0,0.0,3781.487592856873,113.44462778570654
Switzerland,Austria,2030-2035,4.04408592658001e-06,20000.0,1200.000004044086,2200.0,1.8646868159643042,5349.2197281623,160.47659184486935
Switzerland,Austria,2035-2040,999.9999592673786,20000.0,2199.9999633027546,2200.0,339173717.35464984,13099.845771015904,392.99537313047796
Switzerland,Austria,2040-2045,999.9999376092474,20000.0,3199.9999008248756,3200.0,243649277.22923553,19609.47914295321,588.2843742885957
Switzerland,Austria,2045-2050,3.2880156915050373e-07,20000.0,3199.9999012467892,3200.0,0.05550282120035098,15514.937235209723,465.4481170562924
Switzerland,Austria,2050-2055,8.141528395513004e-07,20000.0,3199.9999020246614,3200.0,0.08968681315136313,18536.82203999154,556.104661199746
Switzerland,Austria,2055-2060,6.735651992259967e-07,20000.0,3199.9999027202934,3200.0,0.04325015210581741,18441.666738213655,553.2500021464108
CzechR,Austria,2020-2025,0.0,20000,900.0,900.0,0.0,4227.252031371282,126.81756094113862
CzechR,Austria,2025-2030,0.0,20000.0,900.0,900.0,0.0,1989.284105010624,59.678523150318775
CzechR,Austria,2030-2035,999.9999331473282,20000.0,1899.9999331473282,1900.0,168954065.47348332,6669.67874822788,200.09036244683685
CzechR,Austria,2035-2040,3.849847603516957e-05,20000.0,1899.9999716421962,1900.0,4.784635930020222,10117.97365443943,303.53920963318274
CzechR,Austria,2040-2045,3.257854022603269e-07,20000.0,1899.9999719643743,1900.0,0.029085727108014225,11847.905466492157,355.4371639947638
CzechR,Austria,2045-2050,1.6080055787865178e-07,20000.0,1899.9999721215663,1900.0,0.009946078405457498,12677.02101223956,380.3106303671868
CzechR,Austria,2050-2055,1.0331423070367244e-07,20000.0,1899.9999722212726,1900.0,0.004170287024100046,11464.588804600968,343.93766413802945
CzechR,Austria,2055-2060,1.4466936963429533e-07,20000.0,1899.9999723623346,1900.0,0.0034038290283752554,9733.647840773847,292.0094352232167
Germany,Austria,2020-2025,0.0,20000.0,5000.0,5000.0,0.0,22908.112783114655,687.2433834934405
Germany,Austria,2025-2030,1999.999911064658,20000.0,6999.999911064658,7000.0,0.0,24222.64759392521,726.6794278177551
Germany,Austria,2030-2035,500.00006598465524,20000.0,7499.99997748376,9500.0,0.0,30800.977409972467,924.0293222991726
Germany,Austria,2035-2040,4.893798925188849e-07,20000.0,7499.999977518685,7500.0,0.0,31822.36149519113,954.6708448557342
Germany,Austria,2040-2045,700.0000095146017,20000.0,8199.99998704092,10200.0,0.0,52148.45213280418,1564.4535639841251
Germany,Austria,2045-2050,1.3194980979989266e-07,20000.0,8199.999987146437,8200.0,0.0,46973.26525218788,1409.197957565635
Germany,Austria,2050-2055,1.166735780738705e-07,20000.0,8199.999987317913,8200.0,0.0,47993.745755319345,1439.8123726595843
Germany,Austria,2055-2060,1.2698081781396226e-05,20000.0,8200.0,8200.0,0.0,47273.95676855321,1418.2187030566008
Hungary,Austria,2020-2025,0.0,20000,800.0,800.0,0.0,4028.3159835306433,120.84947950591926
Hungary,Austria,2025-2030,0.0,20000.0,800.0,800.0,0.0,4794.959637998326,143.84878913994953
Hungary,Austria,2030-2035,1999.9999744528545,20000.0,2799.9999744528545,2800.0,286750740.17536485,14785.884863556344,443.5765459066915
Hungary,Austria,2035-2040,1.7073488152336842e-06,20000.0,2799.999976156595,2800.0,0.18006673853906244,15767.945919517771,473.03837758553317
Hungary,Austria,2040-2045,7.886329972368476e-08,20000.0,2799.9999762318507,2800.0,0.005974879224202497,17188.200557253265,515.6460167175982
Hungary,Austria,2045-2050,6.978759171470503e-08,20000.0,2799.99997629803,2800.0,0.0036630970153224266,18838.47603855244,565.1542811565744
Hungary,Austria,2050-2055,6.90634415623703e-08,20000.0,2799.999976363486,2800.0,0.00236570124682044,16410.439536161208,492.3131860848363
Hungary,Austria,2055-2060,1.3623841217494094e-07,20000.0,2799.999976496117,2800.0,0.00272017349078058,17201.086970562767,516.0326091168828
Italy,Austria,2020-2025,0.0,20000,405.0,405.0,0.0,2633.8447452536107,79.01534235760873
Italy,Austria,2025-2030,1.1373155643923383e-06,20000.0,405.00000113731556,795.0,0.8573257828285717,2463.990201520509,73.91970604561553
Italy,Austria,2030-2035,889.9996962724932,20000.0,1294.9996974063117,1295.0,458296190.880888,8052.4310420626025,241.57293126187832
Italy,Austria,2035-2040,0.000287663561030627,20000.0,1294.999985068527,1295.0,108.96271728039403,7935.0387208899965,238.05116162669992
Italy,Austria,2040-2045,999.9999787137385,20000.0,2294.9999637256383,2295.0,272104678.45533067,15494.765845958405,464.8429753787532
Italy,Austria,2045-2050,2.025031450096171e-07,20000.0,2294.999963896368,2295.0,0.03817541909395283,14862.717250162383,445.881517504871
Italy,Austria,2050-2055,2.6555677068544774e-07,20000.0,2294.9999642342977,2295.0,0.03267013228310419,14386.699927919526,431.6009978375876
Italy,Austria,2055-2060,3.1098801398222274e-07,20000.0,2294.9999645448283,2295.0,0.02230090630864234,13579.83811669317,407.395143500795
Slovenia,Austria,2020-2025,0.0,20000,950.0,950.0,0.0,3718.14991438837,111.54449743165114
Slovenia,Austria,2025-2030,0.0,20000.0,950.0,950.0,0.0,4313.344037295954,129.40032111887854
Slovenia,Austria,2030-2035,999.9999063314328,20000.0,1949.9999063314328,1950.0,187128402.1597861,7978.696146603322,239.36088439810024
Slovenia,Austria,2035-2040,7.265749254233899e-05,20000.0,1949.9999789853175,1950.0,10.001308861850031,8212.65813179377,246.37974395381403
Slovenia,Austria,2040-2045,999.9999731714772,20000.0,2949.999952052869,2950.0,98882483.91024444,16662.52405046426,499.875721513927
Slovenia,Austria,2045-2050,4.459140854012509e-07,20000.0,2949.999952761315,2950.0,0.030548268047951646,15544.058320648279,466.3217496194486
Slovenia,Austria,2050-2055,2.064103850182817e-07,20000.0,2949.9999527694504,2950.0,0.00922801770114703,15429.617708776337,462.88853126329127
Slovenia,Austria,2055-2060,3.0773555463570177e-07,20000.0,2949.9999531005706,2950.0,0.008019363489188384,16779.395509769845,503.3818652930964
Slovakia,Austria,2020-2025,0.0,20000,0.0,0.0,0.0,0.0,0.0
Slovakia,Austria,2025-2030,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Slovakia,Austria,2030-2035,999.9999597656929,20000.0,999.9999597656929,1000.0,37021808.160924494,3614.9009988244457,108.44702996473374
Slovakia,Austria,2035-2040,2.286772335382906e-06,20000.0,999.9999620488574,1000.0,0.062275504807385695,4045.7052267793238,121.37115680337959
Slovakia,Austria,2040-2045,1.661886959917586e-07,20000.0,999.9999622114382,1000.0,0.0032511630662196817,5475.300302049903,164.2590090614975
Slovakia,Austria,2045-2050,1.7475828725962377e-07,20000.0,999.9999623825888,1000.0,0.002368596455498499,5467.601334119237,164.02804002357732
Slovakia,Austria,2050-2055,1.26499452988667e-07,20000.0,999.9999625054802,1000.0,0.0011188797557295724,5470.620506213034,164.11861518639114
Slovakia,Austria,2055-2060,2.860672273259417e-07,20000.0,999.9999627879396,1000.0,0.0014748512588960232,5400.270496598716,162.00811489796195
Croatia,BosniaH,2020-2025,0.0,20000,750.0,750.0,0.0,3683.754349435694,110.51263048307088
Croatia,BosniaH,2025-2030,0.0,20000.0,750.0,750.0,0.0,3898.7824440014615,116.96347332004372
Croatia,BosniaH,2030-2035,0.0,20000.0,750.0,750.0,0.0,3105.769254153809,93.17307762461454
Croatia,BosniaH,2035-2040,0.0,20000.0,750.0,750.0,0.0,2530.5030889466475,75.91509266839955
Croatia,BosniaH,2040-2045,1143.997977619328,20000.0,1893.997977619328,1894.0,118818124.02104656,4831.866026800249,144.9559808040078
Croatia,BosniaH,2045-2050,9.807319711296399e-06,20000.0,1893.9979874194319,1894.0,0.7057059685175572,6720.073922598807,201.60221767796543
Croatia,BosniaH,2050-2055,0.0017982276362525427,20000.0,1893.9997856398522,1894.0,84.44221143058815,6687.453842412251,200.62361527236806
Croatia,BosniaH,2055-2060,1.0787092187480539e-06,20000.0,1893.9997867113457,1894.0,0.029526003629823872,5744.310719640868,172.32932158922608
Italy,BosniaH,2020-2025,0.0,20000,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2025-2030,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2030-2035,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2035-2040,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2040-2045,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2045-2050,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2050-2055,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Italy,BosniaH,2055-2060,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Serbia,BosniaH,2020-2025,0.0,20000,600.0,600.0,0.0,625.0906779621092,18.752720338863288
Serbia,BosniaH,2025-2030,0.0,20000.0,600.0,600.0,0.0,1733.1746725172577,51.99524017551784
Serbia,BosniaH,2030-2035,0.0,20000.0,600.0,600.0,0.0,1899.9539288527315,56.99861786558197
Serbia,BosniaH,2035-2040,0.0,20000.0,600.0,600.0,0.0,2408.5904576537646,72.25771372961304
Serbia,BosniaH,2040-2045,1349.9367619188954,20000.0,1949.9367619188954,1950.0,92671313.01528652,6276.214340603906,188.28643021811712
Serbia,BosniaH,2045-2050,3.772070580718296e-06,20000.0,1949.9367656837505,1950.0,0.17940218379900277,7365.2978665874425,220.958935997623
Serbia,BosniaH,2050-2055,5.650109582681506e-06,20000.0,1949.9367713266442,1950.0,0.1753663484500308,6321.163280020446,189.63489840061393
Serbia,BosniaH,2055-2060,2.4728495533341074e-06,20000.0,1949.9367737922782,1950.0,0.044737574132879494,6343.503337834471,190.305100135034
Germany,Belgium,2020-2025,0.0,20000.0,1000.0,1000.0,0.0,4844.668980968568,145.3400694290569
Germany,Belgium,2025-2030,999.9999037198478,20000.0,1999.9999037198477,2000.0,0.0,4403.041823088397,132.09125469265186
Germany,Belgium,2030-2035,1.9127695645791535e-06,20000.0,1999.9999056254017,2000.0,0.0,8049.182417597067,241.47547252791247
Germany,Belgium,2035-2040,6.504828787756253e-05,20000.0,1999.9999706664735,2000.0,0.0,12257.244157727424,367.7173247318237
Germany,Belgium,2040-2045,6.3306489982478775e-06,20000.0,1999.9999769899068,2000.0,0.0,14146.912544484892,424.4073763345468
Germany,Belgium,2045-2050,1.1010590249450015e-07,20000.0,1999.9999770927968,2000.0,0.0,14890.933619607615,446.7280085882289
Germany,Belgium,2050-2055,1.1086139805288661e-07,20000.0,1999.999977196443,2000.0,0.0,13618.173056839942,408.5451917051981
Germany,Belgium,2055-2060,2.2767478465481327e-05,20000.0,2000.0,2000.0,0.0,13230.867573375872,396.9260272012756
France,Belgium,2020-2025,0.0,20000.0,3300.0,3300.0,0.0,18532.89097332602,555.9867291997837
France,Belgium,2025-2030,49.99991911131374,20000.0,3349.999919111314,3350.0,0.0,13498.067040299358,404.94201120898185
France,Belgium,2030-2035,3000.0000173186536,20000.0,6349.999936117934,6350.0,0.0,31436.44201878434,943.0932605635293
France,Belgium,2035-2040,3.453263878407899e-05,20000.0,6349.999970848811,6350.0,0.0,42933.5671273553,1288.0070138206524
France,Belgium,2040-2045,999.9999873737613,20000.0,7349.9999579454425,7350.0,0.0,43287.37167252775,1298.6211501758314
France,Belgium,2045-2050,3.370702916605366e-06,20000.0,7349.999961499483,7350.0,0.0,47489.878999286746,1424.6963699786008
France,Belgium,2050-2055,2.2529092626533885e-06,20000.0,7349.9999639032985,7350.0,0.0,47570.74645260444,1427.122393578136
France,Belgium,2055-2060,3.604002030788458e-05,20000.0,7350.0,7350.0,0.0,46700.72379992735,1401.0217139978204
