Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.04262478420354768,0.04262478420354768
EnergyhubEU,2025-2030,0.0035536847275755394,0.046178391424169865
EnergyhubEU,2030-2035,41952.201610903154,41952.24778138
EnergyhubEU,2035-2040,8033.132971368655,49985.38075419713
EnergyhubEU,2040-2045,18759.713607906673,68745.09435922714
EnergyhubEU,2045-2050,2.2698932279029788e-05,68745.09437665147
EnergyhubEU,2050-2055,1.8501179672810552e-06,68745.09439155007
EnergyhubEU,2055-2060,1.8576267747601758e-06,68745.09438593486
EnergyhubNorth,2020-2025,0.03872382403634959,0.03872382403634959
EnergyhubNorth,2025-2030,0.002521014462511431,0.04124476099191084
EnergyhubNorth,2030-2035,0.17619500128177215,0.2174396847667902
EnergyhubNorth,2035-2040,2187.2976207901793,2187.5150741680573
EnergyhubNorth,2040-2045,58740.42006030954,60927.93529884597
EnergyhubNorth,2045-2050,8.517247600919654e-05,60927.93530407484
EnergyhubNorth,2050-2055,1.9521100410262095e-06,60927.93524203908
EnergyhubNorth,2055-2060,1.9042704273728873e-06,60927.935201885826
EnergyhubCentral,2020-2025,0.04540529134203603,0.04540529134203603
EnergyhubCentral,2025-2030,0.004083759868363774,0.04948897370343862
EnergyhubCentral,2030-2035,52328.33611245818,52328.38544419205
EnergyhubCentral,2035-2040,1664.0822125713075,53992.46766195732
EnergyhubCentral,2040-2045,11634.820751168614,65627.28839712037
EnergyhubCentral,2045-2050,6.787551106367286e-06,65627.2884059624
EnergyhubCentral,2050-2055,1.806746379694995e-06,65627.28842046956
EnergyhubCentral,2055-2060,1.6777344038224436e-06,65627.28845724155
