Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.008389168975964872,0.008389168975964872
EnergyhubEU,2025-2030,2.719635581058798e-07,0.008389435100473233
EnergyhubEU,2030-2035,11232.528189447563,11232.536493232376
EnergyhubEU,2035-2040,2500.4031216675576,13732.939616076052
EnergyhubEU,2040-2045,14174.105787922808,27907.045340355824
EnergyhubEU,2045-2050,6.663422158931185e-06,27907.04536703395
EnergyhubEU,2050-2055,7.379508580948053e-07,27907.045365364724
EnergyhubEU,2055-2060,3.856916602108705e-07,27907.045375930942
EnergyhubNorth,2020-2025,0.007964628798468442,0.007964628798468442
EnergyhubNorth,2025-2030,3.25887225204427e-07,0.007964948846641196
EnergyhubNorth,2030-2035,0.028930711287170785,0.03689565429475327
EnergyhubNorth,2035-2040,2.438041407683656e-06,0.036898086497119634
EnergyhubNorth,2040-2045,5198.765134519836,5198.802032535654
EnergyhubNorth,2045-2050,8274.641944995488,13473.443977317
EnergyhubNorth,2050-2055,9.297432742481813e-07,13473.443978368561
EnergyhubNorth,2055-2060,4.6801566501876096e-07,13473.44397883327
EnergyhubCentral,2020-2025,0.008799612628502037,0.008799612628502037
EnergyhubCentral,2025-2030,2.8804753767658186e-07,0.008799894836989593
EnergyhubCentral,2030-2035,2043.944150763085,2043.9529489939696
EnergyhubCentral,2035-2040,4.466363956411487e-06,2043.9529551273565
EnergyhubCentral,2040-2045,19457.737687175013,21501.690646457882
EnergyhubCentral,2045-2050,0.020823310928277224,21501.711468277714
EnergyhubCentral,2050-2055,8.349495959048025e-07,21501.711473238072
EnergyhubCentral,2055-2060,3.970056469704085e-07,21501.7114708663
