Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.027670318626888353,0.027670318626888353
EnergyhubEU,2025-2030,0.00036764482180718576,0.028037613446100895
EnergyhubEU,2030-2035,2136.558342412645,2136.586379655479
EnergyhubEU,2035-2040,7758.57378092685,9895.160159090854
EnergyhubEU,2040-2045,5.1182557180025546e-05,9895.160212289482
EnergyhubEU,2045-2050,1.788312569496291e-05,9895.160227663908
EnergyhubEU,2050-2055,1.5391001088222102e-06,9895.16023221755
EnergyhubEU,2055-2060,1.0813204374678312e-06,9895.160230449106
EnergyhubNorth,2020-2025,0.024957701223590725,0.024957701223590725
EnergyhubNorth,2025-2030,0.00027837288824050294,0.02523572410895815
EnergyhubNorth,2030-2035,1868.8538248945874,1868.8790602760457
EnergyhubNorth,2035-2040,5275.428258198651,7144.3073181333575
EnergyhubNorth,2040-2045,40546.344090646686,47690.65141901519
EnergyhubNorth,2045-2050,0.0019082975310527905,47690.65332366319
EnergyhubNorth,2050-2055,1.974221801763147e-06,47690.653324684754
EnergyhubNorth,2055-2060,1.1936625883334175e-06,47690.653310475296
EnergyhubCentral,2020-2025,0.028846876568457136,0.028846876568457136
EnergyhubCentral,2025-2030,0.0003494843095329436,0.02919601087528679
EnergyhubCentral,2030-2035,24363.711524053197,24363.740719581267
EnergyhubCentral,2035-2040,8900.921950699918,33264.66267440562
EnergyhubCentral,2040-2045,0.00025327482739283627,33264.6629170432
EnergyhubCentral,2045-2050,2.5931811977398226e-06,33264.662922702264
EnergyhubCentral,2050-2055,1.3849285783768742e-06,33264.66292756749
EnergyhubCentral,2055-2060,1.0430094559595012e-06,33264.66292674366
