Node,Period,New capacity [MW],Total capacity [MW],New capacity [kg/h],Total capacity [kg/h],Expected annual power usage [MWh],Expected annual hydrogen production [kg],Expected marginal price of hydrogen [EUR/kg]
Austria,2020-2025,5.7891888113742235e-05,5.7891888113742235e-05,0.0010525797838862225,0.0010525797838862225,0.1868848988819094,3.397907252398353,0.0
Austria,2025-2030,0.00010722060084480689,0.00016510753991872925,0.0020422971589487025,0.0031449055222615096,0.7301524260095273,13.90766525732433,0.0
Austria,2030-2035,0.0006659476481083041,0.0008310502389872797,0.012684717106824839,0.01582952836166247,5.2816372599175665,100.60261447462032,2.928633995654261
Austria,2035-2040,7.575138120491094e-07,0.0008318028037601161,1.5947659201033883e-05,0.01751163797389718,5.428860178351194,114.29179322844618,2.1193530236918474
Austria,2040-2045,0.00016987512666072382,0.0009437823304776502,0.0035763184560152384,0.01986910169426632,5.229859421416502,110.10230360876847,1.4505785585773403
Austria,2045-2050,4.773284879548281e-07,0.0008370390581507934,1.0049020799049013e-05,0.017621874908437755,3.544322994158285,74.61732619280599,1.2601914600405648
Austria,2050-2055,0.0006884724454246189,0.0008595638554877051,0.014494156745781452,0.018096081168162213,4.3795190999455205,92.20040210411622,1.137118206066008
Austria,2055-2060,5.177015550405674e-07,0.0008593240432262862,1.089898010611721e-05,0.018091032488974448,5.3960439637289035,113.60092555218743,0.9748722861970918
BosniaH,2020-2025,6.180180686539514e-05,6.180180686539514e-05,0.001123669215734457,0.001123669215734457,0.21087888199209226,3.8341614907653137,0.0
BosniaH,2025-2030,0.00012108841609446657,0.00018288527392014276,0.0023064460208469823,0.0034835290270503385,0.87405448480799,16.648656853485523,0.0
BosniaH,2030-2035,0.100845178622895,0.10102805894777571,1.9208605451979999,1.9243439799576325,733.217587148779,13966.049279024362,0.0
BosniaH,2035-2040,4.647178972403862e-05,0.10107452477717582,0.0009783534678744973,2.12788473215107,737.1985321008476,15519.96909685995,0.0
BosniaH,2040-2045,0.19953008548345713,0.30054280575324466,4.200633378599098,6.327216963226204,2278.782988604695,47974.378707467265,0.0
BosniaH,2045-2050,3.5844884500811783e-06,0.3004253018255997,7.546291473855113e-05,6.324743196328415,2397.123039514366,50465.74820030244,0.0
BosniaH,2050-2055,0.00020462582668871529,0.1997847490293799,0.004307912140815059,4.205994716407998,1582.988365788249,33326.070858699975,0.0
BosniaH,2055-2060,3.407717686937529e-07,0.19973861801143253,7.174142498815851e-06,4.20502353708279,1699.2612264227926,35773.92055626932,0.0
Belgium,2020-2025,5.706149355567122e-05,5.706149355567122e-05,0.001037481701012204,0.001037481701012204,0.17589663090783816,3.198120561960694,0.0
Belgium,2025-2030,7.378469341540392e-05,0.0001308412379322137,0.0014054227317219796,0.0024922140558516896,0.5117049812361121,9.746761547354517,0.0
Belgium,2030-2035,0.0002757302983714371,0.00040656658726348434,0.005252005683265469,0.007744125471685416,2.163155927440402,41.20297004648385,2.9286340100360446
Belgium,2035-2040,1.8755772571505087e-06,0.00040843721548049054,3.9485836992642294e-05,0.008598678220641906,2.2216241782227812,46.77103533100592,2.119353038462856
Belgium,2040-2045,0.0004692943394772085,0.000820667586197379,0.009879880831099126,0.017277212340997453,4.140439279549075,87.16714272734895,1.4505785627780288
Belgium,2045-2050,6.059272678839478e-07,0.0007474888203921524,1.2756363534398903e-05,0.015736606745097945,3.2757960577751115,68.96412753210761,1.260191463927682
Belgium,2050-2055,0.0004545180296903324,0.000926276552115575,0.00956880062505963,0.019500558991906843,4.847837318623351,102.0597330236495,1.1371182093691066
Belgium,2055-2060,6.17733630984019e-07,0.0009250187085114603,1.3004918547031979e-05,0.019474078073925483,5.9020124854234455,124.25289442996727,0.9748722895499934
Bulgaria,2020-2025,7.546784170480895e-05,7.546784170480895e-05,0.0013721425764510718,0.0013721425764510718,0.3376429278038502,6.138962323706367,0.0
Bulgaria,2025-2030,89.98651911595813,89.98659457863171,1714.0289355420596,1714.0303729263183,788267.7752112901,15014624.28973886,0.0
Bulgaria,2030-2035,634.3406702512017,724.3272648197783,12082.679433356223,13796.709806091016,5477574.690713348,104334756.01358758,2.939055526337816
Bulgaria,2035-2040,98.76638933913506,823.093654570292,2079.2924071396856,17328.287464637728,6216975.9286390785,130883703.7608227,2.0928231088938416
Bulgaria,2040-2045,1632.0347297603748,2455.1283084530787,34358.625889692106,51686.91175690693,16713612.497382117,351865526.26067615,1.4249744008938423
Bulgaria,2045-2050,50.64598356551332,2415.7877729348506,1066.2312329581753,50858.68995652317,17503512.9622981,368495009.73259157,1.2582764588131488
Bulgaria,2050-2055,1699.3258262759546,3480.7729290032394,35775.280553177996,73279.43008427873,28132992.146240264,592273518.868216,1.133721292381603
Bulgaria,2055-2060,2.822680285767138e-07,3382.006539923824,5.942484812141343e-06,71200.13768260683,28589560.131317124,601885476.4487815,0.9782254935597473
Switzerland,2020-2025,5.650424657386403e-05,5.650424657386403e-05,0.0010273499377066188,0.0010273499377066188,0.1769550789379121,3.217365071598402,0.0
Switzerland,2025-2030,9.13515518771117e-05,0.00014785084941144693,0.0017400295595640324,0.002816206655456132,0.595297934585966,11.339008277827924,0.0
Switzerland,2030-2035,0.0002810734546973529,0.00042891935506934875,0.005353780089473389,0.008169892477511405,2.3464548321840213,44.69437775588612,0.0
Switzerland,2035-2040,1.5026126260146715e-06,0.00043041701865663347,3.1633950021361506e-05,0.00906141091908702,2.516149799811403,52.97157473287164,0.0
