Node,RESGeneratorType,Period,ExpectedAnnualCurtailment_GWh
Austria,Hydrorun-of-the-river,2020-2025,0.000219476675154807
Austria,Hydrorun-of-the-river,2025-2030,1998.7929816032922
Austria,Hydrorun-of-the-river,2030-2035,7455.432614109228
Austria,Hydrorun-of-the-river,2035-2040,8874.467630505962
Austria,Hydrorun-of-the-river,2040-2045,3466.599322536413
Austria,Hydrorun-of-the-river,2045-2050,2595.3973498646733
Austria,Hydrorun-of-the-river,2050-2055,16267.050693694697
Austria,Hydrorun-of-the-river,2055-2060,18155.635348991516
Belgium,Hydrorun-of-the-river,2020-2025,56.01389938873462
Belgium,Hydrorun-of-the-river,2025-2030,142.09805821276842
Belgium,Hydrorun-of-the-river,2030-2035,206.50381082393298
Belgium,Hydrorun-of-the-river,2035-2040,163.39665826910968
Belgium,Hydrorun-of-the-river,2040-2045,977.59513944842
Belgium,Hydrorun-of-the-river,2045-2050,781.3773962690847
Belgium,Hydrorun-of-the-river,2050-2055,427.09526470560183
Belgium,Hydrorun-of-the-river,2055-2060,1031.2921015181623
Bulgaria,Hydrorun-of-the-river,2020-2025,1966.1687863573222
Bulgaria,Hydrorun-of-the-river,2025-2030,3137.7284281665247
Bulgaria,Hydrorun-of-the-river,2030-2035,4894.500833351849
Bulgaria,Hydrorun-of-the-river,2035-2040,3748.1466033911
Bulgaria,Hydrorun-of-the-river,2040-2045,4710.1410687354
Bulgaria,Hydrorun-of-the-river,2045-2050,4323.38491428463
Bulgaria,Hydrorun-of-the-river,2050-2055,4634.2001071808845
Bulgaria,Hydrorun-of-the-river,2055-2060,4280.207629869522
Switzerland,Hydrorun-of-the-river,2020-2025,0.00019013866408515415
Switzerland,Hydrorun-of-the-river,2025-2030,28.24888735613714
Switzerland,Hydrorun-of-the-river,2030-2035,3.0231773824411934
Switzerland,Hydrorun-of-the-river,2035-2040,0.0017307338478244254
Switzerland,Hydrorun-of-the-river,2040-2045,46.561232856919844
Switzerland,Hydrorun-of-the-river,2045-2050,72.18788187772505
Switzerland,Hydrorun-of-the-river,2050-2055,262.62349228257006
Switzerland,Hydrorun-of-the-river,2055-2060,23.02802730120455
CzechR,Hydrorun-of-the-river,2020-2025,0.00016931947012302988
CzechR,Hydrorun-of-the-river,2025-2030,80.11466479104843
CzechR,Hydrorun-of-the-river,2030-2035,285.9885150163929
CzechR,Hydrorun-of-the-river,2035-2040,438.6756761324617
CzechR,Hydrorun-of-the-river,2040-2045,116.35780283860001
CzechR,Hydrorun-of-the-river,2045-2050,303.6541803746538
CzechR,Hydrorun-of-the-river,2050-2055,125.74650790224521
CzechR,Hydrorun-of-the-river,2055-2060,115.1927087911848
Germany,Hydrorun-of-the-river,2020-2025,0.0002238715133839023
Germany,Hydrorun-of-the-river,2025-2030,0.00015182792156108314
Germany,Hydrorun-of-the-river,2030-2035,7.216228524749033
Germany,Hydrorun-of-the-river,2035-2040,0.0020773950094158775
Germany,Hydrorun-of-the-river,2040-2045,539.4994524150892
Germany,Hydrorun-of-the-river,2045-2050,929.3100619706413
Germany,Hydrorun-of-the-river,2050-2055,2051.48401214911
Germany,Hydrorun-of-the-river,2055-2060,1244.0758997273374
Denmark,Hydrorun-of-the-river,2020-2025,0.0001782102963389825
Denmark,Hydrorun-of-the-river,2025-2030,0.00018046941732787535
