Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.012015464663949616,0.012015464663949616
EnergyhubEU,2025-2030,0.00206004016547642,0.014075471156558708
EnergyhubEU,2030-2035,24086.113531100447,24086.127607723593
EnergyhubEU,2035-2040,18520.627281673365,42606.75489752268
EnergyhubEU,2040-2045,19273.36628471576,61880.12118139715
EnergyhubEU,2045-2050,1.739898496885475e-06,61880.12117648979
EnergyhubEU,2050-2055,4.6126362907509124e-07,61880.12118373789
EnergyhubEU,2055-2060,4.40109521384193e-07,61880.1211776814
EnergyhubNorth,2020-2025,0.01102259094975097,0.01102259094975097
EnergyhubNorth,2025-2030,0.0013188028820612229,0.01234136015896202
EnergyhubNorth,2030-2035,0.023048376526105967,0.035389703012205204
EnergyhubNorth,2035-2040,481.75196846947557,481.7873581414007
EnergyhubNorth,2040-2045,53748.31363494519,54230.10382564476
EnergyhubNorth,2045-2050,6697.739078344754,60927.84254136896
EnergyhubNorth,2050-2055,5.786996241996921e-07,60927.84255447777
EnergyhubNorth,2055-2060,6.06155370378652e-07,60927.84251033998
EnergyhubCentral,2020-2025,0.01286747177336131,0.01286747177336131
EnergyhubCentral,2025-2030,0.002304229513790336,0.015171667614305466
EnergyhubCentral,2030-2035,16787.92841910289,16787.94358799812
EnergyhubCentral,2035-2040,21259.011876197106,38046.95543751126
EnergyhubCentral,2040-2045,22880.980786858192,60927.93621408876
EnergyhubCentral,2045-2050,1.8679297856612745e-06,60927.936211045075
EnergyhubCentral,2050-2055,4.7031471441084294e-07,60927.93622314208
EnergyhubCentral,2055-2060,4.2702118456890754e-07,60927.93622147806
