Period,Scenario,AnnualCO2emission_Ton,CO2Price_EuroPerTon,CO2Cap_Ton,AnnualGeneration_GWh,AvgCO2factor_TonPerMWh,AvgELPrice_EuroPerMWh,TotAnnualCurtailedRES_GWh,TotAnnualLossesChargeDischarge_GWh,AnnualLossesTransmission_GWh
2020-2025,scenario1,1057185307.9571545,-1.1774570409204411e-09,1100000000.0,3343776.7663712157,0.31616503786657973,39.777689228370775,23247.42601461561,8643.109289850358,17707.938895106217
2020-2025,scenario2,1099999999.6317964,-0.014977882214808478,1100000000.0,3510987.841855137,0.3133021386512584,46.511362696273835,13845.675074723811,8192.015914349362,16270.889036974424
2020-2025,scenario3,1071065687.4925973,-1.3945537584003997e-09,1100000000.0,3396984.010266926,0.31529900766546626,39.803545360438655,27811.91794032216,6435.541900653418,17142.715744395
2025-2030,scenario1,989999999.9739617,-0.22721723706293895,990000000.0,4469402.485114358,0.22150611927906544,43.19875207265074,54129.53952079413,13122.752294324466,22484.59144386883
2025-2030,scenario2,990000000.0636592,-12.061624008681871,990000000.0,4634393.358638236,0.21362019221316209,43.10057106910247,51719.58830681435,15663.87411203743,23137.602789668686
2025-2030,scenario3,989999999.9566255,-37.869491031627426,990000000.0,4547864.269061741,0.21768459685380293,56.98482175380607,58665.957432472955,9229.168418994906,21648.78534389916
2030-2035,scenario1,770000000.0116795,-36.444014924251825,770000000.0,5452149.718556408,0.14122869689196077,45.298099499566334,62271.47163684614,17864.87316060161,39929.375692806774
2030-2035,scenario2,747041682.1974636,-1.6587726201954307e-09,770000000.0,5718097.376436757,0.13064514873006033,26.842803268285,189324.55393826505,29335.134173924023,46669.09606049439
2030-2035,scenario3,675958926.5766853,-1.9476370467395514e-09,770000000.0,5523554.374714741,0.1223775273528683,150.2294668107805,234372.03379675746,27263.397624555844,47414.61325454842
2035-2040,scenario1,329999999.96908474,-64.80715941374423,330000000.0,6682081.3603460295,0.0493858099255479,183.7287477827045,120857.38048965283,39244.257417876084,59908.62098119157
2035-2040,scenario2,330000000.01257354,-36.35407939385262,330000000.0,6571876.31831246,0.05021396995756752,31.55296944320615,198560.50705048273,36491.6852850192,59103.059547606994
2035-2040,scenario3,330000000.0035926,-37.81783281588304,330000000.0,6786144.709491363,0.04862849440007255,173.48400250818003,198609.0353286614,35227.8365207705,62691.20684779566
2040-2045,scenario1,66000000.01140177,-50.538723655328866,66000000.0,7303027.750334866,0.009037347558808261,21.13930276233951,715055.9351141584,41933.38307149252,93409.11451239967
2040-2045,scenario2,66000000.013412215,-100.57224875077226,66000000.0,7463492.428710228,0.00884304508161949,29.329742559105398,339220.77451854607,48894.81931240039,94268.60333016657
2040-2045,scenario3,66000000.00803037,-296.8162743109957,66000000.0,7404634.950288023,0.008913336099769152,34.66247016144928,272253.58861745946,50822.0849439923,93347.49242434859
2045-2050,scenario1,55000000.00937939,-47.82395899712614,55000000.0,7956211.486188602,0.006912837863203138,11.113719060658413,676002.7674047414,56914.24826162132,100339.72052735812
2045-2050,scenario2,55000000.009396195,-47.8239594543715,55000000.0,8242425.507297697,0.006672793094787255,15.921784581674011,492626.717357208,54905.292502970646,100995.05725761144
2045-2050,scenario3,55000000.0077682,-774.7824255798452,55000000.0,8028252.212853722,0.006850806196609814,62.576832348576495,528708.4927520638,62087.42907741411,97982.04815135736
2050-2055,scenario1,33000000.00709636,-47.671322940113804,33000000.0,8091519.052962423,0.004078344225737887,18.078395466807635,506624.51198716724,66664.74527733479,96608.69616179503
2050-2055,scenario2,33000000.005549368,-59.42813178424826,33000000.0,8180449.631360434,0.004034008091565428,23.20418123257173,505166.0853319375,54536.33884530426,97830.91870775448
2050-2055,scenario3,33000000.006984398,-44.854373197959156,33000000.0,7965723.390398568,0.004142749928620687,13.152218389299255,506573.1363993522,69065.54152162884,96916.48218905798
2055-2060,scenario1,21999999.98953024,-37.72344295231748,22000000.0,8377357.2321544755,0.002626126519362057,48.34126331479988,437430.45490636915,65116.40720657033,101621.07749183738
2055-2060,scenario2,22000000.007308003,-37.351749873469046,22000000.0,7902999.49263854,0.0027837531848256087,8.928472368871642,443183.6125351067,69333.91424192717,96107.84325798065
2055-2060,scenario3,22000000.008866888,-59.96878395611528,22000000.0,7967398.946106362,0.0027612524686765265,12.199042451963582,478380.61417991394,59660.56218342994,101796.40578557241
""
GeneratorType,Period,genInvCap_MW,genInstalledCap_MW,TotDiscountedInvestmentCost_Euro,genExpectedAnnualProduction_GWh
Liginiteexisting,2020-2025,0.0,61315.0,0.0,352602.382622236
Liginiteexisting,2025-2030,0.0,37732.307692307695,0.0,223727.88833350723
Liginiteexisting,2030-2035,0.0,25351.39423076923,0.0,134144.16875453366
Liginiteexisting,2035-2040,0.0,17687.01923076923,0.0,3680.320614654703
Liginiteexisting,2040-2045,0.0,12263.0,0.0,12.076279924581387
Liginiteexisting,2045-2050,0.0,3065.7500000000023,0.0,0.8445869945517326
Liginiteexisting,2050-2055,0.0,0.0,0.0,0.0
Liginiteexisting,2055-2060,0.0,0.0,0.0,0.0
Lignite,2020-2025,28640.61331429702,28640.61331429702,70901379749.76483,200242.87379248507
Lignite,2025-2030,5.9871445805669815e-05,28640.613373495085,110.81827939840272,197041.28391303512
Lignite,2030-2035,0.0005376414769127406,28640.613910463097,732.0168970741402,178017.21595131754
Lignite,2035-2040,9.376130779234745e-06,28640.61391916568,9.170540692697605,77399.27611566696
Lignite,2040-2045,8.481921827221853e-06,28640.613926973885,5.747534334876434,4.792072217700306
Lignite,2045-2050,1.584316635556802e-05,28640.61394214387,7.006010186706496,7.328919606836835
Lignite,2050-2055,4.434906056643348e-05,28640.61398581948,11.431377185802937,0.0023216190564542276
Lignite,2055-2060,0.00013462620207806776,28640.614119772228,15.244660026444826,186.67039286490268
LigniteCCSadv,2020-2025,0.0,0.0,0.0,0.0
LigniteCCSadv,2025-2030,0.0,0.0,0.0,0.0
LigniteCCSadv,2030-2035,0.0,0.0,0.0,0.0
LigniteCCSadv,2035-2040,0.0,0.0,0.0,0.0
LigniteCCSadv,2040-2045,0.0,0.0,0.0,0.0
LigniteCCSadv,2045-2050,0.0,0.0,0.0,0.0
LigniteCCSadv,2050-2055,0.0,0.0,0.0,0.0
LigniteCCSadv,2055-2060,0.0,0.0,0.0,0.0
Coalexisting,2020-2025,0.0,71229.0,0.0,360399.87159942114
Coalexisting,2025-2030,0.0,43833.23076923077,0.0,247767.78071932663
Coalexisting,2030-2035,0.0,29450.451923076922,0.0,123390.34438728234
Coalexisting,2035-2040,0.0,20546.826923076926,0.0,6003.689416205807
Coalexisting,2040-2045,0.0,14245.799999999997,0.0,21.927396143738942
Coalexisting,2045-2050,0.0,3561.4500000000035,0.0,11.530805775614448
Coalexisting,2050-2055,0.0,0.0,0.0,0.0
Coalexisting,2055-2060,0.0,0.0,0.0,0.0
Coal,2020-2025,0.0254261911923656,0.0254261911923656,54443.48205665572,0.1270171046946003
Coal,2025-2030,0.003988510891294621,0.029413153144576133,6385.496214917766,0.14166019391904813
Coal,2030-2035,0.0006275401185207664,0.030039144316145294,739.0299659261844,0.11988065799587629
Coal,2035-2040,8.886482182482231e-05,0.03012646016874297,75.17845096459399,0.022565542821825112
Coal,2040-2045,5.2936892070380994e-05,0.030177848076909618,31.026869679339892,0.0036288892728638705
Coal,2045-2050,0.0001471747058516698,0.030323473863149913,56.29297110063559,0.004147209485624512
Coal,2050-2055,0.00037424474895234765,0.030696169640999544,83.4376488850905,0.005871678236714886
