Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.010511777642417112,0.010511777642417112
EnergyhubEU,2025-2030,6.834380284852792e-07,0.010512452272834344
EnergyhubEU,2030-2035,19119.806998376873,19119.817510560246
EnergyhubEU,2035-2040,6395.671280585315,25515.488791241427
EnergyhubEU,2040-2045,14285.742209782717,39801.23100098014
EnergyhubEU,2045-2050,2308.4573991541492,42109.688400468716
EnergyhubEU,2050-2055,2.337216826377577e-06,42109.68840204886
EnergyhubEU,2055-2060,6.43318599149465e-07,42109.68840130094
EnergyhubNorth,2020-2025,0.019200373726632962,0.019200373726632962
EnergyhubNorth,2025-2030,4.652212560196625e-07,0.019200830140316517
EnergyhubNorth,2030-2035,0.03368139137337448,0.05288221270639771
EnergyhubNorth,2035-2040,696.5300129285321,696.5828951054821
EnergyhubNorth,2040-2045,13137.399426317992,13833.982308528786
EnergyhubNorth,2045-2050,15075.498604642882,28909.480877975988
EnergyhubNorth,2050-2055,3768.622774342745,32678.103626560995
EnergyhubNorth,2055-2060,6.583442068648258e-07,32678.103652684655
EnergyhubCentral,2020-2025,0.011832503323592628,0.011832503323592628
EnergyhubCentral,2025-2030,6.225031216609921e-07,0.011833117019144471
EnergyhubCentral,2030-2035,3216.5218972963194,3216.533730405507
EnergyhubCentral,2035-2040,8814.180405324934,12030.714135619863
EnergyhubCentral,2040-2045,12428.263360796009,24458.97749608538
EnergyhubCentral,2045-2050,6298.207155647536,30757.184651268446
EnergyhubCentral,2050-2055,3.920131684660257e-06,30757.184656981743
EnergyhubCentral,2055-2060,6.134207335590598e-07,30757.18465577716
