Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.08121849305939915,0.08121849305939915
EnergyhubEU,2025-2030,5.3923207713319864e-05,0.0812722107171651
EnergyhubEU,2030-2035,37984.96844567113,37985.04971650507
EnergyhubEU,2035-2040,11689.835019878736,49674.884736375636
EnergyhubEU,2040-2045,13844.036137307508,63518.920873757736
EnergyhubEU,2045-2050,6.929169123900956e-05,63518.92093796059
EnergyhubEU,2050-2055,7.707499956361012e-06,63518.9209527148
EnergyhubEU,2055-2060,3.779377265046286e-06,63518.92095330922
EnergyhubNorth,2020-2025,0.0749175180310263,0.0749175180310263
EnergyhubNorth,2025-2030,5.626524322090773e-06,0.07492293900528454
EnergyhubNorth,2030-2035,14277.150745803809,14277.225668521614
EnergyhubNorth,2035-2040,24262.623666235744,38539.849334573955
EnergyhubNorth,2040-2045,24945.01810026843,63484.867434567794
EnergyhubNorth,2045-2050,11435.738861984173,74920.60629361754
EnergyhubNorth,2050-2055,7.260953593247668e-06,74920.60630748564
EnergyhubNorth,2055-2060,3.976338254565287e-06,74920.6063072926
EnergyhubCentral,2020-2025,0.08757378621324988,0.08757378621324988
EnergyhubCentral,2025-2030,0.0002427140488771334,0.08781629471206603
EnergyhubCentral,2030-2035,15249.511833250088,15249.599649522692
EnergyhubCentral,2035-2040,17959.015935190542,33208.615584370855
EnergyhubCentral,2040-2045,12121.946436578182,45330.562020832236
EnergyhubCentral,2045-2050,31273.509566066292,76604.0715912471
EnergyhubCentral,2050-2055,8.987313375175397e-06,76604.07159221348
EnergyhubCentral,2055-2060,3.896969927203634e-06,76604.07159885546
