Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.007282166477147959,0.007282166477147959
EnergyhubEU,2025-2030,1.0442612240348144e-06,0.007283205248224417
EnergyhubEU,2030-2035,35413.92250828578,35413.929795532116
EnergyhubEU,2035-2040,18188.946544148144,53602.87633617656
EnergyhubEU,2040-2045,31162.043595253108,84764.91994151931
EnergyhubEU,2045-2050,2.0837208967859124e-06,84764.91994377966
EnergyhubEU,2050-2055,4.4690563887864573e-07,84764.9199437878
EnergyhubEU,2055-2060,4.258137359905684e-07,84764.9199417524
