Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.03359570609526,0.03359570609526
EnergyhubEU,2025-2030,8.969920777569483e-05,0.03368506068945415
EnergyhubEU,2030-2035,2678.8311712692066,2678.8648563778966
EnergyhubEU,2035-2040,7.676081803352321e-06,2678.8648633326507
EnergyhubEU,2040-2045,3483.976062498736,6162.840928100142
EnergyhubEU,2045-2050,8.135995720138605e-07,6162.840922606979
EnergyhubEU,2050-2055,2.7183827897189487e-06,6162.84093040837
EnergyhubEU,2055-2060,1.4374805410025333e-06,6162.840929399257
EnergyhubNorth,2020-2025,0.04241714787551045,0.04241714787551045
EnergyhubNorth,2025-2030,5.151559189654053e-05,0.04246831880976809
EnergyhubNorth,2030-2035,0.5554122203148845,0.5978801917351876
EnergyhubNorth,2035-2040,7.817763311052515e-06,0.5978876676804963
EnergyhubNorth,2040-2045,37814.75179699417,37815.34968136232
EnergyhubNorth,2045-2050,11583.406587177502,49398.75626663158
EnergyhubNorth,2050-2055,3.104621222051423e-06,49398.75627049262
EnergyhubNorth,2055-2060,1.467777270821032e-06,49398.75627185258
EnergyhubCentral,2020-2025,0.03580858323990782,0.03580858323990782
EnergyhubCentral,2025-2030,6.525490913758175e-05,0.03587349349536534
EnergyhubCentral,2030-2035,1967.4249109280595,1967.4607841183893
EnergyhubCentral,2035-2040,0.00012661662182360644,1967.4609103484177
EnergyhubCentral,2040-2045,2097.2141088641242,4064.6750228319343
EnergyhubCentral,2045-2050,4.92809888060311e-06,4064.675020190363
EnergyhubCentral,2050-2055,2.37238762604413e-06,4064.675023692359
EnergyhubCentral,2055-2060,1.4673994222579829e-06,4064.675026601156
