BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
Switzerland,Austria,2020-2025,0.0,20000,1200.0,1200.0,0.0,1892.6662491918398,56.77998747575528
Switzerland,Austria,2025-2030,0.0,20000.0,1200.0,1200.0,0.0,4861.107384650903,145.83322153952713
Switzerland,Austria,2030-2035,2.618864982650848e-07,20000.0,1200.0000002618865,2200.0,0.12075319601503547,4459.976119046432,133.7992835713933
Switzerland,Austria,2035-2040,999.9999958665312,20000.0,2199.999996104351,2200.0,339173729.768121,12729.505967349955,381.8851790204982
Switzerland,Austria,2040-2045,999.9999978175724,20000.0,3199.999993925218,3200.0,243649291.8989513,19189.76489525495,575.6929468576493
Switzerland,Austria,2045-2050,2.112684046082685e-07,20000.0,3199.999993999021,3200.0,0.035662823983935256,15217.651726770035,456.5295518030999
Switzerland,Austria,2050-2055,7.342299254239049e-07,20000.0,3199.9999953556003,3200.0,0.08088253081316403,19115.583468522334,573.4675040556723
Switzerland,Austria,2055-2060,2.8221902639900335e-07,20000.0,3199.9999950532438,3200.0,0.018121506029317874,14644.076290116578,439.3222887034973
CzechR,Austria,2020-2025,0.0,20000,900.0,900.0,0.0,4535.792814817506,136.07378444452502
CzechR,Austria,2025-2030,0.0,20000.0,900.0,900.0,0.0,3980.634187124373,119.41902561373102
CzechR,Austria,2030-2035,999.9999894942964,20000.0,1899.9999894942964,1900.0,168954074.9935333,8055.495258019414,241.66485774058282
CzechR,Austria,2035-2040,7.371930137834959e-06,20000.0,1899.9999968421437,1900.0,0.916192157291161,11129.338967366477,333.8801690209948
CzechR,Austria,2040-2045,1.23802826767248e-07,20000.0,1899.9999969418855,1900.0,0.011052966798296104,10311.883152950271,309.3564945885077
CzechR,Austria,2045-2050,9.567987022271956e-08,20000.0,1899.9999970134604,1900.0,0.005918135506577795,11256.428312715138,337.6928493814543
CzechR,Austria,2050-2055,1.2727525980037318e-07,20000.0,1899.99999711672,1900.0,0.00513747584257617,12489.30374320754,374.679112296227
CzechR,Austria,2055-2060,9.887198689065029e-08,20000.0,1899.9999971914417,1900.0,0.0023262929804855675,10408.907928465555,312.2672378539666
Germany,Austria,2020-2025,0.0,20000.0,5000.0,5000.0,0.0,20125.69971196154,603.7709913588462
Germany,Austria,2025-2030,1999.9999760787666,20000.0,6999.999976078767,7000.0,0.0,24985.62843118664,749.5688529356
Germany,Austria,2030-2035,500.0000004099466,20000.0,7499.999976352153,9500.0,0.0,29447.619244304897,883.4285773291502
Germany,Austria,2035-2040,1.7445531787464216e-05,20000.0,7499.999993885965,7500.0,0.0,35399.2506396509,1061.977519189529
Germany,Austria,2040-2045,700.0000012443213,20000.0,8199.99999407965,10200.0,0.0,40837.70386672408,1225.1311160017246
Germany,Austria,2045-2050,2.602828330209685e-06,20000.0,8199.99999768355,8200.0,0.0,44235.116073590085,1327.0534822076993
Germany,Austria,2050-2055,1.0068314132719983e-07,20000.0,8199.999997836054,8200.0,0.0,49111.77050020548,1473.3531150061685
Germany,Austria,2055-2060,2.117922305132552e-06,20000.0,8200.0,8200.0,0.0,41195.72724376135,1235.8718173128423
Hungary,Austria,2020-2025,0.0,20000,800.0,800.0,0.0,1898.491493759,56.95474481277001
Hungary,Austria,2025-2030,0.0,20000.0,800.0,800.0,0.0,4302.229253386194,129.06687760158619
Hungary,Austria,2030-2035,1999.9999895366382,20000.0,2799.999989536638,2800.0,286750742.3380079,11413.677463906397,342.4103239171922
Hungary,Austria,2035-2040,7.706659122015528e-06,20000.0,2799.999997219247,2800.0,0.8127882016562121,15612.36171402185,468.3708514206566
Hungary,Austria,2040-2045,8.894616469964988e-08,20000.0,2799.9999972840396,2800.0,0.0067387820874660305,16857.551275087706,505.7265382526326
Hungary,Austria,2045-2050,9.734240088841085e-08,20000.0,2799.9999973573367,2800.0,0.005109427756389,16701.824334091463,501.0547300227428
Hungary,Austria,2050-2055,1.309436489746411e-07,20000.0,2799.9999974641764,2800.0,0.004485347770611374,17273.722091859407,518.2116627557833
