BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
Switzerland,Austria,2020-2025,0.0,20000,1200.0,1200.0,0.0,3427.3026520577687,102.81907956173298
Switzerland,Austria,2025-2030,0.0,20000.0,1200.0,1200.0,0.0,4074.2635959118843,122.22790787735644
Switzerland,Austria,2030-2035,4.701867055700859e-07,20000.0,1200.0000004701867,2200.0,0.21679829925366528,3744.6401272981866,112.33920381894548
Switzerland,Austria,2035-2040,999.9999448274374,20000.0,2199.999945279073,2200.0,339173712.45700115,12896.507088595907,386.89521265788017
Switzerland,Austria,2040-2045,999.999933717771,20000.0,3199.9998789678557,3200.0,243649276.28108004,17897.089474537275,536.9126842361178
Switzerland,Austria,2045-2050,1.5085450264565472e-05,20000.0,3199.9998940635974,3200.0,2.5464752218919937,17477.19091899916,524.3157275699757
Switzerland,Austria,2050-2055,5.677478073335365e-07,20000.0,3199.9998946203955,3200.0,0.0625429145975613,19039.660551269968,571.1898165380996
Switzerland,Austria,2055-2060,3.461263246427618e-07,20000.0,3199.999894976357,3200.0,0.02222504399845663,16221.744384329175,486.65233152987634
CzechR,Austria,2020-2025,0.0,20000,900.0,900.0,0.0,4616.184683456121,138.48554050368378
CzechR,Austria,2025-2030,0.0,20000.0,900.0,900.0,0.0,3741.618381742109,112.24855145226329
CzechR,Austria,2030-2035,999.9999344893063,20000.0,1899.9999344893063,1900.0,168954065.70021603,8274.431654484448,248.2329496345335
CzechR,Austria,2035-2040,2.253521705942016e-05,20000.0,1899.9999570207578,1900.0,2.80070330926364,8229.423407698416,246.88270223095276
CzechR,Austria,2040-2045,4.891704858836373e-06,20000.0,1899.9999619086975,1900.0,0.4367254997612526,11289.962836927769,338.69888510783375
CzechR,Austria,2045-2050,3.5059345080345923e-07,20000.0,1899.9999622555256,1900.0,0.021685434404789816,10386.843654630502,311.60530963891534
CzechR,Austria,2050-2055,6.56413053712437e-07,20000.0,1899.9999629081728,1900.0,0.02649616438802517,11976.531728880344,359.29595186641103
CzechR,Austria,2055-2060,3.168654334286842e-07,20000.0,1899.9999632212725,1900.0,0.007455315269014484,10793.38416971187,323.8015250913555
