BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
Netherlands,Belgium,2030-2035,1549.9999473031892,20000.0,3949.9999473031894,3950.0,0.0,6554.133138347227,196.62399415041736
Netherlands,Belgium,2035-2040,6.685676482612715e-06,20000.0,3949.999953988347,3950.0,0.0,3977.6147876618143,119.32844362985452
Netherlands,Belgium,2040-2045,4.544617687777683e-06,20000.0,3949.9999585324467,3950.0,0.0,8078.982989313818,242.3694896794146
Netherlands,Belgium,2045-2050,6.852831485764777e-06,20000.0,3949.99996538476,3950.0,0.0,9340.742199136463,280.22226597409417
Netherlands,Belgium,2050-2055,5.948283214406074e-07,20000.0,3949.9999659790697,3950.0,0.0,8565.869492956757,256.9760847887027
Netherlands,Belgium,2055-2060,3.4018856848495895e-05,20000.0,3950.0,3950.0,0.0,10170.522175640514,305.11566526921507
NO2,Belgium,2020-2025,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2025-2030,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2030-2035,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2035-2040,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2040-2045,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2045-2050,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2050-2055,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2055-2060,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Greece,Bulgaria,2020-2025,0.0,20000,600.0,600.0,0.0,5086.3161790778895,152.5894853723364
Greece,Bulgaria,2025-2030,799.9999988165798,20000.0,1399.9999988165798,1400.0,413859336.0740311,12060.096089755325,361.80288269266066
Greece,Bulgaria,2030-2035,3.0705958146059016e-09,20000.0,1399.9999988191341,1400.0,0.0010851178586360672,11768.345918910236,353.05037756730746
Greece,Bulgaria,2035-2040,7.347567333968105e-09,20000.0,1399.9999988259572,1400.0,0.0019100050504158143,10109.258750647068,303.2777625194122
Greece,Bulgaria,2040-2045,999.9999971432302,20000.0,2399.9999959907454,2400.0,186738508.2637815,18331.16067339915,549.9348202019762
Greece,Bulgaria,2045-2050,3.4933793363365915e-07,20000.0,2399.9999963483237,2400.0,0.04519554796453464,17526.273380327566,525.7882014098294
Greece,Bulgaria,2050-2055,9.821242688915315e-09,20000.0,2399.9999963219293,2400.0,0.0008291971969529414,18072.163491202107,542.1649047360623
Greece,Bulgaria,2055-2060,1.639133605383108e-08,20000.0,2399.9999963395853,2400.0,0.0008066610451852691,17580.5380167676,527.4161405030256
Macedonia,Bulgaria,2020-2025,0.0,20000,400.0,400.0,0.0,3469.293532160292,104.07880596480885
Macedonia,Bulgaria,2025-2030,0.0,20000.0,400.0,400.0,0.0,3492.395216049852,104.77185648149562
Macedonia,Bulgaria,2030-2035,0.0,20000.0,400.0,400.0,0.0,3447.5067687293213,103.4252030618795
Macedonia,Bulgaria,2035-2040,0.0,20000.0,400.0,400.0,0.0,3097.9764674105663,92.93929402231703
Macedonia,Bulgaria,2040-2045,0.0,20000.0,400.0,400.0,0.0,3309.2974993979064,99.27892498193727
Macedonia,Bulgaria,2045-2050,0.0,20000.0,400.0,400.0,0.0,3059.316480149545,91.77949440448698
Macedonia,Bulgaria,2050-2055,0.0,20000.0,400.0,400.0,0.0,3056.8370047762673,91.7051101432879
Macedonia,Bulgaria,2055-2060,0.0,20000.0,400.0,400.0,0.0,3024.651023164087,90.73953069492265
Romania,Bulgaria,2020-2025,0.0,20000,300.0,300.0,0.0,2627.9357831287075,78.83807349386123
Romania,Bulgaria,2025-2030,599.9999980954339,20000.0,899.9999980954339,900.0,174412148.47842702,6982.47943260567,209.47438297817018
Romania,Bulgaria,2030-2035,2.0428395872152337e-08,20000.0,899.9999981153439,1900.0,0.004056497711195874,2728.492126990364,81.85476380971092
Romania,Bulgaria,2035-2040,4.915064407820787e-08,20000.0,899.9999981639762,1900.0,0.007179312650683926,2339.5264886130826,70.18579465839255
Romania,Bulgaria,2040-2045,1.4816970709843646e-07,20000.0,899.9999983116277,3400.0,0.015547337323778635,2934.4440479217283,88.0333214376519
Romania,Bulgaria,2045-2050,71.14712495920162,20000.0,971.1471232703109,3400.0,5172136.486212809,4605.266084421369,138.15798253264117
Romania,Bulgaria,2050-2055,140.3542397600962,20000.0,1111.5013630298888,3400.0,6658549.477346079,4795.399911418962,143.86199734256857
Romania,Bulgaria,2055-2060,121.27085826588929,20000.0,1232.7722212952597,3400.0,3353481.3412127206,4939.148518065634,148.17445554196888
Serbia,Bulgaria,2020-2025,0.0,20000,500.0,500.0,0.0,4352.951666306343,130.588549989191
Serbia,Bulgaria,2025-2030,843.9999983403845,20000.0,1343.9999983403845,1344.0,272784542.0672383,11355.384059474749,340.6615217842425
Serbia,Bulgaria,2030-2035,499.9999669827369,20000.0,1843.9999653240868,1844.0,110392297.84988374,14387.696896377432,431.6309068913239
Serbia,Bulgaria,2035-2040,2.5605471310208386e-05,20000.0,1843.999990937353,1844.0,4.158514837357427,12529.807206572683,375.89421619718144
Serbia,Bulgaria,2040-2045,1.8089345109199416e-07,20000.0,1843.999991123871,2574.0,0.021104315514398495,11326.437177428952,339.7931153228695
Serbia,Bulgaria,2045-2050,42.0116897007086,20000.0,1886.011680814389,2574.0,3395741.315515137,9722.807454844793,291.6842236453447
Serbia,Bulgaria,2050-2055,6.579618937715513e-07,20000.0,1886.0116814496023,2574.0,0.03470616799927426,12401.43890479592,372.0431671438787
Serbia,Bulgaria,2055-2060,1.0127754476141587e-07,20000.0,1886.0116815705958,2574.0,0.0031138983770704664,12456.07358629649,373.6822075888952
Germany,Switzerland,2020-2025,0.0,20000.0,4600.0,4600.0,0.0,23821.54117449694,714.6462352349055
Germany,Switzerland,2025-2030,799.9999957128165,20000.0,5399.999995712817,5400.0,0.0,41795.08517279346,1253.8525551838065
Germany,Switzerland,2030-2035,3099.999994390928,20000.0,8499.999988780704,8500.0,0.0,70895.05764348162,2126.851729304456
Germany,Switzerland,2035-2040,1.546763085326106e-08,20000.0,8499.999988771755,8500.0,0.0,60854.60141345149,1825.6380424035465
