BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
Switzerland,Austria,2020-2025,0.0,20000,1200.0,1200.0,0.0,1954.4162519881781,58.63248755964545
Switzerland,Austria,2025-2030,0.0,20000.0,1200.0,1200.0,0.0,3870.70035621673,116.12101068650168
Switzerland,Austria,2030-2035,3.513400770316366e-07,20000.0,1200.00000035134,2200.0,0.16199932975084233,4745.568325130128,142.36704975390387
Switzerland,Austria,2035-2040,999.9999320526202,20000.0,2199.9999323966513,2200.0,339173708.12411875,10899.380447764494,326.9814134329353
Switzerland,Austria,2040-2045,999.9999457500344,20000.0,3199.9998781886475,3200.0,243649279.2127325,16879.592049871917,506.3877614961571
Switzerland,Austria,2045-2050,5.878678060572033e-07,20000.0,3199.9998787371073,3200.0,0.09923408155664994,15170.194344964017,455.10583034892056
Switzerland,Austria,2050-2055,5.587100789231042e-06,20000.0,3199.9998844344955,3200.0,0.6154732136262776,17040.161157571012,511.20483472712965
Switzerland,Austria,2055-2060,4.364508866585772e-07,20000.0,3199.999884737889,3200.0,0.028024855287051148,12308.42359476709,369.25270784301307
CzechR,Austria,2020-2025,0.0,20000,900.0,900.0,0.0,4773.694129530474,143.21082388591404
CzechR,Austria,2025-2030,0.0,20000.0,900.0,900.0,0.0,1839.4932539582226,55.184797618746785
CzechR,Austria,2030-2035,999.9998387554313,20000.0,1899.9998387554313,1900.0,168954049.52558756,5876.883488374026,176.30650465122096
CzechR,Austria,2035-2040,0.00012512124856084602,20000.0,1899.9999638722568,1900.0,15.550216089756914,10822.448768031401,324.6734630409427
CzechR,Austria,2040-2045,9.798118408184914e-08,20000.0,1899.999963965815,1900.0,0.00874764173640759,10442.51094092482,313.27532822774424
CzechR,Austria,2045-2050,8.432912590129507e-08,20000.0,1899.9999640457208,1900.0,0.005216052165135747,12013.98983748171,360.4196951244511
CzechR,Austria,2050-2055,9.947013717825022e-08,20000.0,1899.999964140768,1900.0,0.0040151198874983545,10574.984699929102,317.2495409978736
CzechR,Austria,2055-2060,2.0709031649784152e-07,20000.0,1899.999964343435,1900.0,0.004872489819874548,11246.96891900374,337.40906757011203
