BetweenNode,AndNode,Period,transmissionInvCap_MW,transmissionInvCapMax_MW,transmissionInstalledCap_MW,transmissionInstalledCapMax_MW,DiscountedInvestmentCost_Euro,transmissionExpectedAnnualVolume_GWh,ExpectedAnnualLosses_GWh
France,Belgium,2030-2035,2999.999385595833,20000.0,6349.999348965728,6350.0,0.0,13578.344739989692,407.3503421996922
France,Belgium,2035-2040,0.00015901706742762337,20000.0,6349.999508039052,6350.0,0.0,14032.789268868393,420.9836780660521
France,Belgium,2040-2045,1000.0001494000898,20000.0,7349.999657282092,7350.0,0.0,31978.17528374996,959.3452585125024
France,Belgium,2045-2050,2.9398245847116818e-06,20000.0,7349.999660242103,7350.0,0.0,20263.87553742943,607.9162661228855
France,Belgium,2050-2055,3.594817513957666e-05,20000.0,7349.99969617201,7350.0,0.0,29156.023666242207,874.6807099872683
France,Belgium,2055-2060,0.0003035539212962204,20000.0,7350.0,7350.0,0.0,23583.415572269932,707.5024671680972
GreatBrit.,Belgium,2020-2025,0.0,20000.0,1000.0,1000.0,0.0,4444.596589981109,133.3378976994336
GreatBrit.,Belgium,2025-2030,0.0,20000.0,1000.0,1000.0,0.0,3689.5844156980033,110.68753247094031
GreatBrit.,Belgium,2030-2035,0.0,20000.0,1000.0,1000.0,0.0,3809.2617452300165,114.27785235690064
GreatBrit.,Belgium,2035-2040,0.0,20000.0,1000.0,1000.0,0.0,4696.956301542487,140.90868904627442
GreatBrit.,Belgium,2040-2045,0.0,20000.0,1000.0,1000.0,0.0,5019.175054326965,150.57525162980926
GreatBrit.,Belgium,2045-2050,0.0,20000.0,1000.0,1000.0,0.0,5127.871456051052,153.83614368153147
GreatBrit.,Belgium,2050-2055,0.0,20000.0,1000.0,1000.0,0.0,5925.874872227112,177.77624616681408
GreatBrit.,Belgium,2055-2060,0.0,20000.0,1000.0,1000.0,0.0,5123.961813016702,153.71885439050138
Luxemb.,Belgium,2020-2025,0.0,20000.0,680.0,680.0,0.0,2371.2816704511556,71.13845011353453
Luxemb.,Belgium,2025-2030,499.9999612278734,20000.0,1179.9999612278734,1180.0,0.0,7654.403411848035,229.63210235544148
Luxemb.,Belgium,2030-2035,499.9993225122939,20000.0,1679.9992837269676,1680.0,0.0,9030.318226225154,270.90954678675496
Luxemb.,Belgium,2035-2040,9.769398138731233e-05,20000.0,1679.9993814116392,1680.0,0.0,8415.300648500197,252.45901945500623
Luxemb.,Belgium,2040-2045,0.00020429190799923952,20000.0,1679.9995855447871,1680.0,0.0,7670.081295899686,230.10243887699176
Luxemb.,Belgium,2045-2050,1.1948010223186336e-06,20000.0,1679.9995868815301,1680.0,0.0,4709.615861440098,141.2884758432037
Luxemb.,Belgium,2050-2055,3.908970558899627e-06,20000.0,1679.99959092597,1680.0,0.0,4957.418003866659,148.72254011599952
Luxemb.,Belgium,2055-2060,0.0004091701717321913,20000.0,1680.0,1680.0,0.0,3640.6929631936428,109.22078889580938
Netherlands,Belgium,2020-2025,0.0,20000.0,2400.0,2400.0,0.0,3910.7160329909025,117.32148098972756
Netherlands,Belgium,2025-2030,0.0,20000.0,2400.0,2400.0,0.0,4232.031665465168,126.96094996395503
Netherlands,Belgium,2030-2035,1549.9984437784117,20000.0,3949.9984437784115,3950.0,0.0,5321.094580336753,159.63283741010258
Netherlands,Belgium,2035-2040,0.0009060417036135489,20000.0,3949.999349810776,3950.0,0.0,5615.159821427462,168.45479464282369
Netherlands,Belgium,2040-2045,0.0003324850343142753,20000.0,3949.9996822864705,3950.0,0.0,12467.049526433713,374.0114857930116
Netherlands,Belgium,2045-2050,4.010206588150885e-06,20000.0,3949.9996862873377,3950.0,0.0,9801.086024321128,294.0325807296347
Netherlands,Belgium,2050-2055,9.951165305659503e-06,20000.0,3949.9996962291634,3950.0,0.0,13880.134959601564,416.4040487880461
Netherlands,Belgium,2055-2060,0.00030373347849484074,20000.0,3950.0,3950.0,0.0,12409.620708618144,372.28862125854494
NO2,Belgium,2020-2025,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2025-2030,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2030-2035,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2035-2040,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2040-2045,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2045-2050,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2050-2055,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
NO2,Belgium,2055-2060,0.0,20000.0,0.0,0.0,0.0,0.0,0.0
Greece,Bulgaria,2020-2025,0.0,20000,600.0,600.0,0.0,5080.977052141274,152.42931156423828
Greece,Bulgaria,2025-2030,799.9999818676997,20000.0,1399.9999818676997,1400.0,413859327.3059658,11970.242686402315,359.10728059206895
Greece,Bulgaria,2030-2035,2.483745037590982e-08,20000.0,1399.9999818831975,1400.0,0.008777306618372362,10918.622995734004,327.5586898720196
Greece,Bulgaria,2035-2040,5.3220158019851534e-08,20000.0,1399.9999819270781,1400.0,0.013834615728107515,10953.531444713986,328.6059433414197
Greece,Bulgaria,2040-2045,999.9999653736377,20000.0,2399.999947020195,2400.0,186738502.33117518,17554.67637815804,526.6402913447414
Greece,Bulgaria,2045-2050,3.3737828181360985e-07,20000.0,2399.9999476952016,2400.0,0.043648269626193635,18256.23775692605,547.687132707781
Greece,Bulgaria,2050-2055,1.5466841471759698e-07,20000.0,2399.999947807754,2400.0,0.013058491680053456,18568.765618222373,557.0629685466711
Greece,Bulgaria,2055-2060,8.509453187609146e-08,20000.0,2399.9999478405744,2400.0,0.004187727211332209,17290.893280904784,518.7267984271434
Macedonia,Bulgaria,2020-2025,0.0,20000,400.0,400.0,0.0,3327.8728030259426,99.83618409077887
Macedonia,Bulgaria,2025-2030,0.0,20000.0,400.0,400.0,0.0,3468.7423183296187,104.06226954988888
Macedonia,Bulgaria,2030-2035,0.0,20000.0,400.0,400.0,0.0,3400.8254040352654,102.02476212105817
Macedonia,Bulgaria,2035-2040,0.0,20000.0,400.0,400.0,0.0,3169.4647438163365,95.08394231449013
Macedonia,Bulgaria,2040-2045,0.0,20000.0,400.0,400.0,0.0,2807.445083596903,84.22335250790718
Macedonia,Bulgaria,2045-2050,0.0,20000.0,400.0,400.0,0.0,3207.544290140008,96.22632870420043
Macedonia,Bulgaria,2050-2055,0.0,20000.0,400.0,400.0,0.0,2990.227023166102,89.7068106949831
Macedonia,Bulgaria,2055-2060,0.0,20000.0,400.0,400.0,0.0,3016.9966753688554,90.5099002610657
Romania,Bulgaria,2020-2025,0.0,20000,300.0,300.0,0.0,2103.077918904404,63.09233756713217
Romania,Bulgaria,2025-2030,599.9999761442609,20000.0,899.9999761442609,900.0,174412142.09750828,6967.069984897679,209.01209954693027
Romania,Bulgaria,2030-2035,3.6461041861283474e-06,20000.0,899.9999797810257,1900.0,0.7240124666848361,3119.7202502183018,93.59160750654907
Romania,Bulgaria,2035-2040,7.716880996305309e-07,20000.0,899.9999805433745,1900.0,0.11271856635783306,3237.309189813336,97.11927569440044
Romania,Bulgaria,2040-2045,23.460133736182076,20000.0,923.4601142599442,3400.0,2461654.409663275,3728.3655258400986,111.85096577520335
Romania,Bulgaria,2045-2050,2.409643786328318e-06,20000.0,923.4601166705213,3400.0,0.17517231445671796,3933.2101419069254,117.99630425720771
Romania,Bulgaria,2050-2055,52.30567851921615,20000.0,975.7657951674603,3400.0,2481435.181164919,4599.804377493962,137.99413132481897
Romania,Bulgaria,2055-2060,2.8453019607715894e-06,20000.0,975.7657980163599,3400.0,0.07868062593111329,4657.221417772478,139.71664253317468
Serbia,Bulgaria,2020-2025,0.0,20000,500.0,500.0,0.0,3291.2266691774103,98.73680007532228
Serbia,Bulgaria,2025-2030,843.999977585022,20000.0,1343.999977585022,1344.0,272784535.359013,11529.297208859114,345.878916265773
Serbia,Bulgaria,2030-2035,499.99961700691676,20000.0,1843.9995945836058,1844.0,110392220.5806087,14450.16955644193,433.50508669325774
Serbia,Bulgaria,2035-2040,0.0003201952661535812,20000.0,1843.9999147177712,1844.0,52.002040853683525,10668.512363853582,320.0553709156085
Serbia,Bulgaria,2040-2045,4.1815670932732064e-07,20000.0,1843.9999151845293,2574.0,0.04878513331927338,7692.761589118161,230.7828476735446
Serbia,Bulgaria,2045-2050,6.470516915452013e-05,20000.0,1843.9999798546664,2574.0,5.230020924906851,10869.798132448705,326.0939439734612
Serbia,Bulgaria,2050-2055,2.954983932453428e-07,20000.0,1843.999980219487,2574.0,0.015586946564187033,8652.289279052642,259.56867837158023
Serbia,Bulgaria,2055-2060,1.092236377323451e-06,20000.0,1843.9999812423625,2574.0,0.03358210441156504,9895.839707877592,296.87519123632785
Germany,Switzerland,2020-2025,0.0,20000.0,4600.0,4600.0,0.0,26624.231912229567,798.7269573668877
Germany,Switzerland,2025-2030,799.9999372170506,20000.0,5399.9999372170505,5400.0,0.0,40806.618177154196,1224.1985453146294
Germany,Switzerland,2030-2035,3099.9998844498978,20000.0,8499.999821560425,8500.0,0.0,71311.01008623393,2139.3303025870246
Germany,Switzerland,2035-2040,1.326580139451729e-07,20000.0,8499.99982159484,8500.0,0.0,64632.63269370607,1938.9789808111798
Germany,Switzerland,2040-2045,9.075220038965219e-08,20000.0,8499.999821888265,8500.0,0.0,45102.22178274245,1353.066653482274
Germany,Switzerland,2045-2050,1.3100809838611961e-07,20000.0,8499.999821940473,8500.0,0.0,44838.523568869154,1345.1557070660742
Germany,Switzerland,2050-2055,2.595438595395108e-07,20000.0,8499.999822235444,8500.0,0.0,46327.753749187694,1389.83261247563
Germany,Switzerland,2055-2060,0.00017771908956327483,20000.0,8500.0,8500.0,0.0,44332.653445488395,1329.9796033646462
France,Switzerland,2020-2025,0.0,20000,3150.0,3150.0,0.0,15256.247493240207,457.6874247972082
France,Switzerland,2025-2030,2.0852939996984787e-07,20000.0,2750.0000002085294,3150.0,0.08958952826161964,4783.322200740926,143.4996660222278
France,Switzerland,2030-2035,1293.144275483648,20000.0,4043.144275690002,4650.0,379514544.9245965,19936.605831849272,598.0981749554757
France,Switzerland,2035-2040,8.16875594157127e-05,20000.0,4043.1443573407832,4650.0,17.634942485111686,15222.488018013662,456.6746405404105
France,Switzerland,2040-2045,3.291942547170196e-06,20000.0,4043.1443606569183,6650.0,0.5105206568474022,21929.784482013274,657.8935344603971
France,Switzerland,2045-2050,6.409793673660072e-07,20000.0,4043.144361269729,6650.0,0.0688685826775118,21183.025913113266,635.4907773933983
France,Switzerland,2050-2055,8.12003266143007e-07,20000.0,4043.144362052022,6650.0,0.05693460925926584,20915.097336039493,627.4529200811872
France,Switzerland,2055-2060,9.37086215450249e-07,20000.0,4043.1443630034346,6650.0,0.03829865001231302,20474.907151482366,614.2472145444711
Italy,Switzerland,2020-2025,0.0,20000,4240.0,4240.0,0.0,21853.26698421507,655.5980095264513
Italy,Switzerland,2025-2030,0.0,20000.0,4240.0,4240.0,0.0,16792.768591561526,503.7830577468465
Italy,Switzerland,2030-2035,1.273310772376135e-07,20000.0,4240.000000127331,5440.0,0.05879677193089362,24470.36288676138,734.1108866028435
Italy,Switzerland,2035-2040,1.5865779175557713e-07,20000.0,4240.000000276649,5440.0,0.053891113683703015,20792.833541716685,623.7850062514993
Italy,Switzerland,2040-2045,1.3110294403913325e-05,20000.0,4240.000013377604,5440.0,3.198977187122823,25930.771193041885,777.9231357912562
Italy,Switzerland,2045-2050,5.038299792899373e-07,20000.0,4240.000013872094,5440.0,0.08517236905042619,20710.731347710887,621.3219404313261
Italy,Switzerland,2050-2055,1.462400688485527e-06,20000.0,4240.000015325156,5440.0,0.16133276522073356,21740.29623229884,652.2088869689646
Italy,Switzerland,2055-2060,3.262032922888169e-07,20000.0,4240.000015642019,5440.0,0.020976348161791225,18660.8157560818,559.8244726824548
Germany,CzechR,2020-2025,0.0,20000.0,2100.0,2100.0,0.0,5957.378970997543,178.721369129926
Germany,CzechR,2025-2030,499.99817231094147,20000.0,2599.9981723109413,2600.0,0.0,5291.665076836105,158.7499523050835
Germany,CzechR,2030-2035,500.0014390832193,20000.0,3099.9996113737234,3100.0,0.0,8734.796089256924,262.0438826777068
Germany,CzechR,2035-2040,0.00032153217127971987,20000.0,3099.999932896793,3100.0,0.0,10577.992366289685,317.33977098869036
Germany,CzechR,2040-2045,1149.9999933969473,20000.0,4249.999926237643,4250.0,0.0,13429.877528660827,402.89632585982423
Germany,CzechR,2045-2050,5.442073366566427e-06,20000.0,4249.999931651531,4250.0,0.0,34594.57344728691,1037.8372034186102
Germany,CzechR,2050-2055,3.874041624359487e-06,20000.0,4249.999935643707,4250.0,0.0,34119.26629170136,1023.5779887510408
Germany,CzechR,2055-2060,6.436060561261789e-05,20000.0,4250.0,4250.0,0.0,33439.070819051194,1003.1721245715339
Poland,CzechR,2020-2025,0.0,20000,800.0,800.0,0.0,4217.156628747336,126.51469886242023
Poland,CzechR,2025-2030,0.0,20000.0,800.0,800.0,0.0,2182.715198081739,65.48145594245234
Poland,CzechR,2030-2035,0.0,20000.0,800.0,800.0,0.0,2487.244649713201,74.6173394913964
Poland,CzechR,2035-2040,0.0,20000.0,800.0,800.0,0.0,1555.0442037342573,46.65132611202772
Poland,CzechR,2040-2045,3.743774072972883e-06,20000.0,800.0000037437741,1800.0,0.6884537318487914,1431.754369049856,42.952631071495766
Poland,CzechR,2045-2050,8.16452252251798e-06,20000.0,800.0000118989573,1800.0,1.040188242072181,1916.0307677210037,57.480923031630255
Poland,CzechR,2050-2055,3.1168870524319255e-07,20000.0,800.0000122013064,1800.0,0.025914550908956793,2696.914580680468,80.90743742041414
Poland,CzechR,2055-2060,5.607072692607144e-07,20000.0,800.0000127526743,1800.0,0.027173410945782416,3407.857908727477,102.23573726182454
Slovakia,CzechR,2020-2025,0.0,20000,1800.0,1800.0,0.0,3363.108701957238,100.89326105871687
Slovakia,CzechR,2025-2030,0.0,20000.0,1800.0,1800.0,0.0,3395.980213160841,101.87940639482534
Slovakia,CzechR,2030-2035,0.0,20000.0,1800.0,1800.0,0.0,3071.7701109086684,92.15310332726042
Slovakia,CzechR,2035-2040,0.0,20000.0,1800.0,1800.0,0.0,3042.570993106193,91.27712979318554
Slovakia,CzechR,2040-2045,2.378023282290087e-06,20000.0,1800.0000023780233,2300.0,0.24360330328868238,2266.722306421195,68.00166919263611
Slovakia,CzechR,2045-2050,1.691062866455607e-07,20000.0,1800.00000253779,2300.0,0.01200170220983998,2589.102745236978,77.67308235710935
Slovakia,CzechR,2050-2055,1.1360181209771504e-06,20000.0,1800.000003664469,2300.0,0.05261503041818627,2447.850925762142,73.43552777286389
Slovakia,CzechR,2055-2060,4.393552357782161e-07,20000.0,1800.0000040944847,2300.0,0.011861120583462505,2839.419078752101,85.18257236256315
Denmark,Germany,2020-2025,0.0,20000.0,2765.0,2765.0,0.0,10309.320013129223,309.27960039387614
Denmark,Germany,2025-2030,1999.9998290930935,20000.0,4764.9998290930935,4765.0,0.0,26695.24639390273,800.8573918170821
Denmark,Germany,2030-2035,7.173871600713171e-05,20000.0,4764.9999008224695,4765.0,0.0,31188.473597755074,935.6542079326554
Denmark,Germany,2035-2040,8.697563389859133e-08,20000.0,4764.999900900107,4765.0,0.0,27618.24953675509,828.5474861026507
Denmark,Germany,2040-2045,1.1533670375494995e-07,20000.0,4764.999901006103,4765.0,0.0,24207.008625009894,726.2102587502984
Denmark,Germany,2045-2050,1.9207570664035407e-07,20000.0,4764.999901188839,4765.0,0.0,23503.860115778705,705.1158034733631
Denmark,Germany,2050-2055,8.350886382132594e-07,20000.0,4764.999902014589,4765.0,0.0,26972.93535771574,809.1880607314745
Denmark,Germany,2055-2060,9.793871384312511e-05,20000.0,4765.0,4765.0,0.0,27969.155788750184,839.0746736625077
France,Germany,2020-2025,0.0,20000.0,2300.0,2300.0,0.0,13974.444411600003,419.2333323480013
France,Germany,2025-2030,0.0,20000.0,2300.0,2300.0,0.0,16271.18563449543,488.1355690348632
France,Germany,2030-2035,1799.9999038200015,20000.0,4099.999903820001,4100.0,0.0,35452.64740252306,1063.5794220756884
