Node,StorageType,Period,storPWInvCap_MW,storPWInstalledCap_MW,storENInvCap_MWh,storENInstalledCap_MWh,DiscountedInvestmentCostPWEN_EuroPerMWMWh,ExpectedAnnualDischargeVolume_GWh,ExpectedAnnualLossesChargeDischarge_GWh
Austria,HydroPumpStorage,2020-2025,4.2674400901887566e-08,3503.0000000426744,3.255334740970284e-05,124704.00003255335,3.462909598965776,1923.7854063900852,480.946351510869
Austria,HydroPumpStorage,2025-2030,1.232976017753443e-06,3503.000001174278,9.453676582918178e-06,124704.00004180433,1.7921287332296791,2574.640401538088,643.660100331764
Austria,HydroPumpStorage,2030-2035,886.6286157851414,4389.628616858096,2.3139621470607337e-05,124704.00006474115,571528712.6005454,7067.848859822211,1766.9622162646122
Austria,HydroPumpStorage,2035-2040,864.8707828002978,5254.499397967039,3.4721714627338503e-06,124704.00006801057,436818516.0499458,9741.874787593586,2435.468696879228
Austria,HydroPumpStorage,2040-2045,2.488509156403448e-06,5254.499402062679,5.2794656531289665e-06,124704.0000730873,1.0555110654210564,11272.338412431996,2818.084603059637
Austria,HydroPumpStorage,2045-2050,1.2005864866039026e-06,5254.4994016768105,9.959464347364647e-06,124704.00005049343,0.5015855607328968,10465.82465706516,2616.4561642290573
Austria,HydroPumpStorage,2050-2055,1.8350543657324758e-05,5254.499420219586,1.0161513330038077e-05,124704.00005120125,2.5777937709930914,10047.314725381977,2511.8286813053396
Austria,HydroPumpStorage,2055-2060,886.6268435213905,5254.497647955967,2.805032686865235e-05,124704.00005611197,51845080.559764184,10407.65612002811,2601.9140299704477
Austria,Li-Ion_BESS,2020-2025,0.0031991994678075763,0.0031991994678075763,0.006398398935615153,0.006398398935615153,1888.540418279323,0.009230712023262358,0.001025627293255993
Austria,Li-Ion_BESS,2025-2030,0.036044812329571595,0.03924391042471515,0.07208962465920173,0.0784878208494303,13558.950926388481,0.03156146836498176,0.0035068221410543277
Austria,Li-Ion_BESS,2030-2035,1.8596533680462787e-05,0.03926240558587069,3.7193067244581825e-05,0.07852481117174138,5.398821502225658,0.05316914955217745,0.005907675683919727
Austria,Li-Ion_BESS,2035-2040,361.63297098675866,361.6690341907223,723.2659420331908,723.3380683814446,82259959.83281651,277.17975035889845,30.79775003201788
Austria,Li-Ion_BESS,2040-2045,2466.408940408544,2828.041929760136,4932.817880860892,5656.083859520272,439581153.57602614,2051.15925238398,227.90658359029914
Austria,Li-Ion_BESS,2045-2050,7077.179106213809,9905.221017391355,14154.358212355124,19810.44203478271,988297438.4608771,7335.274887610742,815.0305430598461
Austria,Li-Ion_BESS,2050-2055,0.00018319478101617366,9543.588229620826,0.0003663777205101751,19087.17645924165,14.91123314036103,6645.832106823888,738.4257896395162
Austria,Li-Ion_BESS,2055-2060,4.851802554606579e-05,7077.179337711755,9.703765570493284e-05,14154.35867542351,1.734987287238049,4960.452327991738,551.161369768985
BosniaH,HydroPumpStorage,2020-2025,9.800584848562721e-06,440.00000980058485,1.986730239877943e-06,2199.3400019867304,10.499220766178027,21.482553203112463,5.370638273433845
BosniaH,HydroPumpStorage,2025-2030,1.5522978392987955e-07,440.00000985444166,4.456454869436019e-06,2199.340006240441,0.49434157238885496,293.58123608747104,73.39530899520096
BosniaH,HydroPumpStorage,2030-2035,1.5982965781386244e-06,440.000011351366,0.00033461653079748754,2199.3403406542257,22.59995615162128,552.4539029765557,138.11347571773933
BosniaH,HydroPumpStorage,2035-2040,9.627408658551492e-07,440.00001221273413,219.93314963674305,2419.273491761368,11108119.054538235,563.954125731235,140.98853140559837
BosniaH,HydroPumpStorage,2040-2045,6.542082465297328e-07,440.0000127655698,1.5869590135301693e-05,2419.27350375057,0.7842239570838516,612.6820395584306,153.17050986256476
BosniaH,HydroPumpStorage,2045-2050,1.978191900282965e-06,440.0000049431769,9.859583608562982e-06,2419.2735098213348,0.676873520257935,667.041590280378,166.7603975446115
BosniaH,HydroPumpStorage,2050-2055,1.0095269781031384e-06,440.0000057974741,3.2717955020240893e-05,2419.273541889433,0.5698631814254347,640.5979553084493,160.14948879970734
BosniaH,HydroPumpStorage,2055-2060,2.616662387192152e-06,440.0000068158398,8.520562437098446e-05,2419.273293129064,0.6512438920837397,621.6426411296557,155.41066025612827
BosniaH,Li-Ion_BESS,2020-2025,0.003116470399245143,0.003116470399245143,0.006232940798490286,0.006232940798490286,1839.704079276733,0.008853881603036481,0.0009837584634380817
BosniaH,Li-Ion_BESS,2025-2030,0.003676184956004237,0.006792553982574711,0.007352369911888432,0.013585107965149421,1382.8678301413713,0.012840096552694755,0.0014266713475747264
BosniaH,Li-Ion_BESS,2030-2035,0.057061688453576426,0.06385414106353471,0.11412337690743027,0.12770828212706942,16565.768477050548,0.07232267439172335,0.008035846725458805
BosniaH,Li-Ion_BESS,2035-2040,540.4693610738332,540.5300986263766,1080.9387221475893,1081.0601972527531,122939531.2276286,355.3584095386087,39.484267720433905
BosniaH,Li-Ion_BESS,2040-2045,0.0003461743096689291,540.5267687335485,0.0006923486060392181,1081.053537467097,61.69767604753049,374.98537237271563,41.665041368630725
BosniaH,Li-Ion_BESS,2045-2050,9.180404475483194e-05,540.4697988494647,0.0001836082422204482,1080.9395976989294,12.82004699899044,378.21578799634153,42.023976438243686
BosniaH,Li-Ion_BESS,2050-2055,949.081965227135,949.0824030022727,1898.1639304542189,1898.1648060045454,77253213.16942923,679.4691484856653,75.49657204781923
BosniaH,Li-Ion_BESS,2055-2060,0.0003944393131720527,949.0824512684269,0.0007888785287500598,1898.1649025368538,14.104802095776455,654.807992379695,72.75644359178527
