Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.04741520995548284,0.04741520995548284
EnergyhubEU,2025-2030,0.014399431079367815,0.0618145396622012
EnergyhubEU,2030-2035,30186.68741756806,30186.74923170256
EnergyhubEU,2035-2040,11147.92426147499,41334.673493136346
EnergyhubEU,2040-2045,22564.658528411623,63899.332021655624
EnergyhubEU,2045-2050,8.244444785692838e-06,63899.3320263871
EnergyhubEU,2050-2055,2.3062979517895128e-06,63899.332032753315
EnergyhubEU,2055-2060,2.1904415247791315e-06,63899.3320335787
EnergyhubNorth,2020-2025,0.043335885633710526,0.043335885633710526
EnergyhubNorth,2025-2030,0.008137082244783421,0.051472866505854135
EnergyhubNorth,2030-2035,0.13716661560339663,0.18863938073672096
EnergyhubNorth,2035-2040,432.23781338008854,432.42645265945794
EnergyhubNorth,2040-2045,56485.39798473959,56917.82444154134
EnergyhubNorth,2045-2050,4010.0222522463337,60927.84669462265
EnergyhubNorth,2050-2055,3.57951688734533e-06,60927.84670036981
EnergyhubNorth,2055-2060,3.7034565834121988e-06,60927.84670135859
EnergyhubCentral,2020-2025,0.051257795749409266,0.051257795749409266
EnergyhubCentral,2025-2030,0.014789376176897216,0.06604707055359042
EnergyhubCentral,2030-2035,45912.941364958715,45913.00741588716
EnergyhubCentral,2035-2040,2229.822406893425,48142.82982191584
EnergyhubCentral,2040-2045,12785.840567538131,60928.67040629232
EnergyhubCentral,2045-2050,1.0722293423015894e-05,60928.67039405477
EnergyhubCentral,2050-2055,2.6530833829693476e-06,60928.670396935304
EnergyhubCentral,2055-2060,2.1939634059343025e-06,60928.67040582736
