Period,genInstalledCap_MW
,Liginiteexisting,Lignite,LigniteCCSadv,Coalexisting,Coal,CoalCCSadv,Gasexisting,GasOCGT,GasCCGT,GasCCSadv,Oilexisting,Bioexisting,Bio10cofiring,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,Bio10cofiringCCS,LigniteCCSsup,CoalCCS,GasCCS,Waste
Initial,61315.0,0.0,0.0,71229.0,0.0,0.0,222718.99999999997,0.0,0.0,0.0,16049.0,34841.0,0.0,117634.0,243.0,937.0,98787.0,66582.0,0.0,190579.875,23904.559999999998,30.0,153954.0,0.0,0.0,0.0,0.0,10282.0
2020-2025,61315.0,28592.540115938158,0.0,71229.0,0.17848071691860806,0.0,222718.99999999997,0.11358129305623356,1968.2286939802252,0.0,16049.0,34841.0,12169.387657149735,117634.01083476047,243.0011087346976,937.0094281780283,98787.00217257011,74567.68020251836,0.02014124215917187,240929.4714102338,23904.62828172869,30.02999305868383,188540.67388427004,0.0,0.0,0.0,0.0,11271.849584940343
2025-2030,37732.307692307695,28592.540719593755,0.0,43833.23076923077,0.20596646539862348,0.0,152048.5480769231,9801.69662198969,146427.2654274538,0.0,8916.111111111117,24886.428571428572,12169.46422881743,84024.30821750822,243.00110788860613,1329.4162858569762,98787.00230702659,92066.3344678298,0.02279819530921069,595456.9760638097,23904.628311613254,30.042176096461457,315634.46103888075,0.0,0.0,0.0,0.0,11271.849638158983
2030-2035,25351.39423076923,28592.54472373602,0.0,29450.451923076922,0.21015324878593622,0.0,94227.26923076923,90913.16717555458,202704.3545075687,0.0,5349.666666666669,19909.14285714286,12169.468715992374,67219.458951032,243.00886845541956,1586.403781296756,99068.73543798385,107550.84441551659,0.05361048164468394,891562.2998235462,153442.89405655256,30.260909465117585,654114.6927362417,0.0,0.0,0.0,0.0,11271.849638146223
2035-2040,17687.01923076923,28592.544783641726,0.0,20546.826923076926,0.2110802028894518,0.0,21415.288461538465,165284.5996707882,243446.85204492876,0.0,3863.6481481481514,14931.857142857141,12169.469519677825,195696.75755231577,243.00887596400463,1661.3988723834088,102717.55789456861,118345.92890004355,0.3479351721179687,1038796.5144950503,211868.11468683387,3660.518638691932,826910.434661888,0.0,0.0,0.0,0.0,11271.849638597585
2040-2045,12263.0,28592.544834297743,0.0,14245.799999999997,0.21186075325060053,0.0,17817.519999999993,165284.6002789357,243446.85234516667,0.0,2407.35,9954.57142857143,12169.469822445282,189339.45783706993,2351.999264388744,1661.3991302589825,103275.4491077848,121088.01516101137,103179.97995510584,1562204.851834013,245033.53197902534,40604.07853459158,1219470.5387035168,0.0,0.0,0.0,0.0,10282.006766350527
2045-2050,3065.7500000000023,28592.544919061038,0.0,3561.4500000000035,0.21235952249877518,0.0,0.0,165284.60101299913,243446.85237317844,0.0,802.4500000000007,4977.2857142857165,12169.470062843558,244199.7992025767,2351.999446447149,1661.3994483006284,105962.6608700793,125687.75067105466,252522.16881999306,1727159.9300066023,251613.31698220148,51036.70538515073,1508599.6210627959,0.0,0.0,0.0,0.0,10282.007313187914
2050-2055,0.0,28592.545056331055,0.0,0.0,0.2145690762265252,0.0,0.0,165677.61090166465,241478.6261181384,0.0,0.0,0.0,12169.471178845015,227394.95755845783,2351.99944966636,1661.3989515679775,105969.50701708382,125687.75099136663,252522.1700409531,1664745.0245094323,251657.009250444,51885.845542543066,1585583.0605111732,0.0,0.0,0.0,0.0,10429.207266218127
2055-2060,0.0,28592.546011176935,0.0,0.0,0.22387816894571388,0.0,0.0,181431.8092184666,97824.65912267091,0.0,0.0,0.0,12169.475367412733,227394.9682139584,2351.9994584487317,1661.3983419437493,105969.50724234538,126491.70226201121,252522.17161508603,1564022.537381358,218462.45456179892,51885.68437213989,1519253.7350967105,0.0,0.0,0.0,0.0,10429.20736480966
""
Period,genExpectedAnnualProduction_GWh
,Liginiteexisting,Lignite,LigniteCCSadv,Coalexisting,Coal,CoalCCSadv,Gasexisting,GasOCGT,GasCCGT,GasCCSadv,Oilexisting,Bioexisting,Bio10cofiring,Nuclear,Wave,Geo,Hydroregulated,Hydrorun-of-the-river,Bio,Windonshore,Windoffshoregrounded,Windoffshorefloating,Solar,Bio10cofiringCCS,LigniteCCSsup,CoalCCS,GasCCS,Waste
2020-2025,352437.3264012581,199895.54131267103,0.0,360278.5537448554,0.8855704752388635,0.0,188520.64463526523,0.07378993738822318,6670.2910084121,0.0,176.42392536361928,798.061042397797,85022.79023786423,736573.4083596027,702.464618934261,6566.548015566284,269472.33344763983,306064.22793893825,0.025587615340319392,484813.5641359199,95533.51126749338,119.80509270994493,229818.10969859033,0.0,0.0,0.0,0.0,93768.0764112451
2025-2030,223693.0606382382,196688.50422413542,0.0,248055.65665193496,0.9927533193369333,0.0,117037.5488858946,1648.8031930620052,546299.002204413,0.0,185.01097641145245,3487.316089905561,79326.59621320346,530113.2217492885,702.4648261043352,9234.549197642928,257082.71112599832,335899.8450596875,0.038329158277726816,1431971.137309797,95088.43387509715,107.17259921257323,381583.46793523355,0.0,0.0,0.0,0.0,92281.84976043185
2030-2035,135904.1670948201,178853.9750448758,0.0,133050.62073424173,0.8425575549704085,0.0,51391.8434516137,10781.36899333812,573015.5833016834,0.0,44.3651689901747,2580.2624102636705,66169.59366240748,385348.0947334561,702.4704581520225,10682.59069296618,239888.22237280261,363512.76808662317,0.0628447058976672,1904379.4600881217,624454.1863915705,90.10714411001999,803308.6814378382,0.0,0.0,0.0,0.0,87005.30086522564
2035-2040,4392.127972562539,76273.86637662422,0.0,6618.176126605255,0.1578192120190821,0.0,10078.179422760157,9229.850419559047,561689.7207595364,0.0,47.45028617185757,22558.739438351233,27633.927062990744,1080560.6424218882,702.46323499466,10979.280568688971,238893.6382601635,362705.9297665524,0.5406757150251913,2272120.419022857,845643.9225840573,14478.473577152967,1077760.7116386958,0.0,0.0,0.0,0.0,60836.24541450867
2040-2045,10.416887722550603,3.004320694974928,0.0,18.919857936483787,0.024793880690542235,0.0,1171.5125085128266,1417.8728745551487,156144.3318279591,0.0,0.007372296869153081,17283.304987989264,1154.4708407492938,841909.7394885147,6798.212489224516,9495.496985105437,244432.30642204863,359493.7819039124,217840.65379095078,3116057.833766642,766532.409255678,157830.55602915373,1465652.2704654355,0.0,0.0,0.0,0.0,27009.849803015157
2045-2050,2.1097487230127,7.2690489256044675,0.0,11.196753016266452,0.028489694458658815,0.0,0.0,1063.7032833063408,136672.8942970313,0.0,0.008139657637422273,5404.056913583476,22.89372320562784,976632.4260722823,6797.974600037207,9221.033826401555,240735.04356130105,358009.68784906506,288377.3237829956,3139794.0419184077,873036.6450145824,173714.42538996533,1846285.8533575383,0.0,0.0,0.0,0.0,19558.046963635727
2050-2055,0.0,0.015982804132872654,0.0,0.0,0.0406502236831829,0.0,0.0,572.3199103048895,46884.27637191781,0.0,0.0,0.0,26.69303808266551,1092891.1709612433,6797.625474581139,9482.965833800907,242190.98271718048,361758.69723715755,351129.76871048636,2950275.5389856733,790311.7680110089,172454.25818384826,2012144.6198371134,0.0,0.0,0.0,0.0,42512.730456588164
2055-2060,0.0,186.37004433026698,0.0,0.0,0.041527033422869467,0.0,0.0,3084.386562916614,28582.91772542367,0.0,0.0,0.0,380.15774638657086,925900.2979013484,6785.123410227668,9645.938797453498,221450.550278617,377593.9491734227,284950.95026657375,3442310.317059686,770688.4911378521,185354.26565682396,1798653.3187372438,0.0,0.0,0.0,0.0,26272.82958109344
""
Period,storPWInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,58564.00054216015,0.15570342567115406
2025-2030,59037.71323588602,12095.825737283167
2030-2035,66580.1133893582,14103.304589835165
2035-2040,71914.80373854746,109039.8041279078
2040-2045,71914.80439493559,199108.62311150378
2045-2050,71914.8049325751,319434.1075942205
2050-2055,72149.90461334193,412537.76190734457
2055-2060,72122.89402454691,408598.1272808075
""
Period,storENInstalledCap_MW
,HydroPumpStorage,Li-Ion_BESS
2020-2025,2601010.7962486167,0.3114068513423081
2025-2030,2601277.938407373,24191.651474566333
2030-2035,2605704.620231351,28206.60917967033
2035-2040,2616916.9380036877,218079.6082558156
2040-2045,2616916.959451885,398217.24622300756
2045-2050,2617015.2602643445,638868.215188441
2050-2055,2617015.260854684,825075.5238146891
2055-2060,2617015.2526729153,817196.254561615
""
Period,storExpectedAnnualDischarge_GWh
,HydroPumpStorage,Li-Ion_BESS
2020-2025,31064.588972291516,0.44097028640305813
2025-2030,46871.40605398502,8377.204918353073
2030-2035,91892.65246748397,12049.681511303726
2035-2040,114979.76649977964,72804.91388286554
2040-2045,126692.21678016208,139507.21608148553
2045-2050,131296.49096571768,220895.7216477988
2050-2055,131112.14434851968,274339.3784653674
2055-2060,131041.35520551103,276133.1282027578
