Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.00782425116487792,0.00782425116487792
EnergyhubEU,2025-2030,0.001335903592187499,0.009160135507265667
EnergyhubEU,2030-2035,34124.38928027683,34124.39843648073
EnergyhubEU,2035-2040,16315.346230791938,50439.74466878663
EnergyhubEU,2040-2045,15024.54755400522,65464.29220645936
EnergyhubEU,2045-2050,1.3363530829221202e-06,65464.29220612359
EnergyhubEU,2050-2055,4.1140371853558516e-07,65464.2922010847
EnergyhubEU,2055-2060,3.9827372418892e-07,65464.29221934027
EnergyhubNorth,2020-2025,0.007270203237593565,0.007270203237593565
EnergyhubNorth,2025-2030,0.0008456949643782754,0.00811587895217516
EnergyhubNorth,2030-2035,0.021286149842406347,0.029402009544799202
EnergyhubNorth,2035-2040,659.6280488848826,659.6574508967208
EnergyhubNorth,2040-2045,57742.21668004252,58401.87390074131
EnergyhubNorth,2045-2050,2525.969378327254,60927.84342587554
EnergyhubNorth,2050-2055,5.169952063111574e-07,60927.8434087854
EnergyhubNorth,2055-2060,4.87985471615281e-07,60927.843412577204
EnergyhubCentral,2020-2025,0.008440179875659745,0.008440179875659745
EnergyhubCentral,2025-2030,0.0014931639646206321,0.009933324590487772
EnergyhubCentral,2030-2035,44151.75727432335,44151.767219664594
EnergyhubCentral,2035-2040,3276.750277917814,47428.5175120862
EnergyhubCentral,2040-2045,14817.088722313207,62245.60620639276
EnergyhubCentral,2045-2050,1.889528134451555e-06,62245.606205405275
EnergyhubCentral,2050-2055,4.3662661802517146e-07,62245.60623808697
EnergyhubCentral,2055-2060,3.731874076744621e-07,62245.60619693095
