Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.06523907845961331,0.06523907845961331
EnergyhubEU,2025-2030,0.006003729747158805,0.07124255190323253
EnergyhubEU,2030-2035,26249.76646910657,26249.837711958444
EnergyhubEU,2035-2040,19180.297975763257,45430.13568545651
EnergyhubEU,2040-2045,19126.173570853807,64556.309254891385
EnergyhubEU,2045-2050,1.1593579742245766e-05,64556.309267179575
EnergyhubEU,2050-2055,3.272224850066495e-06,64556.3092726292
EnergyhubEU,2055-2060,3.1450234508740958e-06,64556.30927436104
EnergyhubNorth,2020-2025,0.0599680161542333,0.0599680161542333
EnergyhubNorth,2025-2030,0.004507076221253304,0.06447483607197774
EnergyhubNorth,2030-2035,0.16399120990858693,0.2284657896772329
EnergyhubNorth,2035-2040,296.7236094241199,296.9520749574236
EnergyhubNorth,2040-2045,55347.42211983602,55644.37418882587
EnergyhubNorth,2045-2050,5283.519789386223,60927.893969999604
EnergyhubNorth,2050-2055,4.081454935110075e-06,60927.893972298916
EnergyhubNorth,2055-2060,4.178461472191485e-06,60927.89399299964
EnergyhubCentral,2020-2025,0.0689076883053449,0.0689076883053449
EnergyhubCentral,2025-2030,0.007405858953917527,0.0763132909559003
EnergyhubCentral,2030-2035,44196.789454647085,44196.86577060288
EnergyhubCentral,2035-2040,3272.481108941893,47469.34687990318
EnergyhubCentral,2040-2045,13657.522033940217,61126.86891318307
EnergyhubCentral,2045-2050,1.4589665010165183e-05,61126.86892307909
EnergyhubCentral,2050-2055,3.59030646367014e-06,61126.8689349227
EnergyhubCentral,2055-2060,3.0438170375591115e-06,61126.86893471033
