Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.010430425977572393,0.010430425977572393
EnergyhubEU,2025-2030,4.0200561585806096e-07,0.010430803695651787
EnergyhubEU,2030-2035,7834.634779521342,7834.645185040071
EnergyhubEU,2035-2040,0.00041785680668194686,7834.6456153173185
EnergyhubEU,2040-2045,28196.86908704325,36031.51457825046
EnergyhubEU,2045-2050,12595.742967564938,48627.257490971395
EnergyhubEU,2050-2055,1.7000753904749751e-06,48627.25750899885
EnergyhubEU,2055-2060,5.203698750890751e-07,48627.257517790604
EnergyhubNorth,2020-2025,0.009513873213387144,0.009513873213387144
EnergyhubNorth,2025-2030,3.9122826144583556e-07,0.009514240154148626
EnergyhubNorth,2030-2035,0.028894011651195164,0.0384082275178072
EnergyhubNorth,2035-2040,0.04822425133710896,0.08663245456743039
EnergyhubNorth,2040-2045,6699.9077301770085,6699.994365011172
EnergyhubNorth,2045-2050,8575.244782737691,15275.239147502869
EnergyhubNorth,2050-2055,7.633068821151807e-06,15275.239166648402
EnergyhubNorth,2055-2060,6.283851396374727e-07,15275.239156297215
EnergyhubCentral,2020-2025,0.010958391051177033,0.010958391051177033
EnergyhubCentral,2025-2030,3.713105202879482e-07,0.010958738074182618
EnergyhubCentral,2030-2035,3567.6635347396714,3567.674493799945
EnergyhubCentral,2035-2040,7335.389127066003,10903.063621539792
EnergyhubCentral,2040-2045,17052.928918911755,27955.99254108616
EnergyhubCentral,2045-2050,7524.367213746173,35480.35975422991
EnergyhubCentral,2050-2055,6.718299288242128e-06,35480.35976509045
EnergyhubCentral,2055-2060,6.05943538115431e-07,35480.3597621272
