Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.034940816323330584,0.034940816323330584
EnergyhubEU,2025-2030,1.2114189057904683e-06,0.034942010998313046
EnergyhubEU,2030-2035,4985.77317288735,4985.808115442742
EnergyhubEU,2035-2040,2.7824098170956624e-05,4985.808142722688
EnergyhubEU,2040-2045,22674.368838142647,27660.17698147387
EnergyhubEU,2045-2050,2.7140505226069447e-05,27660.17700356158
EnergyhubEU,2050-2055,4.172977390053038e-06,27660.17701157143
EnergyhubEU,2055-2060,1.6623822936929845e-06,27660.177013495275
EnergyhubNorth,2020-2025,0.03319635983335826,0.03319635983335826
EnergyhubNorth,2025-2030,1.462886800697946e-06,0.03319780597623557
EnergyhubNorth,2030-2035,0.10592991376908802,0.13912770300135016
EnergyhubNorth,2035-2040,6.33389810387379e-06,0.13913402015554027
EnergyhubNorth,2040-2045,7064.257477739336,7064.396611786632
EnergyhubNorth,2045-2050,1042.4680214567866,8106.864632300081
EnergyhubNorth,2050-2055,4.267873573835074e-06,8106.864638598693
EnergyhubNorth,2055-2060,1.8904234954701627e-06,8106.864639346883
EnergyhubCentral,2020-2025,0.03660413021450819,0.03660413021450819
EnergyhubCentral,2025-2030,1.292834383960779e-06,0.0366054063049575
EnergyhubCentral,2030-2035,1.1633941389351004,1.199999533829823
EnergyhubCentral,2035-2040,3.90863769695241e-06,1.2000034203901033
EnergyhubCentral,2040-2045,2856.431775755583,2857.631779158307
EnergyhubCentral,2045-2050,0.02236957307494509,2857.6541465035684
EnergyhubCentral,2050-2055,4.7056499362218584e-06,2857.6541535469123
EnergyhubCentral,2055-2060,1.8186986317787516e-06,2857.654155204696
