Node,RESGeneratorType,Period,ExpectedAnnualCurtailment_GWh
CzechR,Hydrorun-of-the-river,2050-2055,52.99373176630644
CzechR,Hydrorun-of-the-river,2055-2060,519.377140340743
Germany,Hydrorun-of-the-river,2020-2025,0.00023501130083387322
Germany,Hydrorun-of-the-river,2025-2030,0.00015632723704807263
Germany,Hydrorun-of-the-river,2030-2035,0.0010908763077833493
Germany,Hydrorun-of-the-river,2035-2040,1802.8489835260623
Germany,Hydrorun-of-the-river,2040-2045,159.72936678944555
Germany,Hydrorun-of-the-river,2045-2050,431.25881510015944
Germany,Hydrorun-of-the-river,2050-2055,1182.4595286656565
Germany,Hydrorun-of-the-river,2055-2060,1456.567245324198
Denmark,Hydrorun-of-the-river,2020-2025,0.0002160460942095678
Denmark,Hydrorun-of-the-river,2025-2030,0.00010894227186987784
Denmark,Hydrorun-of-the-river,2030-2035,0.003780050804922602
Denmark,Hydrorun-of-the-river,2035-2040,0.007807657463612212
Denmark,Hydrorun-of-the-river,2040-2045,0.02707943812321223
Denmark,Hydrorun-of-the-river,2045-2050,0.023289801547389175
Denmark,Hydrorun-of-the-river,2050-2055,0.027737352167609173
Denmark,Hydrorun-of-the-river,2055-2060,0.035288907009331585
Estonia,Hydrorun-of-the-river,2020-2025,0.9676710571035145
Estonia,Hydrorun-of-the-river,2025-2030,11.239679048879088
Estonia,Hydrorun-of-the-river,2030-2035,12.626885963038136
Estonia,Hydrorun-of-the-river,2035-2040,15.388877097474467
Estonia,Hydrorun-of-the-river,2040-2045,29.9071145407287
Estonia,Hydrorun-of-the-river,2045-2050,39.91234703191955
Estonia,Hydrorun-of-the-river,2050-2055,34.26573147431831
Estonia,Hydrorun-of-the-river,2055-2060,27.258821531800344
Spain,Hydrorun-of-the-river,2020-2025,0.00047553988623511603
Spain,Hydrorun-of-the-river,2025-2030,3395.7049161009604
Spain,Hydrorun-of-the-river,2030-2035,4648.632258729696
Spain,Hydrorun-of-the-river,2035-2040,16635.511414371682
Spain,Hydrorun-of-the-river,2040-2045,1936.858201403464
Spain,Hydrorun-of-the-river,2045-2050,4174.785677330885
Spain,Hydrorun-of-the-river,2050-2055,16708.193949842225
Spain,Hydrorun-of-the-river,2055-2060,11071.484067018091
Finland,Hydrorun-of-the-river,2020-2025,0.00018491348960981432
Finland,Hydrorun-of-the-river,2025-2030,0.003347697434349744
Finland,Hydrorun-of-the-river,2030-2035,150.13830930644568
Finland,Hydrorun-of-the-river,2035-2040,1756.5962620853525
Finland,Hydrorun-of-the-river,2040-2045,387.94979501569173
Finland,Hydrorun-of-the-river,2045-2050,0.005707591429632022
Finland,Hydrorun-of-the-river,2050-2055,113.21725107104945
Finland,Hydrorun-of-the-river,2055-2060,0.007830220827483799
France,Hydrorun-of-the-river,2020-2025,0.00024399614595219937
France,Hydrorun-of-the-river,2025-2030,7192.669949574998
France,Hydrorun-of-the-river,2030-2035,0.002744558170232915
France,Hydrorun-of-the-river,2035-2040,15075.035106067933
France,Hydrorun-of-the-river,2040-2045,2231.4831403589733
France,Hydrorun-of-the-river,2045-2050,0.02631918704170827
France,Hydrorun-of-the-river,2050-2055,18213.815613159964
France,Hydrorun-of-the-river,2055-2060,10720.299230707202
Greece,Hydrorun-of-the-river,2020-2025,0.000299571891448686
Greece,Hydrorun-of-the-river,2025-2030,0.0018794972529941668
Greece,Hydrorun-of-the-river,2030-2035,0.009628890238710127
Greece,Hydrorun-of-the-river,2035-2040,0.013631804047129152
Greece,Hydrorun-of-the-river,2040-2045,0.023379403644143308
Greece,Hydrorun-of-the-river,2045-2050,0.04721461931457529
Greece,Hydrorun-of-the-river,2050-2055,0.0660304677000378
Greece,Hydrorun-of-the-river,2055-2060,150.77174272346306
Hungary,Hydrorun-of-the-river,2020-2025,0.0003451247499398816
Hungary,Hydrorun-of-the-river,2025-2030,32.892281783796044
Hungary,Hydrorun-of-the-river,2030-2035,95.32463772697778
Hungary,Hydrorun-of-the-river,2035-2040,209.9844586292397
Hungary,Hydrorun-of-the-river,2040-2045,404.2956667279265
Hungary,Hydrorun-of-the-river,2045-2050,317.9768168565421
Hungary,Hydrorun-of-the-river,2050-2055,516.2865476213158
Hungary,Hydrorun-of-the-river,2055-2060,502.0624443646946
Ireland,Hydrorun-of-the-river,2020-2025,57.33203860324774
Ireland,Hydrorun-of-the-river,2025-2030,20.91626960362529
Ireland,Hydrorun-of-the-river,2030-2035,0.008921577493278252
Ireland,Hydrorun-of-the-river,2035-2040,0.015118335020432095
Ireland,Hydrorun-of-the-river,2040-2045,0.034559284590159445
Ireland,Hydrorun-of-the-river,2045-2050,0.03466898263481926
Ireland,Hydrorun-of-the-river,2050-2055,85.55023800787009
Ireland,Hydrorun-of-the-river,2055-2060,125.26090535086027
Italy,Hydrorun-of-the-river,2020-2025,1035.2551733757791
Italy,Hydrorun-of-the-river,2025-2030,451.3905413272189
Italy,Hydrorun-of-the-river,2030-2035,4.773998312194339
Italy,Hydrorun-of-the-river,2035-2040,3465.1895216441726
Italy,Hydrorun-of-the-river,2040-2045,78.32431966847363
Italy,Hydrorun-of-the-river,2045-2050,316.13890373243476
Italy,Hydrorun-of-the-river,2050-2055,3718.80729442466
Italy,Hydrorun-of-the-river,2055-2060,798.4970252126999
Luxemb.,Hydrorun-of-the-river,2020-2025,0.00022697253224231346
Luxemb.,Hydrorun-of-the-river,2025-2030,2.4322417943348658
Luxemb.,Hydrorun-of-the-river,2030-2035,0.000976752097309563
Luxemb.,Hydrorun-of-the-river,2035-2040,25.259434866813205
Luxemb.,Hydrorun-of-the-river,2040-2045,5.3699433241516195
Luxemb.,Hydrorun-of-the-river,2045-2050,0.0875058911074458
Luxemb.,Hydrorun-of-the-river,2050-2055,31.9697192016508
Luxemb.,Hydrorun-of-the-river,2055-2060,34.07781290512016
Latvia,Hydrorun-of-the-river,2020-2025,0.00014432733495833435
Latvia,Hydrorun-of-the-river,2025-2030,0.0006284359228847733
Latvia,Hydrorun-of-the-river,2030-2035,467.89176518039505
Latvia,Hydrorun-of-the-river,2035-2040,0.0018716944619151395
Latvia,Hydrorun-of-the-river,2040-2045,823.325289778624
Latvia,Hydrorun-of-the-river,2045-2050,0.024836484964348884
Latvia,Hydrorun-of-the-river,2050-2055,0.016277583199512485
Latvia,Hydrorun-of-the-river,2055-2060,669.0973867889909
Netherlands,Hydrorun-of-the-river,2020-2025,0.0001975360459363842
Netherlands,Hydrorun-of-the-river,2025-2030,9.794293746963097e-05
Netherlands,Hydrorun-of-the-river,2030-2035,42.145732753168474
Netherlands,Hydrorun-of-the-river,2035-2040,134.6667303536999
Netherlands,Hydrorun-of-the-river,2040-2045,287.0693879744592
Netherlands,Hydrorun-of-the-river,2045-2050,189.14967027851367
Netherlands,Hydrorun-of-the-river,2050-2055,152.00915519781802
Netherlands,Hydrorun-of-the-river,2055-2060,279.8300974433887
Poland,Hydrorun-of-the-river,2020-2025,0.0002474023506486896
Poland,Hydrorun-of-the-river,2025-2030,306.5038031772296
Poland,Hydrorun-of-the-river,2030-2035,1157.2108226657542
Poland,Hydrorun-of-the-river,2035-2040,1051.6207967447635
Poland,Hydrorun-of-the-river,2040-2045,3150.5548528451823
Poland,Hydrorun-of-the-river,2045-2050,2454.5049830999915
Poland,Hydrorun-of-the-river,2050-2055,4051.6994910091807
Poland,Hydrorun-of-the-river,2055-2060,4594.5468088970365
Portugal,Hydrorun-of-the-river,2020-2025,0.0004689111596837128
Portugal,Hydrorun-of-the-river,2025-2030,0.002719683280794922
Portugal,Hydrorun-of-the-river,2030-2035,0.010323224284337795
Portugal,Hydrorun-of-the-river,2035-2040,0.025771255934686817
Portugal,Hydrorun-of-the-river,2040-2045,0.04609508771403114
Portugal,Hydrorun-of-the-river,2045-2050,0.057076564112873096
Portugal,Hydrorun-of-the-river,2050-2055,0.08676553148957575
Portugal,Hydrorun-of-the-river,2055-2060,30078.375073576764
Romania,Hydrorun-of-the-river,2020-2025,0.00019050280684509855
Romania,Hydrorun-of-the-river,2025-2030,0.0033969414488457493
Romania,Hydrorun-of-the-river,2030-2035,483.36994662970375
Romania,Hydrorun-of-the-river,2035-2040,6858.598063114188
Romania,Hydrorun-of-the-river,2040-2045,2698.1070778370367
Romania,Hydrorun-of-the-river,2045-2050,1363.612797763476
Romania,Hydrorun-of-the-river,2050-2055,2697.4416028567557
Romania,Hydrorun-of-the-river,2055-2060,4889.927196499793
Sweden,Hydrorun-of-the-river,2020-2025,0.00025286990870005197
Sweden,Hydrorun-of-the-river,2025-2030,286.62734764311546
Sweden,Hydrorun-of-the-river,2030-2035,751.7600097526805
Sweden,Hydrorun-of-the-river,2035-2040,4453.807486590013
Sweden,Hydrorun-of-the-river,2040-2045,10122.577414738536
Sweden,Hydrorun-of-the-river,2045-2050,8698.234183686409
Sweden,Hydrorun-of-the-river,2050-2055,10564.89974753964
Sweden,Hydrorun-of-the-river,2055-2060,9306.27945409633
Slovenia,Hydrorun-of-the-river,2020-2025,0.00020834673286212536
Slovenia,Hydrorun-of-the-river,2025-2030,490.7007018523962
Slovenia,Hydrorun-of-the-river,2030-2035,640.3635677794431
Slovenia,Hydrorun-of-the-river,2035-2040,2527.0527753503184
Slovenia,Hydrorun-of-the-river,2040-2045,6859.264836906279
Slovenia,Hydrorun-of-the-river,2045-2050,7794.95519343294
Slovenia,Hydrorun-of-the-river,2050-2055,7364.540985313134
Slovenia,Hydrorun-of-the-river,2055-2060,8089.406698774323
NO1,Hydrorun-of-the-river,2020-2025,0.0002674645418186486
NO1,Hydrorun-of-the-river,2025-2030,881.1554037266965
NO1,Hydrorun-of-the-river,2030-2035,0.0015814008344745122
NO1,Hydrorun-of-the-river,2035-2040,1101.3734994293052
NO1,Hydrorun-of-the-river,2040-2045,0.025874887611657158
NO1,Hydrorun-of-the-river,2045-2050,1436.8245825402473
NO1,Hydrorun-of-the-river,2050-2055,328.5764662784254
NO1,Hydrorun-of-the-river,2055-2060,551.1546949788562
NO2,Hydrorun-of-the-river,2020-2025,790.4981314405484
NO2,Hydrorun-of-the-river,2025-2030,1281.5934521746133
NO2,Hydrorun-of-the-river,2030-2035,2757.071769849087
NO2,Hydrorun-of-the-river,2035-2040,8499.832077881545
NO2,Hydrorun-of-the-river,2040-2045,6713.681102240617
NO2,Hydrorun-of-the-river,2045-2050,9122.923695037804
NO2,Hydrorun-of-the-river,2050-2055,9351.897472944125
NO2,Hydrorun-of-the-river,2055-2060,11265.65005161706
NO3,Hydrorun-of-the-river,2020-2025,19.146349915144885
NO3,Hydrorun-of-the-river,2025-2030,489.43111583848525
NO3,Hydrorun-of-the-river,2030-2035,648.4802334393781
NO3,Hydrorun-of-the-river,2035-2040,450.7979420152554
NO3,Hydrorun-of-the-river,2040-2045,0.026768187764081117
NO3,Hydrorun-of-the-river,2045-2050,0.019936776697014588
NO3,Hydrorun-of-the-river,2050-2055,0.02951870855499238
NO3,Hydrorun-of-the-river,2055-2060,0.05184277874372367
NO4,Hydrorun-of-the-river,2020-2025,0.00027418148801188077
NO4,Hydrorun-of-the-river,2025-2030,2.9638342759224634
NO4,Hydrorun-of-the-river,2030-2035,862.467543556327
NO4,Hydrorun-of-the-river,2035-2040,449.6182947049764
NO4,Hydrorun-of-the-river,2040-2045,0.029512042707669616
NO4,Hydrorun-of-the-river,2045-2050,0.027017745470232172
NO4,Hydrorun-of-the-river,2050-2055,1518.6707294224752
NO4,Hydrorun-of-the-river,2055-2060,0.06771313772837244
NO5,Hydrorun-of-the-river,2020-2025,0.006432549859223234
NO5,Hydrorun-of-the-river,2025-2030,343.7333343382867
NO5,Hydrorun-of-the-river,2030-2035,882.3684950403833
NO5,Hydrorun-of-the-river,2035-2040,537.8323569418685
NO5,Hydrorun-of-the-river,2040-2045,0.03038490289011245
NO5,Hydrorun-of-the-river,2045-2050,1357.0324811096973
NO5,Hydrorun-of-the-river,2050-2055,1674.1119508525865
NO5,Hydrorun-of-the-river,2055-2060,2403.793176589712
GreatBrit.,Hydrorun-of-the-river,2020-2025,4459.582480795527
GreatBrit.,Hydrorun-of-the-river,2025-2030,6164.552520968291
GreatBrit.,Hydrorun-of-the-river,2030-2035,4372.615211167393
GreatBrit.,Hydrorun-of-the-river,2035-2040,3296.9369770602166
GreatBrit.,Hydrorun-of-the-river,2040-2045,4155.0747904490645
GreatBrit.,Hydrorun-of-the-river,2045-2050,3458.71403642227
GreatBrit.,Hydrorun-of-the-river,2050-2055,4499.078359955837
GreatBrit.,Hydrorun-of-the-river,2055-2060,7061.856970110963
Croatia,Hydrorun-of-the-river,2020-2025,0.0001947493957291207
Croatia,Hydrorun-of-the-river,2025-2030,0.00021459820705910818
Croatia,Hydrorun-of-the-river,2030-2035,0.002054752325702806
Croatia,Hydrorun-of-the-river,2035-2040,0.0012736008807324273
Croatia,Hydrorun-of-the-river,2040-2045,0.008929185689124488
Croatia,Hydrorun-of-the-river,2045-2050,0.01836603691317757
Croatia,Hydrorun-of-the-river,2050-2055,0.013010066373666255
Croatia,Hydrorun-of-the-river,2055-2060,4.835453537873588
Lithuania,Hydrorun-of-the-river,2020-2025,0.0002451208170744981
Lithuania,Hydrorun-of-the-river,2025-2030,22.689502788355956
Lithuania,Hydrorun-of-the-river,2030-2035,8.04690134357014
Lithuania,Hydrorun-of-the-river,2035-2040,0.0027056553163871126
Lithuania,Hydrorun-of-the-river,2040-2045,33.60253760087741
Lithuania,Hydrorun-of-the-river,2045-2050,0.03365060179586446
Lithuania,Hydrorun-of-the-river,2050-2055,34.031303477028544
Lithuania,Hydrorun-of-the-river,2055-2060,22.946477925412434
Macedonia,Hydrorun-of-the-river,2020-2025,0.00018094309935883497
Macedonia,Hydrorun-of-the-river,2025-2030,0.00014900576897565178
Macedonia,Hydrorun-of-the-river,2030-2035,0.002087770523029583
Macedonia,Hydrorun-of-the-river,2035-2040,0.0026120629861803315
Macedonia,Hydrorun-of-the-river,2040-2045,0.011876901148665924
Macedonia,Hydrorun-of-the-river,2045-2050,0.027204239079300335
Macedonia,Hydrorun-of-the-river,2050-2055,0.01970870622866416
Macedonia,Hydrorun-of-the-river,2055-2060,7.735190772516172
Serbia,Hydrorun-of-the-river,2020-2025,0.00029373719190474424
Serbia,Hydrorun-of-the-river,2025-2030,1500.4625867777604
Serbia,Hydrorun-of-the-river,2030-2035,1138.3057075761121
Serbia,Hydrorun-of-the-river,2035-2040,3937.982667023482
Serbia,Hydrorun-of-the-river,2040-2045,1675.3086568631318
Serbia,Hydrorun-of-the-river,2045-2050,0.02644724909512344
Serbia,Hydrorun-of-the-river,2050-2055,2977.700500935795
Serbia,Hydrorun-of-the-river,2055-2060,2597.8241143903683
Slovakia,Hydrorun-of-the-river,2020-2025,0.00022214485333935482
Slovakia,Hydrorun-of-the-river,2025-2030,0.0009037191339095904
Slovakia,Hydrorun-of-the-river,2030-2035,0.0018798124822405975
Slovakia,Hydrorun-of-the-river,2035-2040,0.0016013952803213913
Slovakia,Hydrorun-of-the-river,2040-2045,0.007629949222727692
Slovakia,Hydrorun-of-the-river,2045-2050,0.010474560515181907
Slovakia,Hydrorun-of-the-river,2050-2055,0.011188936408340839
Slovakia,Hydrorun-of-the-river,2055-2060,0.017919372696180973
BosniaH,Hydrorun-of-the-river,2020-2025,0.0
BosniaH,Hydrorun-of-the-river,2025-2030,0.0
BosniaH,Hydrorun-of-the-river,2030-2035,0.0
BosniaH,Hydrorun-of-the-river,2035-2040,0.0
BosniaH,Hydrorun-of-the-river,2040-2045,0.0
BosniaH,Hydrorun-of-the-river,2045-2050,0.0
BosniaH,Hydrorun-of-the-river,2050-2055,0.0
BosniaH,Hydrorun-of-the-river,2055-2060,0.0
Austria,Windonshore,2020-2025,0.00021420382599700625
Austria,Windonshore,2025-2030,0.00015797954243573808
Austria,Windonshore,2030-2035,241.44736238848418
Austria,Windonshore,2035-2040,522.8967647670249
Austria,Windonshore,2040-2045,841.1750179229692
Austria,Windonshore,2045-2050,2467.306809661145
Austria,Windonshore,2050-2055,1441.0403553067017
Austria,Windonshore,2055-2060,2065.4392083817283
BosniaH,Windonshore,2020-2025,0.00019989622072758467
BosniaH,Windonshore,2025-2030,0.00016493822396445148
BosniaH,Windonshore,2030-2035,2.388449827813496
BosniaH,Windonshore,2035-2040,0.020925823907460846
BosniaH,Windonshore,2040-2045,38.07061270634787
BosniaH,Windonshore,2045-2050,564.897209873791
BosniaH,Windonshore,2050-2055,103.91337815292486
BosniaH,Windonshore,2055-2060,206.9783666815212
Belgium,Windonshore,2020-2025,0.0002161931520713276
Belgium,Windonshore,2025-2030,0.00015746731861633807
Belgium,Windonshore,2030-2035,0.00827181096784738
Belgium,Windonshore,2035-2040,0.0018176885596221854
Belgium,Windonshore,2040-2045,0.09516828698800583
Belgium,Windonshore,2045-2050,28.719803462170965
Belgium,Windonshore,2050-2055,1.4247088694829666
Belgium,Windonshore,2055-2060,488.2212589658242
Bulgaria,Windonshore,2020-2025,0.0004358207838296059
Bulgaria,Windonshore,2025-2030,0.00032964271090727657
Bulgaria,Windonshore,2030-2035,3.89998055043705
Bulgaria,Windonshore,2035-2040,192.0997816295798
Bulgaria,Windonshore,2040-2045,6276.368548417474
Bulgaria,Windonshore,2045-2050,12490.541239468072
Bulgaria,Windonshore,2050-2055,16408.87691022469
Bulgaria,Windonshore,2055-2060,9754.283723332794
Switzerland,Windonshore,2020-2025,0.0002075284833547999
Switzerland,Windonshore,2025-2030,0.00016405058956993877
Switzerland,Windonshore,2030-2035,1.9711030971860564
Switzerland,Windonshore,2035-2040,18.191824223736365
Switzerland,Windonshore,2040-2045,54.710098780895905
Switzerland,Windonshore,2045-2050,146.35844651804388
Switzerland,Windonshore,2050-2055,66.4684804229559
Switzerland,Windonshore,2055-2060,101.21891157662148
CzechR,Windonshore,2020-2025,0.00023710842230390586
CzechR,Windonshore,2025-2030,324.24600797495276
CzechR,Windonshore,2030-2035,870.9901477876823
CzechR,Windonshore,2035-2040,3337.8359883408675
CzechR,Windonshore,2040-2045,33631.502084102984
CzechR,Windonshore,2045-2050,28984.96138012799
CzechR,Windonshore,2050-2055,15595.85387146348
CzechR,Windonshore,2055-2060,9956.929983840073
Germany,Windonshore,2020-2025,0.00023623218127347858
Germany,Windonshore,2025-2030,0.00015667831276737192
Germany,Windonshore,2030-2035,0.006078812674358651
Germany,Windonshore,2035-2040,2717.145199933174
Germany,Windonshore,2040-2045,15608.378964222193
Germany,Windonshore,2045-2050,9280.561930528802
Germany,Windonshore,2050-2055,8415.209409009058
Germany,Windonshore,2055-2060,19315.170400709103
Denmark,Windonshore,2020-2025,0.00024337249229807739
Denmark,Windonshore,2025-2030,0.00018673641567875447
Denmark,Windonshore,2030-2035,0.01012624131342575
Denmark,Windonshore,2035-2040,0.015238706659082855
Denmark,Windonshore,2040-2045,4034.0268921301413
Denmark,Windonshore,2045-2050,1939.2091529761362
Denmark,Windonshore,2050-2055,648.7329562916532
Denmark,Windonshore,2055-2060,3103.7149408904106
Estonia,Windonshore,2020-2025,0.00016769258155496114
Estonia,Windonshore,2025-2030,0.006744757088632836
Estonia,Windonshore,2030-2035,170.69784262320445
Estonia,Windonshore,2035-2040,219.68695653742205
Estonia,Windonshore,2040-2045,2259.1493438031944
Estonia,Windonshore,2045-2050,1980.558092098735
Estonia,Windonshore,2050-2055,2378.3509461276954
Estonia,Windonshore,2055-2060,664.0391095780424
Spain,Windonshore,2020-2025,115.8633565775771
Spain,Windonshore,2025-2030,3106.2411423485155
Spain,Windonshore,2030-2035,11995.681278197464
Spain,Windonshore,2035-2040,46965.454360784126
Spain,Windonshore,2040-2045,72219.38442222722
Spain,Windonshore,2045-2050,74685.6649003105
Spain,Windonshore,2050-2055,142896.3107546193
Spain,Windonshore,2055-2060,215688.94310678757
Finland,Windonshore,2020-2025,0.0001859520801532995
Finland,Windonshore,2025-2030,1254.0570407660582
Finland,Windonshore,2030-2035,1090.6190817567094
Finland,Windonshore,2035-2040,477.7351256927203
Finland,Windonshore,2040-2045,0.035544030662411394
Finland,Windonshore,2045-2050,0.04947417921625526
Finland,Windonshore,2050-2055,0.023045622000031362
Finland,Windonshore,2055-2060,0.014927348955800819
France,Windonshore,2020-2025,0.000240851931146702
France,Windonshore,2025-2030,574.5190520272762
France,Windonshore,2030-2035,94.95459738791808
France,Windonshore,2035-2040,0.015464015678768499
France,Windonshore,2040-2045,5473.310578605273
France,Windonshore,2045-2050,24931.841598087423
France,Windonshore,2050-2055,50024.737363698354
France,Windonshore,2055-2060,82050.09595449659
GreatBrit.,Windonshore,2020-2025,142.85592161602852
GreatBrit.,Windonshore,2025-2030,9868.858893923933
GreatBrit.,Windonshore,2030-2035,14493.737315194803
GreatBrit.,Windonshore,2035-2040,3959.3204519370815
GreatBrit.,Windonshore,2040-2045,13779.986824026857
GreatBrit.,Windonshore,2045-2050,560.530418993348
GreatBrit.,Windonshore,2050-2055,5171.460472618028
GreatBrit.,Windonshore,2055-2060,4138.2010726825765
Greece,Windonshore,2020-2025,8.13394999300433
Greece,Windonshore,2025-2030,547.4038934714456
Greece,Windonshore,2030-2035,3273.5073117086076
Greece,Windonshore,2035-2040,5404.107294421885
Greece,Windonshore,2040-2045,11040.815617612932
Greece,Windonshore,2045-2050,27241.68331605643
Greece,Windonshore,2050-2055,33134.922386261016
Greece,Windonshore,2055-2060,29478.88703636892
Croatia,Windonshore,2020-2025,0.00019278594598367996
Croatia,Windonshore,2025-2030,0.0013356645120589173
Croatia,Windonshore,2030-2035,0.0504527299124399
Croatia,Windonshore,2035-2040,0.015508367036730164
Croatia,Windonshore,2040-2045,0.13594221151432812
Croatia,Windonshore,2045-2050,540.9161027754353
Croatia,Windonshore,2050-2055,66.72142830701101
Croatia,Windonshore,2055-2060,298.3643395204809
Hungary,Windonshore,2020-2025,0.0001912989234553697
Hungary,Windonshore,2025-2030,671.0801416704725
Hungary,Windonshore,2030-2035,4860.305758740099
Hungary,Windonshore,2035-2040,3269.357101034171
Hungary,Windonshore,2040-2045,7422.519197302716
Hungary,Windonshore,2045-2050,18551.026808330407
Hungary,Windonshore,2050-2055,9361.352826421093
Hungary,Windonshore,2055-2060,10296.894380741245
Ireland,Windonshore,2020-2025,2.1169647068838575
Ireland,Windonshore,2025-2030,53.335944302921355
Ireland,Windonshore,2030-2035,3045.676965799833
Ireland,Windonshore,2035-2040,5171.734847229183
Ireland,Windonshore,2040-2045,28819.851206126965
Ireland,Windonshore,2045-2050,12498.978263822619
Ireland,Windonshore,2050-2055,39887.605130679556
Ireland,Windonshore,2055-2060,11838.864343009815
Italy,Windonshore,2020-2025,0.00017013788290361765
Italy,Windonshore,2025-2030,285.6867992613495
Italy,Windonshore,2030-2035,5115.456790141922
Italy,Windonshore,2035-2040,4387.933830305132
Italy,Windonshore,2040-2045,32433.479702016775
Italy,Windonshore,2045-2050,30284.60800080012
Italy,Windonshore,2050-2055,12948.579111345387
Italy,Windonshore,2055-2060,30900.211140685486
Lithuania,Windonshore,2020-2025,0.00017698783677631044
Lithuania,Windonshore,2025-2030,30.485264609436275
Lithuania,Windonshore,2030-2035,437.0777506635556
Lithuania,Windonshore,2035-2040,62.572445488168995
Lithuania,Windonshore,2040-2045,6511.45738874714
Lithuania,Windonshore,2045-2050,6378.642900334782
Lithuania,Windonshore,2050-2055,730.712551448522
Lithuania,Windonshore,2055-2060,7415.05356405372
Luxemb.,Windonshore,2020-2025,0.00022686274752189875
Luxemb.,Windonshore,2025-2030,0.0001521648575464725
Luxemb.,Windonshore,2030-2035,0.004621895878327346
Luxemb.,Windonshore,2035-2040,0.018336640083689463
Luxemb.,Windonshore,2040-2045,28.092199520034786
Luxemb.,Windonshore,2045-2050,19.312499958903857
Luxemb.,Windonshore,2050-2055,10.663367698688267
Luxemb.,Windonshore,2055-2060,97.88696086168507
Latvia,Windonshore,2020-2025,0.00017298429408524893
Latvia,Windonshore,2025-2030,0.015619470213972845
Latvia,Windonshore,2030-2035,0.16009471911186185
Latvia,Windonshore,2035-2040,0.05513793502124945
Latvia,Windonshore,2040-2045,1985.7860758161976
Latvia,Windonshore,2045-2050,2425.8241580299036
Latvia,Windonshore,2050-2055,368.95448677249834
Latvia,Windonshore,2055-2060,2172.6530169544476
Macedonia,Windonshore,2020-2025,0.00016141981617833848
Macedonia,Windonshore,2025-2030,0.00015069313691047943
Macedonia,Windonshore,2030-2035,0.3182847627973967
Macedonia,Windonshore,2035-2040,0.046352382857753865
Macedonia,Windonshore,2040-2045,0.6153810447042571
Macedonia,Windonshore,2045-2050,1.2912239007752608
Macedonia,Windonshore,2050-2055,0.00029995286252805617
Macedonia,Windonshore,2055-2060,0.00038236206859430604
Netherlands,Windonshore,2020-2025,0.00021991650651591722
Netherlands,Windonshore,2025-2030,0.00017841322761617177
Netherlands,Windonshore,2030-2035,0.011127987033288406
Netherlands,Windonshore,2035-2040,0.010596735169366258
Netherlands,Windonshore,2040-2045,892.8969506150623
Netherlands,Windonshore,2045-2050,466.88442265907133
Netherlands,Windonshore,2050-2055,628.3693537845268
Netherlands,Windonshore,2055-2060,3510.3480766497355
Poland,Windonshore,2020-2025,0.0002285722285423946
Poland,Windonshore,2025-2030,1999.9121794659934
Poland,Windonshore,2030-2035,13218.965710918654
Poland,Windonshore,2035-2040,1713.6450679189577
