Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.011140528405284017,0.011140528405284017
EnergyhubEU,2025-2030,0.002899013062250833,0.014039516773808424
EnergyhubEU,2030-2035,41497.40565141787,41497.41968332989
EnergyhubEU,2035-2040,11192.039327620108,52689.45900718327
EnergyhubEU,2040-2045,13690.142870951835,66379.6018797629
EnergyhubEU,2045-2050,1.7753705556999364e-06,66379.60187610227
EnergyhubEU,2050-2055,4.356303422884339e-07,66379.60188094589
EnergyhubEU,2055-2060,4.237972418148266e-07,66379.60188327402
EnergyhubNorth,2020-2025,0.01028877677609077,0.01028877677609077
EnergyhubNorth,2025-2030,0.0016011257227654117,0.011889877805129286
EnergyhubNorth,2030-2035,0.033391949153808616,0.045281802265208386
EnergyhubNorth,2035-2040,2328.090857931026,2328.136139743711
EnergyhubNorth,2040-2045,58599.71057551509,60927.847023822294
EnergyhubNorth,2045-2050,0.00020626561317281666,60927.84726416407
EnergyhubNorth,2050-2055,5.358301770995645e-07,60927.847255036606
EnergyhubNorth,2055-2060,5.087502143069701e-07,60927.84726426046
EnergyhubCentral,2020-2025,0.012377043781686796,0.012377043781686796
EnergyhubCentral,2025-2030,0.002997120730422501,0.015374139818383772
EnergyhubCentral,2030-2035,45580.876314352965,45580.89157473632
EnergyhubCentral,2035-2040,3561.601834126567,49142.493411038646
EnergyhubCentral,2040-2045,13688.523585671857,62831.01698881555
EnergyhubCentral,2045-2050,1.965958039052702e-06,62831.01698883421
EnergyhubCentral,2050-2055,4.4277782364341866e-07,62831.01696493867
EnergyhubCentral,2055-2060,3.955843846640292e-07,62831.01701527631
