Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.09613326040665135,0.09613326040665135
EnergyhubEU,2025-2030,0.11904202033702276,0.21517503225993242
EnergyhubEU,2030-2035,41901.585267167364,41901.80043813845
EnergyhubEU,2035-2040,11961.813421404404,53863.61385948406
EnergyhubEU,2040-2045,12109.288387613611,65972.90225637393
EnergyhubEU,2045-2050,1.1102916350181358e-05,65972.90225176208
EnergyhubEU,2050-2055,3.3011686032073613e-06,65972.90225899966
EnergyhubEU,2055-2060,3.2745060593418627e-06,65972.90226468944
EnergyhubNorth,2020-2025,0.08315400594460431,0.08315400594460431
EnergyhubNorth,2025-2030,0.03009006068894721,0.11324381814971671
EnergyhubNorth,2030-2035,0.24395502319018597,0.3571985928558347
EnergyhubNorth,2035-2040,2272.817468091958,2273.174666436451
EnergyhubNorth,2040-2045,55185.02520716512,57458.19987552557
EnergyhubNorth,2045-2050,3469.7159299039226,60927.91580563471
EnergyhubNorth,2050-2055,4.150589377753009e-06,60927.91581114594
EnergyhubNorth,2055-2060,4.009020127594888e-06,60927.915810694416
EnergyhubCentral,2020-2025,0.11299629922654532,0.11299629922654532
EnergyhubCentral,2025-2030,213.22609610812947,213.33909215873024
EnergyhubCentral,2030-2035,46075.85050294852,46289.18958642414
EnergyhubCentral,2035-2040,1696.3089759929426,47985.49856088109
EnergyhubCentral,2040-2045,13641.88500030613,61627.38356301164
EnergyhubCentral,2045-2050,2.1593151663599825e-05,61627.38357988895
EnergyhubCentral,2050-2055,3.580414395066705e-06,61627.38358807822
EnergyhubCentral,2055-2060,3.11875845901259e-06,61627.38358904271
